"","Municipal","County","State","Region","Five_Year_Range","Civilian_Pop","Vet_Pop","Percent_Vet","Margin_Error_Percent"
"1092",NA,"Worcester County","MA","Worcester County","2008-2012",611954,55594,9.1,0.2
"1093","Worthington","Hampshire County","MA","Worthington","2006-2010",959,127,13.2,3
"1094","Worthington","Hampshire County","MA","Worthington","2007-2011",981,119,12.1,3
"1095","Worthington","Hampshire County","MA","Worthington","2008-2012",1007,107,10.6,3
"1096","Wrentham","Norfolk County","MA","Wrentham","2006-2010",7730,610,7.9,1.8
"1097","Wrentham","Norfolk County","MA","Wrentham","2007-2011",8112,517,6.4,1.5
"1098","Wrentham","Norfolk County","MA","Wrentham","2008-2012",8079,536,6.6,1.4
"1099","Yarmouth","Barnstable County","MA","Yarmouth","2006-2010",19997,2903,14.5,1.5
"1100","Yarmouth","Barnstable County","MA","Yarmouth","2007-2011",20387,2888,14.2,1.7
"1101","Yarmouth","Barnstable County","MA","Yarmouth","2008-2012",20280,2569,12.7,1.5
"1102",NA,"NA County",NA,"United States","2009-2013",236576902,21263779,9,0.1
"1103",NA,"NA County","MA","MA","2009-2013",5191938,383087,7.4,0.1
"1104",NA,"Barnstable County","MA","Barnstable County","2009-2013",178410,21360,12,0.4
"1105",NA,"Berkshire County","MA","Berkshire County","2009-2013",105709,10389,9.8,0.4
"1106",NA,"Bristol County","MA","Bristol County","2009-2013",429110,33409,7.8,0.2
