"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"West Bridgewater",2004,7179982,0,2286212,1964972,499257,11930423,9316872,0,2966629,2549783,647845,15481129,60.18,0,19.16,16.47,4.18
"West Bridgewater",2005,7760386,0,2221443,2139356,449394,12570579,9740020,0,2788121,2685094,564032,15777267,61.73,0,17.67,17.02,3.57
"West Bridgewater",2006,8085671,0,2330754,2380812,514182,13311419,9831149,0,2833901,2894765,625180,16184995,60.74,0,17.51,17.89,3.86
"West Bridgewater",2007,8624781,0,2513784,2293307,606817,14038689,10196228,0,2971799,2711151,717380,16596558,61.44,0,17.91,16.34,4.32
"West Bridgewater",2008,9048591,0,2999275,2458177,583900,15089943,10301717,0,3414640,2798606,664763,17179727,59.96,0,19.88,16.29,3.87
"West Bridgewater",2009,9253409,0,3225692,2588793,691830,15759724,10572515,0,3685526,2957835,790453,18006328,58.72,0,20.47,16.43,4.39
"West Bridgewater",2010,9583604,0,3565969,2814988,776247,16740808,10773072,0,4008559,3164370,872591,18818592,57.25,0,21.3,16.82,4.64
"West Bridgewater",2011,9937663,0,3677218,2874943,787244,17277068,10829247,0,4007129,3132876,857874,18827126,57.52,0,21.28,16.64,4.56
"West Bridgewater",2012,10300255,0,3819148,2923106,770722,17813231,10996797,0,4077413,3120777,822841,19017828,57.82,0,21.44,16.41,4.33
"West Bridgewater",2013,10670804,0,4062580,3054773,706154,18494311,11227941,0,4274693,3214267,743023,19459924,57.7,0,21.97,16.52,3.82
"West Bridgewater",2014,11084797,0,4369754,3140341,766691,19361583,11477365,0,4524509,3251556,793843,20047273,57.25,0,22.57,16.22,3.96
"West Bridgewater",2015,12244035,0,4932973,3395848,966952,21539808,12662627,0,5101619,3511943,1000010,22276198,56.84,0,22.9,15.77,4.49
"West Bridgewater",2016,12769192,0,5171491,3627853,1000549,22569085,14904191,0,6036160,4234427,1167840,26342618,56.58,0,22.91,16.07,4.43
"West Bridgewater",2017,13167420,0,5250412,3739837,1066603,23224272,13167420,0,5250412,3739837,1066603,23224272,56.7,0,22.61,16.1,4.59
"West Brookfield",2003,2819021,0,159154,66169,77253,3121597,3755426,0,212021,88149,102914,4158510,90.31,0,5.1,2.12,2.47
"West Brookfield",2004,3059042,0,179195,71958,86140,3396335,3969467,0,232527,93374,111777,4407145,90.07,0,5.28,2.12,2.54
"West Brookfield",2005,3378521,0,152554,71894,63384,3666353,4240364,0,191470,90234,79553,4601620,92.15,0,4.16,1.96,1.73
"West Brookfield",2006,3609796,0,148337,69779,56425,3884337,4389054,0,180359,84842,68606,4722861,92.93,0,3.82,1.8,1.45
"West Brookfield",2007,3810232,0,154736,71777,47666,4084411,4504462,0,182929,84855,56351,4828596,93.29,0,3.79,1.76,1.17
"West Brookfield",2008,3788718,0,148578,63651,49130,4050077,4313412,0,169154,72466,55934,4610966,93.55,0,3.67,1.57,1.21
"West Brookfield",2009,3904515,0,151847,65119,59596,4181077,4461117,0,173493,74402,68092,4777104,93.39,0,3.63,1.56,1.43
"West Brookfield",2010,3982867,0,154875,72785,69961,4280488,4477200,0,174097,81819,78644,4811760,93.05,0,3.62,1.7,1.63
"West Brookfield",2011,3717364,0,143306,68424,73806,4002900,4050877,0,156163,74563,80428,4362031,92.87,0,3.58,1.71,1.84
"West Brookfield",2012,3960210,0,192485,72740,81434,4306869,4228014,0,205502,77659,86941,4598115,91.95,0,4.47,1.69,1.89
"West Brookfield",2013,4091707,0,199040,76461,91756,4458964,4305341,0,209432,80453,96547,4691773,91.76,0,4.46,1.71,2.06
"West Brookfield",2014,4429807,0,206748,95111,156238,4887904,4586689,0,214070,98479,161771,5061009,90.63,0,4.23,1.95,3.2
"West Brookfield",2015,4606913,0,216002,101040,119625,5043580,4764411,0,223387,104494,123715,5216007,91.34,0,4.28,2,2.37
"West Brookfield",2016,4854746,0,190594,133648,131416,5310404,5666456,0,222461,155994,153389,6198299,91.42,0,3.59,2.52,2.47
"West Brookfield",2017,5091457,0,196337,137077,119713,5544584,5091457,0,196337,137077,119713,5544584,91.83,0,3.54,2.47,2.16
"West Newbury",2003,6386233,1371,100647,21032,84230,6593513,8507573,1826,134079,28018,112209,8783706,96.86,0.02,1.53,0.32,1.28
"West Newbury",2004,6961139,0,55574,19415,65620,7101748,9032898,0,72114,25193,85150,9215355,98.02,0,0.78,0.27,0.92
"West Newbury",2005,7635837,0,58500,20854,66384,7781575,9583699,0,73423,26174,83318,9766614,98.13,0,0.75,0.27,0.85
"West Newbury",2006,7896710,0,59234,21210,65129,8042283,9601397,0,72021,25789,79189,9778395,98.19,0,0.74,0.26,0.81
"West Newbury",2007,8672539,0,66183,22906,80004,8841632,10252688,0,78242,27080,94581,10452590,98.09,0,0.75,0.26,0.9
"West Newbury",2008,9042713,0,67848,23740,85271,9219572,10295025,0,77244,27028,97080,10496377,98.08,0,0.74,0.26,0.92
"West Newbury",2009,9347303,0,70898,24650,132124,9574975,10679794,0,81005,28164,150959,10939921,97.62,0,0.74,0.26,1.38
"West Newbury",2010,9611467,0,81888,25399,151540,9870294,10804393,0,92052,28551,170348,11095345,97.38,0,0.83,0.26,1.54
"West Newbury",2011,9961141,0,85158,25220,173905,10245424,10854831,0,92798,27483,189507,11164619,97.23,0,0.83,0.25,1.7
"West Newbury",2012,10404506,0,92838,25067,186603,10709014,11108097,0,99116,26762,199222,11433197,97.16,0,0.87,0.23,1.74
"West Newbury",2013,11124432,0,96872,25005,284294,11530603,11705254,0,101930,26311,299137,12132631,96.48,0,0.84,0.22,2.47
"West Newbury",2014,11365806,0,97199,25109,289603,11777717,11768326,0,100641,25998,299859,12194825,96.5,0,0.83,0.21,2.46
"West Newbury",2015,11787606,0,100422,26008,229303,12143339,12190594,0,103855,26897,237142,12558488,97.07,0,0.83,0.21,1.89
"West Newbury",2016,12097783,0,100731,26514,225813,12450841,14120523,0,117573,30947,263569,14532612,97.16,0,0.81,0.21,1.81
"West Newbury",2017,12381085,0,104929,27811,234843,12748668,12381085,0,104929,27811,234843,12748668,97.12,0,0.82,0.22,1.84
"West Springfield",2003,19748854,0,10721318,3084557,1901569,35456298,26308908,0,14282660,4109166,2533221,47233955,55.7,0,30.24,8.7,5.36
"West Springfield",2004,20507085,0,11587474,4291167,2131929,38517655,26610358,0,15036112,5568295,2766429,49981194,53.24,0,30.08,11.14,5.53
"West Springfield",2005,22652704,0,12461807,4366087,1980181,41460779,28431289,0,15640748,5479853,2485315,52037205,54.64,0,30.06,10.53,4.78
"West Springfield",2006,24375507,0,13833171,4646876,2131246,44986800,29637521,0,16819379,5650011,2591325,54698236,54.18,0,30.75,10.33,4.74
"West Springfield",2007,26010975,0,15019496,4761161,2231735,48023367,30750211,0,17756069,5628651,2638360,56773291,54.16,0,31.28,9.91,4.65
"West Springfield",2008,27701764,0,15327957,4654641,2399467,50083829,31538141,0,17450704,5299255,2731766,57019866,55.31,0,30.6,9.29,4.79
"West Springfield",2009,28499798,0,16400731,4830507,2829349,52560385,32562544,0,18738713,5519113,3232683,60053052,54.22,0,31.2,9.19,5.38
"West Springfield",2010,29459234,0,17404108,5055537,2978595,54897474,33115564,0,19564217,5683005,3348283,61711069,53.66,0,31.7,9.21,5.43
"West Springfield",2011,30170920,0,18003108,5426429,3111522,56711979,32877784,0,19618305,5913275,3390680,61800045,53.2,0,31.74,9.57,5.49
"West Springfield",2012,30632372,0,18805737,5064398,3879313,58381820,32703847,0,20077451,5406871,4141647,62329816,52.47,0,32.21,8.67,6.64
"West Springfield",2013,29211617,0,17165091,4667444,4008558,55052710,30736795,0,18061304,4911138,4217850,57927086,53.06,0,31.18,8.48,7.28
"West Springfield",2014,30064247,0,16678198,4478526,4606677,55827648,31128972,0,17268856,4637133,4769822,57804783,53.85,0,29.87,8.02,8.25
"West Springfield",2015,31320399,0,17155665,4660132,4873985,58010181,32391163,0,17742173,4819450,5040614,59993399,53.99,0,29.57,8.03,8.4
"West Springfield",2016,32194249,0,17318249,4735773,5212774,59461045,37577101,0,20213846,5527590,6084346,69402883,54.14,0,29.13,7.96,8.77
"West Springfield",2017,32950981,0,17215854,4888359,5329102,60384296,32950981,0,17215854,4888359,5329102,60384296,54.57,0,28.51,8.1,8.83
"West Stockbridge",2003,2495902,0,152688,21398,82561,2752549,3324976,0,203407,28506,109986,3666874,90.68,0,5.55,0.78,3
"West Stockbridge",2004,2852488,0,170491,17566,95486,3136031,3701439,0,221232,22794,123904,4069370,90.96,0,5.44,0.56,3.04
"West Stockbridge",2005,3161954,0,183090,26440,105094,3476578,3968552,0,229795,33185,131903,4363435,90.95,0,5.27,0.76,3.02
"West Stockbridge",2006,3315381,0,132310,21389,84017,3553097,4031082,0,160872,26006,102154,4320115,93.31,0,3.72,0.6,2.36
"West Stockbridge",2007,3336775,0,128316,18681,80746,3564518,3944740,0,151695,22085,95458,4213978,93.61,0,3.6,0.52,2.27
"West Stockbridge",2008,3478700,0,129192,18893,92468,3719253,3960460,0,147084,21509,105274,4234327,93.53,0,3.47,0.51,2.49
"West Stockbridge",2009,3589831,0,134077,18741,107163,3849812,4101574,0,153190,21413,122439,4398616,93.25,0,3.48,0.49,2.78
"West Stockbridge",2010,3679636,0,137129,19044,105317,3941126,4136334,0,154149,21408,118388,4430278,93.37,0,3.48,0.48,2.67
"West Stockbridge",2011,3792453,0,144659,20562,118686,4076360,4132703,0,157637,22407,129334,4442081,93.04,0,3.55,0.5,2.91
"West Stockbridge",2012,3854428,0,146287,24426,83446,4108587,4115079,0,156179,26078,89089,4386425,93.81,0,3.56,0.59,2.03
"West Stockbridge",2013,3947919,0,151267,25129,110563,4234878,4154045,0,159165,26441,116336,4455987,93.22,0,3.57,0.59,2.61
"West Stockbridge",2014,3819423,0,140054,24068,108937,4092482,3954688,0,145014,24920,112795,4237417,93.33,0,3.42,0.59,2.66
"West Stockbridge",2015,4090617,0,148848,27347,120374,4387186,4230465,0,153937,28282,124489,4537173,93.24,0,3.39,0.62,2.74
"West Stockbridge",2016,4272881,0,155257,28479,122493,4579110,4987303,0,181216,33241,142974,5344733,93.31,0,3.39,0.62,2.68
"West Stockbridge",2017,4340007,0,154950,28825,120037,4643819,4340007,0,154950,28825,120037,4643819,93.46,0,3.34,0.62,2.58
"West Tisbury",2003,7833129,0,203670,12845,103010,8152654,10435090,0,271324,17112,137227,10860753,96.08,0,2.5,0.16,1.26
"West Tisbury",2004,8547448,0,222659,14344,125174,8909625,11091321,0,288926,18613,162428,11561288,95.93,0,2.5,0.16,1.4
"West Tisbury",2005,9609343,0,238122,14732,97257,9959454,12060636,0,298866,18490,122067,12500058,96.48,0,2.39,0.15,0.98
"West Tisbury",2006,10276711,0,256716,16441,106800,10656668,12495176,0,312134,19990,129855,12957155,96.43,0,2.41,0.15,1
"West Tisbury",2007,10457397,0,262652,18816,101780,10840645,12362749,0,310508,22244,120324,12815826,96.46,0,2.42,0.17,0.94
"West Tisbury",2008,10753521,0,245515,17770,111176,11127982,12242761,0,279516,20231,126573,12669080,96.63,0,2.21,0.16,1
"West Tisbury",2009,10783143,0,251998,17715,126785,11179641,12320318,0,287921,20240,144859,12773338,96.45,0,2.25,0.16,1.13
"West Tisbury",2010,10896298,0,291577,18422,133492,11339789,12248691,0,327766,20708,150060,12747226,96.09,0,2.57,0.16,1.18
"West Tisbury",2011,11039381,0,302896,16992,149570,11508839,12029808,0,330071,18516,162989,12541385,95.92,0,2.63,0.15,1.3
"West Tisbury",2012,11353443,0,326749,21666,163636,11865494,12121205,0,348845,23131,174702,12667883,95.68,0,2.75,0.18,1.38
"West Tisbury",2013,11973915,0,349248,23892,174470,12521525,12599089,0,367483,25139,183579,13175291,95.63,0,2.79,0.19,1.39
"West Tisbury",2014,12352078,0,358790,24573,172504,12907945,12789527,0,371497,25443,178613,13365080,95.69,0,2.78,0.19,1.34
"West Tisbury",2015,13031957,0,394355,35915,201666,13663893,13477486,0,407837,37143,208560,14131026,95.38,0,2.89,0.26,1.48
"West Tisbury",2016,13851856,0,418986,50885,238820,14560547,16167875,0,489040,59393,278751,16995059,95.13,0,2.88,0.35,1.64
"West Tisbury",2017,14409913,0,413356,51244,240757,15115270,14409913,0,413356,51244,240757,15115270,95.33,0,2.73,0.34,1.59
"Westborough",2003,23338840,0,6755835,6211066,2204002,38509743,31091394,0,8999947,8274220,2936114,51301675,60.61,0,17.54,16.13,5.72
"Westborough",2004,25865877,0,6786309,6149463,3508592,42310241,33564022,0,8806035,7979653,4552811,54902521,61.13,0,16.04,14.53,8.29
"Westborough",2005,28377680,0,7002849,6361259,4852111,46593899,35616677,0,8789239,7983983,6089859,58479757,60.9,0,15.03,13.65,10.41
"Westborough",2006,30116450,0,7023430,6367657,5081870,48589407,36617779,0,8539599,7742262,6178909,59078549,61.98,0,14.45,13.11,10.46
"Westborough",2007,30233439,0,7417501,6779269,6377175,50807384,35742014,0,8768980,8014461,7539105,60064560,59.51,0,14.6,13.34,12.55
"Westborough",2008,32708305,0,8470847,7483817,4874574,53537543,37238031,0,9643962,8520240,5549647,60951880,61.09,0,15.82,13.98,9.1
"Westborough",2009,33504324,0,9450016,8057589,4802608,55814537,38280483,0,10797149,9206227,5487237,63771095,60.03,0,16.93,14.44,8.6
"Westborough",2010,34906587,0,9871957,8154409,4670726,57603679,39239015,0,11097214,9166493,5250433,64753154,60.6,0,17.14,14.16,8.11
"Westborough",2011,36460409,0,9991613,8117058,4418607,58987687,39731551,0,10888037,8845301,4815034,64279924,61.81,0,16.94,13.76,7.49
"Westborough",2012,38181817,0,10397725,6874762,5551554,61005858,40763813,0,11100858,7339659,5926971,65131301,62.59,0,17.04,11.27,9.1
"Westborough",2013,38785310,0,10620165,6504891,6464742,62375108,40810343,0,11174658,6844520,6802275,65631797,62.18,0,17.03,10.43,10.36
"Westborough",2014,40150409,0,10626310,6496697,5924979,63198395,41572335,0,11002641,6726777,6134812,65436565,63.53,0,16.81,10.28,9.38
"Westborough",2015,41215461,0,10473195,6649102,5549404,63887162,42624511,0,10831247,6876418,5739124,66071299,64.51,0,16.39,10.41,8.69
"Westborough",2016,42532127,0,10604353,6683733,5522976,65343189,49643464,0,12377392,7801248,6446413,76268517,65.09,0,16.23,10.23,8.45
"Westborough",2017,44508676,0,10746109,6659939,5863545,67778269,44508676,0,10746109,6659939,5863545,67778269,65.67,0,15.85,9.83,8.65
"Westfield",2003,27062805,0,8837089,2404958,1321188,39626040,36052363,0,11772539,3203822,1760052,52788777,68.3,0,22.3,6.07,3.33
"Westfield",2004,29420822,0,8236744,2364457,1207861,41229884,38176982,0,10688146,3068161,1567342,53500631,71.36,0,19.98,5.73,2.93
"Westfield",2005,30562961,0,9037072,2529500,1277433,43406966,38359411,0,11342381,3174762,1603299,54479854,70.41,0,20.82,5.83,2.94
"Westfield",2006,32337369,0,8925849,2816316,1490111,45569645,39318134,0,10852699,3424283,1811786,55406902,70.96,0,19.59,6.18,3.27
"Westfield",2007,34828578,0,8695608,2863737,1377713,47765636,41174393,0,10279960,3385514,1628734,56468601,72.92,0,18.2,6,2.88
"Westfield",2008,36547913,0,8920795,2932746,1658362,50059816,41609380,0,10156223,3338898,1888026,56992527,73.01,0,17.82,5.86,3.31
"Westfield",2009,37921588,0,9358325,3012229,2085672,52377814,43327443,0,10692387,3441633,2382992,59844455,72.4,0,17.87,5.75,3.98
"Westfield",2010,39554892,0,9557864,3350862,1891504,54355122,44464244,0,10744137,3766754,2126268,61101403,72.77,0,17.58,6.16,3.48
"Westfield",2011,40498111,0,9968486,3797264,2072914,56336775,44131507,0,10862835,4137946,2258891,61391178,71.89,0,17.69,6.74,3.68
"Westfield",2012,42536410,0,10256278,4174961,2131544,59099193,45412880,0,10949846,4457287,2275687,63095700,71.97,0,17.35,7.06,3.61
"Westfield",2013,44552807,0,10123709,4109842,2014739,60801097,46878969,0,10652282,4324422,2119931,63975604,73.28,0,16.65,6.76,3.31
"Westfield",2014,46279257,0,10319914,4310165,2347417,63256753,47918236,0,10685394,4462809,2430551,65496989,73.16,0,16.31,6.81,3.71
"Westfield",2015,47287903,0,10951404,4443126,2699114,65381547,48904554,0,11325804,4595025,2791390,67616773,72.33,0,16.75,6.8,4.13
"Westfield",2016,50066981,0,11221889,4601806,2428627,68319303,58438140,0,13098180,5371224,2834691,79742235,73.28,0,16.43,6.74,3.55
"Westfield",2017,50359897,0,11515838,4706783,2801211,69383729,50359897,0,11515838,4706783,2801211,69383729,72.58,0,16.6,6.78,4.04
"Westford",2003,35699412,0,3060396,3320593,641887,42722288,47557825,0,4076980,4423607,855105,56913518,83.56,0,7.16,7.77,1.5
"Westford",2004,38374550,0,2697241,3206463,640624,44918878,49795499,0,3499988,4160763,831285,58287535,85.43,0,6,7.14,1.43
"Westford",2005,40825441,0,2708063,3120565,826211,47480280,51239796,0,3398876,3916605,1036973,59592249,85.98,0,5.7,6.57,1.74
"Westford",2006,42760940,0,2692259,2803790,760352,49017341,51991873,0,3273445,3409053,924491,59598862,87.24,0,5.49,5.72,1.55
"Westford",2007,44341929,0,2885385,3044637,745294,51017245,52421090,0,3411106,3599374,881088,60312658,86.92,0,5.66,5.97,1.46
"Westford",2008,45287906,0,3034462,3206151,828880,52357399,51559762,0,3454700,3650166,943670,59608299,86.5,0,5.8,6.12,1.58
"Westford",2009,46797054,0,3145019,3363985,976747,54282805,53468138,0,3593352,3843533,1115986,62021009,86.21,0,5.79,6.2,1.8
"Westford",2010,47940063,0,3297328,3618276,1072015,55927682,53890139,0,3706576,4067358,1205068,62869141,85.72,0,5.9,6.47,1.92
"Westford",2011,49369256,0,3163177,3372064,1343257,57247754,53798550,0,3446970,3674598,1463771,62383888,86.24,0,5.53,5.89,2.35
"Westford",2012,51103910,0,3719824,3295001,1356017,59474752,54559746,0,3971372,3517821,1447716,63496656,85.93,0,6.25,5.54,2.28
"Westford",2013,52962417,0,3876953,3562018,1527896,61929284,55727656,0,4079374,3747996,1607670,65162696,85.52,0,6.26,5.75,2.47
"Westford",2014,54995949,0,4250129,3770230,1812628,64828936,56943629,0,4400647,3903753,1876822,67124851,84.83,0,6.56,5.82,2.8
"Westford",2015,57451842,0,4485276,4199623,1707147,67843888,59415972,0,4638616,4343197,1765510,70163296,84.68,0,6.61,6.19,2.52
"Westford",2016,59674470,0,4818091,4185724,1642727,70321012,69651993,0,5623672,4885574,1917390,82078628,84.86,0,6.85,5.95,2.34
"Westford",2017,61873220,0,4655904,4334085,1595802,72459011,61873220,0,4655904,4334085,1595802,72459011,85.39,0,6.43,5.98,2.2
"Westhampton",2003,1977602,0,51390,8941,49461,2087394,2634510,0,68460,11911,65891,2780772,94.74,0,2.46,0.43,2.37
"Westhampton",2004,2285056,0,47272,8671,61943,2402942,2965129,0,61341,11252,80378,3118100,95.09,0,1.97,0.36,2.58
"Westhampton",2005,2488139,0,51208,16083,46434,2601864,3122850,0,64271,20186,58279,3265586,95.63,0,1.97,0.62,1.78
"Westhampton",2006,2641013,0,48431,13754,34444,2737642,3211136,0,58886,16723,41880,3328625,96.47,0,1.77,0.5,1.26
"Westhampton",2007,2842762,0,62013,15766,35158,2955699,3360717,0,73312,18639,41564,3494231,96.18,0,2.1,0.53,1.19
"Westhampton",2008,2935002,0,64630,16569,36586,3052787,3341466,0,73581,18864,41653,3475563,96.14,0,2.12,0.54,1.2
"Westhampton",2009,3135681,0,68314,17720,59529,3281244,3582683,0,78052,20246,68015,3748997,95.56,0,2.08,0.54,1.81
"Westhampton",2010,3213711,0,82134,17227,72416,3385488,3612580,0,92328,19365,81404,3805678,94.93,0,2.43,0.51,2.14
"Westhampton",2011,3351719,0,79608,20559,81806,3533692,3652427,0,86750,22404,89145,3850727,94.85,0,2.25,0.58,2.32
"Westhampton",2012,3459688,0,85712,21241,87080,3653721,3693645,0,91508,22677,92969,3900799,94.69,0,2.35,0.58,2.38
"Westhampton",2013,3482256,0,95163,21805,87055,3686279,3664069,0,100132,22943,91600,3878745,94.47,0,2.58,0.59,2.36
"Westhampton",2014,3562857,0,101254,21242,87540,3772893,3689035,0,104840,21994,90640,3906510,94.43,0,2.68,0.56,2.32
"Westhampton",2015,3734756,0,93497,21940,92976,3943169,3862438,0,96693,22690,96155,4077976,94.71,0,2.37,0.56,2.36
"Westhampton",2016,3994276,0,102779,22984,99131,4219170,4662116,0,119964,26827,115706,4924612,94.67,0,2.44,0.54,2.35
"Westhampton",2017,4104972,0,108443,23482,99540,4336437,4104972,0,108443,23482,99540,4336437,94.66,0,2.5,0.54,2.3
"Westminster",2003,7122933,0,518524,875288,408297,8925042,9488986,0,690764,1166036,543923,11889708,79.81,0,5.81,9.81,4.57
"Westminster",2004,7184209,0,556104,631040,792510,9163863,9322357,0,721610,818849,1028375,11891192,78.4,0,6.07,6.89,8.65
"Westminster",2005,8431035,0,619233,692975,629900,10373143,10581748,0,777196,869749,790584,13019277,81.28,0,5.97,6.68,6.07
"Westminster",2006,9230960,0,634829,706001,418894,10990684,11223675,0,771871,858408,509322,13363276,83.99,0,5.78,6.42,3.81
"Westminster",2007,9978353,0,754499,740652,334260,11807764,11796423,0,891970,875600,395163,13959155,84.51,0,6.39,6.27,2.83
"Westminster",2008,10336301,0,683043,495046,380614,11895004,11767760,0,777637,563604,433325,13542326,86.9,0,5.74,4.16,3.2
"Westminster",2009,11323081,0,814108,569479,626127,13332795,12937226,0,930162,650660,715384,15233432,84.93,0,6.11,4.27,4.7
"Westminster",2010,10912760,0,876316,920835,622714,13332625,12267196,0,985080,1035124,700002,14987403,81.85,0,6.57,6.91,4.67
"Westminster",2011,11092251,0,899413,955856,792683,13740203,12087422,0,980106,1041613,863801,14972942,80.73,0,6.55,6.96,5.77
"Westminster",2012,11665695,0,994678,919780,861944,14442097,12454573,0,1061942,981979,920232,15418725,80.78,0,6.89,6.37,5.97
"Westminster",2013,12330882,0,1028839,960028,755906,15075655,12974694,0,1082556,1010152,795373,15862775,81.79,0,6.82,6.37,5.01
"Westminster",2014,12752890,0,1059589,963637,799165,15575281,13204533,0,1097114,997764,827467,16126879,81.88,0,6.8,6.19,5.13
"Westminster",2015,12856365,0,1060617,956696,913562,15787240,13295891,0,1096877,989403,944794,16326965,81.44,0,6.72,6.06,5.79
"Westminster",2016,13127040,0,1093493,965632,1051814,16237979,15321870,0,1276324,1127085,1227676,18952956,80.84,0,6.73,5.95,6.48
"Westminster",2017,13679111,0,1081441,800938,1050403,16611893,13679111,0,1081441,800938,1050403,16611893,82.35,0,6.51,4.82,6.32
"Weston",2003,38310575,0,967560,72591,222658,39573384,51036349,0,1288958,96704,296619,52718630,96.81,0,2.44,0.18,0.56
"Weston",2004,40133706,0,1165792,70921,250917,41621336,52078211,0,1512752,92028,325594,54008586,96.43,0,2.8,0.17,0.6
"Weston",2005,42257742,0,1181504,70470,248676,43758392,53037469,0,1482899,88447,312112,54920927,96.57,0,2.7,0.16,0.57
"Weston",2006,46688765,0,1276358,74131,273369,48312623,56767610,0,1551889,90134,332382,58742015,96.64,0,2.64,0.15,0.57
"Weston",2007,49740886,0,1340931,76517,283999,51442333,58803744,0,1585250,90459,335744,60815197,96.69,0,2.61,0.15,0.55
"Weston",2008,52495470,0,1524856,89978,330249,54440553,59765491,0,1736031,102439,375985,61979946,96.43,0,2.8,0.17,0.61
"Weston",2009,54969338,0,1558252,93612,377132,56998334,62805409,0,1780386,106957,430893,65123646,96.44,0,2.73,0.16,0.66
"Weston",2010,55898554,0,1696375,94291,386109,58075329,62836398,0,1906920,105994,434031,65283343,96.25,0,2.92,0.16,0.66
"Weston",2011,57166165,0,2210435,103418,440549,59920567,62294979,0,2408750,112696,480074,65296500,95.4,0,3.69,0.17,0.74
"Weston",2012,60203256,0,2457523,113008,482468,63256255,64274424,0,2623710,120650,515094,67533878,95.17,0,3.89,0.18,0.76
"Weston",2013,61269127,0,2494575,115714,543919,64423335,64468071,0,2624820,121756,572318,67786964,95.1,0,3.87,0.18,0.84
"Weston",2014,64700881,0,2557148,118794,613194,67990017,66992261,0,2647709,123001,634910,70397882,95.16,0,3.76,0.17,0.9
"Weston",2015,65732816,0,2495063,113094,580026,68920999,67980051,0,2580363,116960,599856,71277230,95.37,0,3.62,0.16,0.84
"Weston",2016,68148672,0,2412025,111989,602984,71275670,79543075,0,2815314,130713,703802,83192904,95.61,0,3.38,0.16,0.85
"Weston",2017,70362716,0,2459756,114199,731912,73668583,70362716,0,2459756,114199,731912,73668583,95.51,0,3.34,0.16,0.99
"Westport",2003,13180582,0,1093029,47344,218874,14539829,17558827,0,1456105,63070,291578,19369581,90.65,0,7.52,0.33,1.51
"Westport",2004,13776200,0,1110896,51072,233792,15171960,17876242,0,1441518,66272,303373,19687405,90.8,0,7.32,0.34,1.54
"Westport",2005,14490303,0,1145170,41910,193253,15870636,18186703,0,1437297,52601,242551,19919152,91.3,0,7.22,0.26,1.22
"Westport",2006,15128153,0,1249598,44860,176680,16599291,18393913,0,1519352,54544,214820,20182630,91.14,0,7.53,0.27,1.06
"Westport",2007,15833434,0,1271036,44733,177695,17326898,18718308,0,1502621,52883,210071,20483883,91.38,0,7.34,0.26,1.03
"Westport",2008,16641644,0,1363248,46864,211269,18263025,18946321,0,1552042,53354,240527,20792245,91.12,0,7.46,0.26,1.16
"Westport",2009,16995707,0,1378139,47845,274536,18696227,19418504,0,1574598,54665,313672,21361440,90.9,0,7.37,0.26,1.47
"Westport",2010,17701300,0,1458960,54044,320899,19535203,19898295,0,1640039,60752,360727,21959813,90.61,0,7.47,0.28,1.64
"Westport",2011,18178805,0,1572155,57462,348601,20157023,19809765,0,1713205,62617,379877,21965464,90.19,0,7.8,0.29,1.73
"Westport",2012,19509771,0,1142817,59635,348028,21060251,20829094,0,1220099,63668,371563,22484423,92.64,0,5.43,0.28,1.65
"Westport",2013,20125436,0,1216476,60181,360492,21762585,21176212,0,1279990,63323,379314,22898839,92.48,0,5.59,0.28,1.66
"Westport",2014,20865570,0,1254875,62610,373652,22556707,21604524,0,1299316,64827,386885,23355552,92.5,0,5.56,0.28,1.66
"Westport",2015,21583608,0,1297937,63773,382155,23327473,22321496,0,1342310,65953,395220,24124979,92.52,0,5.56,0.27,1.64
"Westport",2016,22523311,0,1319523,68691,420715,24332240,26289190,0,1540146,80176,491058,28400571,92.57,0,5.42,0.28,1.73
"Westport",2017,23377335,0,1348427,69245,439248,25234255,23377335,0,1348427,69245,439248,25234255,92.64,0,5.34,0.27,1.74
"Westwood",2003,28300946,0,4515918,3884654,587111,37288629,37701782,0,6015988,5175035,782134,49674939,75.9,0,12.11,10.42,1.57
"Westwood",2004,32210219,0,5161207,4439673,1301284,43112383,41796553,0,6697274,5760999,1688569,55943395,74.71,0,11.97,10.3,3.02
"Westwood",2005,33242873,0,5398750,3676183,774541,43092347,41722955,0,6775943,4613958,972122,54084977,77.14,0,12.53,8.53,1.8
"Westwood",2006,32513554,0,5097518,3631785,954163,42197020,39532353,0,6197935,4415789,1160141,51306218,77.05,0,12.08,8.61,2.26
"Westwood",2007,33772830,0,5384499,3780735,1029383,43967447,39926286,0,6365562,4469590,1216938,51978377,76.81,0,12.25,8.6,2.34
"Westwood",2008,37283573,0,5911978,4198510,1125876,48519937,42446921,0,6730719,4779956,1281797,55239393,76.84,0,12.18,8.65,2.32
"Westwood",2009,38405199,0,7247510,3657622,1062758,50373089,43879994,0,8280668,4179029,1214258,57553949,76.24,0,14.39,7.26,2.11
