"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Levy_Pct_Change","Total_Levy_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Sunderland",2013,4079995,0,326202,73891,154701,4634789,4293017,0,343233,77749,162778,4876778,88.03,0,7.04,1.59,3.34,18.7,4.88,4.29,0,0.34,0.08,0.16
"Sunderland",2014,4214461,0,330521,73635,161396,4780013,4363716,0,342226,76243,167112,4949297,88.17,0,6.91,1.54,3.38,20.5,4.95,4.36,0,0.34,0.08,0.17
"Sunderland",2015,4327152,0,334035,75374,101298,4837859,4475086,0,345455,77951,104761,5003253,89.44,0,6.9,1.56,2.09,21.8,5,4.48,0,0.35,0.08,0.1
"Sunderland",2016,4451269,0,341686,77223,104185,4974363,5195518,0,398816,90135,121605,5806072,89.48,0,6.87,1.55,2.09,41.3,5.81,5.2,0,0.4,0.09,0.12
"Sunderland",2017,4450084,0,347787,77366,103793,4979030,4450084,0,347787,77366,103793,4979030,89.38,0,6.99,1.55,2.08,21.2,4.98,4.45,0,0.35,0.08,0.1
"Sutton",2003,8978686,0,437683,239852,234909,9891130,11961171,0,583070,319525,312940,13176705,90.78,0,4.43,2.42,2.37,0,13.18,11.96,0,0.58,0.32,0.31
"Sutton",2004,9642203,0,446445,270180,274305,10633133,12511894,0,579315,350590,355943,13797743,90.68,0,4.2,2.54,2.58,4.7,13.8,12.51,0,0.58,0.35,0.36
"Sutton",2005,10243096,0,408584,230493,230911,11113084,12856056,0,512812,289291,289815,13947973,92.17,0,3.68,2.07,2.08,5.9,13.95,12.86,0,0.51,0.29,0.29
"Sutton",2006,11526913,0,502500,293886,278940,12602239,14015262,0,610976,357328,339156,15322722,91.47,0,3.99,2.33,2.21,16.3,15.32,14.02,0,0.61,0.36,0.34
"Sutton",2007,11687360,0,509463,310277,269299,12776399,13816813,0,602288,366810,318366,15104277,91.48,0,3.99,2.43,2.11,14.6,15.1,13.82,0,0.6,0.37,0.32
"Sutton",2008,12947812,0,592937,397634,346997,14285380,14740936,0,675052,452702,395052,16263742,90.64,0,4.15,2.78,2.43,23.4,16.26,14.74,0,0.68,0.45,0.4
"Sutton",2009,13491272,0,649267,411434,386852,14938825,15414500,0,741822,470085,441999,17068407,90.31,0,4.35,2.75,2.59,29.5,17.07,15.41,0,0.74,0.47,0.44
"Sutton",2010,14024682,0,742517,445531,418120,15630850,15765354,0,834674,500828,470015,17570871,89.72,0,4.75,2.85,2.67,33.3,17.57,15.77,0,0.83,0.5,0.47
"Sutton",2011,14388635,0,763369,541712,470155,16163871,15679550,0,831857,590313,512336,17614056,89.02,0,4.72,3.35,2.91,33.7,17.61,15.68,0,0.83,0.59,0.51
"Sutton",2012,15324858,0,805396,581509,547810,17259573,16361182,0,859860,620833,584855,18426730,88.79,0,4.67,3.37,3.17,39.8,18.43,16.36,0,0.86,0.62,0.58
"Sutton",2013,16241735,0,866515,635574,645014,18388838,17089738,0,911757,668758,678691,19348944,88.32,0,4.71,3.46,3.51,46.8,19.35,17.09,0,0.91,0.67,0.68
"Sutton",2014,17237316,0,945892,694018,710640,19587866,17847775,0,979391,718597,735807,20281570,88,0,4.83,3.54,3.63,53.9,20.28,17.85,0,0.98,0.72,0.74
"Sutton",2015,17729410,0,962111,702498,738044,20132063,18335533,0,995003,726515,763276,20820326,88.07,0,4.78,3.49,3.67,58,20.82,18.34,0,1,0.73,0.76
"Sutton",2016,18465616,0,964817,715664,726087,20872184,21553052,0,1126134,835322,847488,24361996,88.47,0,4.62,3.43,3.48,84.9,24.36,21.55,0,1.13,0.84,0.85
"Sutton",2017,18892419,0,1078798,833384,1230580,22035181,18892419,0,1078798,833384,1230580,22035181,85.74,0,4.9,3.78,5.58,67.2,22.04,18.89,0,1.08,0.83,1.23
"Swampscott",2003,23798403,0,2633566,243750,339721,27015440,31703612,0,3508368,324717,452567,35989264,88.09,0,9.75,0.9,1.26,0,35.99,31.7,0,3.51,0.32,0.45
"Swampscott",2004,24798332,0,2590455,263675,320416,27972878,32178757,0,3361420,342149,415778,36298104,88.65,0,9.26,0.94,1.15,0.9,36.3,32.18,0,3.36,0.34,0.42
"Swampscott",2005,25624800,0,2643374,288968,440063,28997205,32161551,0,3317685,362682,552321,36394239,88.37,0,9.12,1,1.52,1.1,36.39,32.16,0,3.32,0.36,0.55
"Swampscott",2006,28950788,0,2894106,313880,484230,32643004,35200482,0,3518865,381638,588762,39689748,88.69,0,8.87,0.96,1.48,10.3,39.69,35.2,0,3.52,0.38,0.59
"Swampscott",2007,31385981,0,3120052,327090,561819,35394942,37104550,0,3688530,386686,664183,41843950,88.67,0,8.81,0.92,1.59,16.3,41.84,37.1,0,3.69,0.39,0.66
"Swampscott",2008,32804588,0,3418025,360079,592730,37175422,37347648,0,3891382,409946,674816,42323792,88.24,0,9.19,0.97,1.59,17.6,42.32,37.35,0,3.89,0.41,0.67
"Swampscott",2009,33874527,0,3681593,377688,790670,38724478,38703459,0,4206417,431529,903383,44244788,87.48,0,9.51,0.98,2.04,22.9,44.24,38.7,0,4.21,0.43,0.9
"Swampscott",2010,35219129,0,3595121,397549,951998,40163797,39590348,0,4041329,446891,1070155,45148723,87.69,0,8.95,0.99,2.37,25.5,45.15,39.59,0,4.04,0.45,1.07
"Swampscott",2011,35149326,0,3562092,344781,1031909,40088108,38302841,0,3881675,375714,1124489,43684719,87.68,0,8.89,0.86,2.57,21.4,43.68,38.3,0,3.88,0.38,1.12
"Swampscott",2012,36951660,0,3795674,370918,1122282,42240534,39450469,0,4052352,396001,1198175,45096996,87.48,0,8.99,0.88,2.66,25.3,45.1,39.45,0,4.05,0.4,1.2
"Swampscott",2013,37882266,0,3959523,375225,1175160,43392174,39860150,0,4166255,394816,1236517,45657738,87.3,0,9.12,0.86,2.71,26.9,45.66,39.86,0,4.17,0.39,1.24
"Swampscott",2014,38479939,0,4183725,380321,1177625,44221610,39842705,0,4331892,393790,1219331,45787717,87.02,0,9.46,0.86,2.66,27.2,45.79,39.84,0,4.33,0.39,1.22
"Swampscott",2015,40251384,0,3944871,359542,1076107,45631904,41627475,0,4079736,371834,1112896,47191941,88.21,0,8.64,0.79,2.36,31.1,47.19,41.63,0,4.08,0.37,1.11
"Swampscott",2016,41386871,0,4009644,363568,1159080,46919163,48306722,0,4680053,424356,1352877,54764009,88.21,0,8.55,0.77,2.47,52.2,54.76,48.31,0,4.68,0.42,1.35
"Swampscott",2017,42707928,0,3992165,368033,1071972,48140098,42707928,0,3992165,368033,1071972,48140098,88.72,0,8.29,0.76,2.23,33.8,48.14,42.71,0,3.99,0.37,1.07
"Swansea",2003,11309071,1141,4232957,307644,605788,16456601,15065649,1520,5639035,409835,807015,21923055,68.72,0.01,25.72,1.87,3.68,0,21.92,15.07,0,5.64,0.41,0.81
"Swansea",2004,11942531,1174,4328346,315491,781082,17368624,15496841,1523,5616539,409387,1013546,22537835,68.76,0.01,24.92,1.82,4.5,2.8,22.54,15.5,0,5.62,0.41,1.01
"Swansea",2005,13324947,0,3807364,261881,757732,18151924,16724071,0,4778602,328685,951025,22782384,73.41,0,20.97,1.44,4.17,3.9,22.78,16.72,0,4.78,0.33,0.95
"Swansea",2006,14471737,0,3849262,266163,737592,19324754,17595795,0,4680214,323620,896818,23496447,74.89,0,19.92,1.38,3.82,7.2,23.5,17.6,0,4.68,0.32,0.9
"Swansea",2007,15206647,0,4061135,258168,768114,20294064,17977319,0,4801079,305207,908065,23991671,74.93,0,20.01,1.27,3.78,9.4,23.99,17.98,0,4.8,0.31,0.91
"Swansea",2008,16157835,0,4070174,246763,749843,21224615,18395510,0,4633846,280937,853688,24163981,76.13,0,19.18,1.16,3.53,10.2,24.16,18.4,0,4.63,0.28,0.85
"Swansea",2009,16449410,0,4443055,258715,927568,22078748,18794331,0,5076428,295596,1059796,25226151,74.5,0,20.12,1.17,4.2,15.1,25.23,18.79,0,5.08,0.3,1.06
"Swansea",2010,16655605,0,4827350,264614,1055661,22803230,18722814,0,5426496,297457,1186684,25633451,73.04,0,21.17,1.16,4.63,16.9,25.63,18.72,0,5.43,0.3,1.19
"Swansea",2011,17965342,0,4402295,190206,1188518,23746361,19577150,0,4797259,207271,1295149,25876829,75.66,0,18.54,0.8,5.01,18,25.88,19.58,0,4.8,0.21,1.3
"Swansea",2012,18558838,0,5277743,212883,1178101,25227565,19813856,0,5634644,227279,1257769,26933547,73.57,0,20.92,0.84,4.67,22.9,26.93,19.81,0,5.63,0.23,1.26
"Swansea",2013,19245723,0,5271499,210765,1435258,26163245,20250568,0,5546731,221769,1510195,27529263,73.56,0,20.15,0.81,5.49,25.6,27.53,20.25,0,5.55,0.22,1.51
"Swansea",2014,20066261,0,5813110,371763,1373822,27624956,20776907,0,6018981,384929,1422476,28603293,72.64,0,21.04,1.35,4.97,30.5,28.6,20.78,0,6.02,0.38,1.42
"Swansea",2015,20958863,0,5693735,354832,1429039,28436469,21675392,0,5888389,366963,1477894,29408639,73.7,0,20.02,1.25,5.03,34.1,29.41,21.68,0,5.89,0.37,1.48
"Swansea",2016,22459197,0,5667194,349023,1453424,29928838,26214357,0,6614744,407379,1696435,34932915,75.04,0,18.94,1.17,4.86,59.3,34.93,26.21,0,6.61,0.41,1.7
"Swansea",2017,23838148,0,5612620,341477,1425639,31217884,23838148,0,5612620,341477,1425639,31217884,76.36,0,17.98,1.09,4.57,42.4,31.22,23.84,0,5.61,0.34,1.43
"Taunton",2003,27314487,0,11197008,4318732,1193848,44024075,36387647,0,14916362,5753302,1590413,58647724,62.04,0,25.43,9.81,2.71,0,58.65,36.39,0,14.92,5.75,1.59
"Taunton",2004,31567364,0,10405280,3901547,2149923,48024114,40962373,0,13502076,5062717,2789778,62316945,65.73,0,21.67,8.12,4.48,6.3,62.32,40.96,0,13.5,5.06,2.79
"Taunton",2005,34868895,0,11140080,3814410,1086816,50910201,43763766,0,13981856,4787446,1364057,63897125,68.49,0,21.88,7.49,2.13,9,63.9,43.76,0,13.98,4.79,1.36
"Taunton",2006,36561541,0,11676686,4190843,1029363,53458433,44454191,0,14197367,5095533,1251575,64998666,68.39,0,21.84,7.84,1.93,10.8,65,44.45,0,14.2,5.1,1.25
"Taunton",2007,38839939,0,11957103,4211429,1292041,56300512,45916630,0,14135704,4978757,1527453,66558543,68.99,0,21.24,7.48,2.29,13.5,66.56,45.92,0,14.14,4.98,1.53
"Taunton",2008,38993885,0,13347397,4549233,2407659,59298174,44394092,0,15195859,5179250,2741092,67510292,65.76,0,22.51,7.67,4.06,15.1,67.51,44.39,0,15.2,5.18,2.74
"Taunton",2009,40648411,0,15275374,5065182,2767096,63756063,46442984,0,17452932,5787241,3161555,72844713,63.76,0,23.96,7.94,4.34,24.2,72.84,46.44,0,17.45,5.79,3.16
"Taunton",2010,41835715,0,16175500,5452411,3096297,66559923,47028151,0,18183121,6129136,3480594,74821002,62.85,0,24.3,8.19,4.65,27.6,74.82,47.03,0,18.18,6.13,3.48
"Taunton",2011,42746381,0,17040763,5796052,4003191,69586387,46581486,0,18569620,6316060,4362348,75829515,61.43,0,24.49,8.33,5.75,29.3,75.83,46.58,0,18.57,6.32,4.36
"Taunton",2012,44899826,0,17601012,5985400,4297407,72783645,47936119,0,18791258,6390155,4588014,77705546,61.69,0,24.18,8.22,5.9,32.5,77.71,47.94,0,18.79,6.39,4.59
"Taunton",2013,47568210,0,19070652,5973543,4809820,77422225,50051811,0,20066357,6285430,5060947,81464544,61.44,0,24.63,7.72,6.21,38.9,81.46,50.05,0,20.07,6.29,5.06
"Taunton",2014,50434650,0,19245612,6028927,5008436,80717625,52220792,0,19927195,6242441,5185810,83576238,62.48,0,23.84,7.47,6.2,42.5,83.58,52.22,0,19.93,6.24,5.19
"Taunton",2015,52216949,0,20846689,6350444,5184334,84598416,54002112,0,21559384,6567549,5361573,87490618,61.72,0,24.64,7.51,6.13,49.2,87.49,54,0,21.56,6.57,5.36
"Taunton",2016,54944009,0,22463460,6535458,5289472,89232399,64130603,0,26219332,7628181,6173867,104151984,61.57,0,25.17,7.32,5.93,77.6,104.15,64.13,0,26.22,7.63,6.17
"Taunton",2017,57535272,0,22594153,7295776,5833609,93258810,57535272,0,22594153,7295776,5833609,93258810,61.69,0,24.23,7.82,6.26,59,93.26,57.54,0,22.59,7.3,5.83
"Templeton",2003,4099357,0,226994,164796,62833,4553980,5461056,0,302395,219537,83704,6066693,90.02,0,4.98,3.62,1.38,0,6.07,5.46,0,0.3,0.22,0.08
"Templeton",2004,4699369,0,256895,171999,67978,5196241,6097985,0,333352,223189,88209,6742735,90.44,0,4.94,3.31,1.31,11.1,6.74,6.1,0,0.33,0.22,0.09
"Templeton",2005,4695936,0,221736,155519,41729,5114920,5893845,0,278300,195191,52374,6419709,91.81,0,4.34,3.04,0.82,5.8,6.42,5.89,0,0.28,0.2,0.05
"Templeton",2006,5190894,0,257489,152555,40251,5641189,6311468,0,313074,185488,48940,6858969,92.02,0,4.56,2.7,0.71,13.1,6.86,6.31,0,0.31,0.19,0.05
"Templeton",2007,5592702,0,320818,189195,42742,6145457,6611700,0,379271,223667,50530,7265168,91.01,0,5.22,3.08,0.7,19.8,7.27,6.61,0,0.38,0.22,0.05
"Templeton",2008,6256536,0,350879,199106,57822,6864343,7122995,0,399472,226680,65830,7814976,91.15,0,5.11,2.9,0.84,28.8,7.81,7.12,0,0.4,0.23,0.07
"Templeton",2009,6331714,0,431003,230396,102564,7095677,7234322,0,492444,263240,117185,8107191,89.23,0,6.07,3.25,1.45,33.6,8.11,7.23,0,0.49,0.26,0.12
"Templeton",2010,6462752,0,433427,226344,120841,7243364,7264876,0,487222,254437,135839,8142373,89.22,0,5.98,3.12,1.67,34.2,8.14,7.26,0,0.49,0.25,0.14
"Templeton",2011,6708971,0,461205,236187,138268,7544631,7310884,0,502583,257377,150673,8221518,88.92,0,6.11,3.13,1.83,35.5,8.22,7.31,0,0.5,0.26,0.15
"Templeton",2012,7514376,0,532172,271173,170084,8487805,8022526,0,568159,289511,181586,9061782,88.53,0,6.27,3.19,2,49.4,9.06,8.02,0,0.57,0.29,0.18
"Templeton",2013,6772370,0,482338,257190,153012,7664910,7125965,0,507522,270618,161001,8065105,88.36,0,6.29,3.36,2,32.9,8.07,7.13,0,0.51,0.27,0.16
"Templeton",2014,7768715,0,561201,292219,157591,8779726,8043844,0,581076,302568,163172,9090660,88.48,0,6.39,3.33,1.79,49.8,9.09,8.04,0,0.58,0.3,0.16
"Templeton",2015,8152774,0,577142,300653,168633,9199202,8431496,0,596873,310932,174398,9513699,88.62,0,6.27,3.27,1.83,56.8,9.51,8.43,0,0.6,0.31,0.17
"Templeton",2016,8118274,0,583737,304497,161672,9168180,9475643,0,681337,355409,188703,10701092,88.55,0,6.37,3.32,1.76,76.4,10.7,9.48,0,0.68,0.36,0.19
"Templeton",2017,8581878,0,574644,299379,179654,9635555,8581878,0,574644,299379,179654,9635555,89.06,0,5.96,3.11,1.86,58.8,9.64,8.58,0,0.57,0.3,0.18
"Tewksbury",2003,26828927,62129,5918090,5628978,2181797,40619921,35740797,82767,7883925,7498778,2906533,54112799,66.05,0.15,14.57,13.86,5.37,0,54.11,35.74,0.08,7.88,7.5,2.91
"Tewksbury",2004,28968692,51506,5812802,5432675,2008584,42274259,37590290,66835,7542795,7049536,2606374,54855830,68.53,0.12,13.75,12.85,4.75,1.4,54.86,37.59,0.07,7.54,7.05,2.61
"Tewksbury",2005,31068283,44596,6220201,4730487,1890001,43953568,38993638,55972,7806941,5937209,2372130,55165891,70.68,0.1,14.15,10.76,4.3,1.9,55.17,38.99,0.06,7.81,5.94,2.37
"Tewksbury",2006,33485133,46908,5837752,4378115,1864534,45612442,40713670,57034,7097965,5323232,2267037,55458937,73.41,0.1,12.8,9.6,4.09,2.5,55.46,40.71,0.06,7.1,5.32,2.27
"Tewksbury",2007,35082931,47947,6051860,4293113,2059125,47534976,41475090,56683,7154517,5075324,2434300,56195915,73.8,0.1,12.73,9.03,4.33,3.8,56.2,41.48,0.06,7.15,5.08,2.43
"Tewksbury",2008,36461825,50711,6231762,4479778,2429641,49653717,41511370,57734,7094790,5100176,2766118,56530188,73.43,0.1,12.55,9.02,4.89,4.5,56.53,41.51,0.06,7.09,5.1,2.77
"Tewksbury",2009,37701187,8083,6468885,4542114,3055557,51775826,43075623,9235,7391047,5189608,3491137,59156651,72.82,0.02,12.49,8.77,5.9,9.3,59.16,43.08,0.01,7.39,5.19,3.49
"Tewksbury",2010,38863808,0,6697727,4913798,3314475,53789808,43687386,0,7529015,5523674,3725851,60465925,72.25,0,12.45,9.14,6.16,11.7,60.47,43.69,0,7.53,5.52,3.73
"Tewksbury",2011,40514786,0,7023315,4962612,3609565,56110278,44149678,0,7653430,5407846,3933407,61144361,72.21,0,12.52,8.84,6.43,13,61.14,44.15,0,7.65,5.41,3.93
"Tewksbury",2012,46061748,0,8004527,5540221,4099140,63705636,49176615,0,8545823,5914871,4376339,68013648,72.3,0,12.56,8.7,6.43,25.7,68.01,49.18,0,8.55,5.91,4.38
"Tewksbury",2013,47306664,0,9605251,5298203,4024278,66234396,49776609,0,10106754,5574829,4234391,69692583,71.42,0,14.5,8,6.08,28.8,69.69,49.78,0,10.11,5.57,4.23
"Tewksbury",2014,49279314,0,9513082,5503166,4235085,68530647,51024540,0,9849988,5698060,4385070,70957658,71.91,0,13.88,8.03,6.18,31.1,70.96,51.02,0,9.85,5.7,4.39
"Tewksbury",2015,51963511,0,9581640,5388608,4510493,71444252,53740009,0,9909212,5572831,4664695,73886747,72.73,0,13.41,7.54,6.31,36.5,73.89,53.74,0,9.91,5.57,4.66
"Tewksbury",2016,55190753,0,9621539,5356545,4848999,75017836,64418602,0,11230253,6252155,5659748,87560757,73.57,0,12.83,7.14,6.46,61.8,87.56,64.42,0,11.23,6.25,5.66
"Tewksbury",2017,57879867,0,9820264,5422160,5428225,78550516,57879867,0,9820264,5422160,5428225,78550516,73.68,0,12.5,6.9,6.91,45.2,78.55,57.88,0,9.82,5.42,5.43
"Tisbury",2003,10124730,0,1818763,43165,503850,12490508,13487901,0,2422909,57503,671216,16639529,81.06,0,14.56,0.35,4.03,0,16.64,13.49,0,2.42,0.06,0.67
"Tisbury",2004,10725342,0,1913360,46109,561797,13246608,13917395,0,2482810,59832,728998,17189034,80.97,0,14.44,0.35,4.24,3.3,17.19,13.92,0,2.48,0.06,0.73
"Tisbury",2005,10852680,0,1835464,37375,399327,13124846,13621141,0,2303681,46909,501193,16472925,82.69,0,13.98,0.28,3.04,-1,16.47,13.62,0,2.3,0.05,0.5
"Tisbury",2006,11140288,0,2208433,40395,382282,13771398,13545176,0,2685174,49115,464806,16744271,80.89,0,16.04,0.29,2.78,0.6,16.74,13.55,0,2.69,0.05,0.46
"Tisbury",2007,12499239,0,2117871,41393,404783,15063286,14776618,0,2503750,48935,478535,17807838,82.98,0,14.06,0.27,2.69,7,17.81,14.78,0,2.5,0.05,0.48
"Tisbury",2008,13254169,0,2326172,43505,434448,16058294,15089720,0,2648320,49530,494614,18282184,82.54,0,14.49,0.27,2.71,9.9,18.28,15.09,0,2.65,0.05,0.49
"Tisbury",2009,14002314,0,2139397,38646,419459,16599816,15998393,0,2444376,44155,479254,18966178,84.35,0,12.89,0.23,2.53,14,18.97,16,0,2.44,0.04,0.48
"Tisbury",2010,14689018,0,2166629,38833,395615,17290095,16512144,0,2435540,43653,444717,19436054,84.96,0,12.53,0.22,2.29,16.8,19.44,16.51,0,2.44,0.04,0.44
"Tisbury",2011,15753694,0,2456369,38341,429052,18677456,17167079,0,2676749,41781,467546,20353154,84.35,0,13.15,0.21,2.3,22.3,20.35,17.17,0,2.68,0.04,0.47
"Tisbury",2012,16967733,0,1743347,29797,293197,19034074,18115154,0,1861239,31812,313024,20321229,89.14,0,9.16,0.16,1.54,22.1,20.32,18.12,0,1.86,0.03,0.31
"Tisbury",2013,17295618,0,1833949,31537,301783,19462887,18198646,0,1929702,33184,317539,20479071,88.86,0,9.42,0.16,1.55,23.1,20.48,18.2,0,1.93,0.03,0.32
"Tisbury",2014,17467228,0,1879508,31469,298969,19677174,18085829,0,1946071,32583,309557,20374041,88.77,0,9.55,0.16,1.52,22.4,20.37,18.09,0,1.95,0.03,0.31
"Tisbury",2015,19187237,0,2018929,33805,358484,21598455,19843199,0,2087951,34961,370740,22336850,88.84,0,9.35,0.16,1.66,34.2,22.34,19.84,0,2.09,0.03,0.37
"Tisbury",2016,19639618,0,2075547,49974,389720,22154859,22923346,0,2422577,58330,454881,25859133,88.65,0,9.37,0.23,1.76,55.4,25.86,22.92,0,2.42,0.06,0.45
"Tisbury",2017,20668673,0,2099280,50602,404989,23223544,20668673,0,2099280,50602,404989,23223544,89,0,9.04,0.22,1.74,39.6,23.22,20.67,0,2.1,0.05,0.4
"Tolland",2003,540444,0,11424,1300,31435,584603,719965,0,15219,1732,41877,778793,92.45,0,1.95,0.22,5.38,0,0.78,0.72,0,0.02,0,0.04
"Tolland",2004,567407,0,12200,1708,33911,615226,736277,0,15831,2216,44004,798328,92.23,0,1.98,0.28,5.51,2.5,0.8,0.74,0,0.02,0,0.04
"Tolland",2005,593906,0,12684,1759,32519,640868,745408,0,15920,2208,40814,804350,92.67,0,1.98,0.27,5.07,3.3,0.8,0.75,0,0.02,0,0.04
"Tolland",2006,749096,0,18440,1731,31868,801135,910806,0,22421,2105,38747,974078,93.5,0,2.3,0.22,3.98,25.1,0.97,0.91,0,0.02,0,0.04
"Tolland",2007,778099,0,19482,1616,30736,829933,919870,0,23032,1910,36336,981148,93.75,0,2.35,0.19,3.7,26,0.98,0.92,0,0.02,0,0.04
"Tolland",2008,816114,0,18376,1669,33714,869873,929136,0,20921,1900,38383,990340,93.82,0,2.11,0.19,3.88,27.2,0.99,0.93,0,0.02,0,0.04
"Tolland",2009,842847,0,19650,1619,34560,898676,962998,0,22451,1850,39487,1026785,93.79,0,2.19,0.18,3.85,31.8,1.03,0.96,0,0.02,0,0.04
"Tolland",2010,871941,0,20064,1774,33686,927465,980162,0,22554,1994,37867,1042577,94.01,0,2.16,0.19,3.63,33.9,1.04,0.98,0,0.02,0,0.04
"Tolland",2011,986623,0,22578,1818,40563,1051582,1075141,0,24604,1981,44202,1145927,93.82,0,2.15,0.17,3.86,47.1,1.15,1.08,0,0.02,0,0.04
"Tolland",2012,1016680,0,24304,3894,49456,1094334,1085432,0,25948,4157,52800,1168337,92.9,0,2.22,0.36,4.52,50,1.17,1.09,0,0.03,0,0.05
"Tolland",2013,1103579,0,29260,6309,64778,1203926,1161198,0,30788,6638,68160,1266785,91.67,0,2.43,0.52,5.38,62.7,1.27,1.16,0,0.03,0.01,0.07
"Tolland",2014,1177938,0,27002,6777,71951,1283668,1219655,0,27958,7017,74499,1329129,91.76,0,2.1,0.53,5.61,70.7,1.33,1.22,0,0.03,0.01,0.07
"Tolland",2015,1173168,0,27642,9815,72975,1283600,1213276,0,28587,10151,75470,1327483,91.4,0,2.15,0.76,5.69,70.5,1.33,1.21,0,0.03,0.01,0.08
"Tolland",2016,1200153,0,29633,15018,89218,1334022,1400818,0,34588,17529,104135,1557069,89.97,0,2.22,1.13,6.69,99.9,1.56,1.4,0,0.03,0.02,0.1
"Tolland",2017,1351014,0,34395,15869,103865,1505143,1351014,0,34395,15869,103865,1505143,89.76,0,2.29,1.05,6.9,93.3,1.51,1.35,0,0.03,0.02,0.1
"Topsfield",2003,11309529,0,601602,146313,137181,12194625,15066260,0,801438,194914,182749,16245361,92.74,0,4.93,1.2,1.12,0,16.25,15.07,0,0.8,0.19,0.18
"Topsfield",2004,12047579,0,622464,165493,139317,12974853,15633153,0,807720,214747,180780,16836400,92.85,0,4.8,1.28,1.07,3.6,16.84,15.63,0,0.81,0.21,0.18
"Topsfield",2005,12925064,0,645648,169081,127728,13867521,16222180,0,810349,212213,160311,17405052,93.2,0,4.66,1.22,0.92,7.1,17.41,16.22,0,0.81,0.21,0.16
"Topsfield",2006,13028332,0,646339,165244,123164,13963079,15840797,0,785866,200916,149752,16977331,93.31,0,4.63,1.18,0.88,4.5,16.98,15.84,0,0.79,0.2,0.15
"Topsfield",2007,13771685,0,695165,193934,130249,14791033,16280905,0,821825,229269,153981,17485980,93.11,0,4.7,1.31,0.88,7.6,17.49,16.28,0,0.82,0.23,0.15
"Topsfield",2008,14384345,0,731709,223097,157028,15496179,16376412,0,833042,253993,178775,17642222,92.83,0,4.72,1.44,1.01,8.6,17.64,16.38,0,0.83,0.25,0.18
"Topsfield",2009,14827465,0,793642,240249,260107,16121463,16941172,0,906778,274497,297186,18419634,91.97,0,4.92,1.49,1.61,13.4,18.42,16.94,0,0.91,0.27,0.3
"Topsfield",2010,15244653,0,855611,261983,273637,16635884,17136742,0,961805,294499,307599,18700645,91.64,0,5.14,1.57,1.64,15.1,18.7,17.14,0,0.96,0.29,0.31
"Topsfield",2011,15756331,0,908212,278693,303496,17246732,17169952,0,989695,303697,330725,18794068,91.36,0,5.27,1.62,1.76,15.7,18.79,17.17,0,0.99,0.3,0.33
"Topsfield",2012,16256985,0,933887,285774,325794,17802440,17356343,0,997040,305099,347825,19006307,91.32,0,5.25,1.61,1.83,17,19.01,17.36,0,1,0.31,0.35
"Topsfield",2013,16811521,0,896564,284550,337581,18330216,17689273,0,943375,299407,355207,19287261,91.71,0,4.89,1.55,1.84,18.7,19.29,17.69,0,0.94,0.3,0.36
"Topsfield",2014,17257274,0,897505,283685,359408,18797872,17868440,0,929290,293732,372136,19463598,91.8,0,4.77,1.51,1.91,19.8,19.46,17.87,0,0.93,0.29,0.37
"Topsfield",2015,18465133,0,910581,286838,327711,19990263,19096408,0,941711,296644,338915,20673679,92.37,0,4.56,1.43,1.64,27.3,20.67,19.1,0,0.94,0.3,0.34
"Topsfield",2016,19223455,0,975571,290910,433391,20923327,22437601,0,1138686,339550,505854,24421690,91.88,0,4.66,1.39,2.07,50.3,24.42,22.44,0,1.14,0.34,0.51
"Topsfield",2017,20332665,0,984659,298213,373591,21989128,20332665,0,984659,298213,373591,21989128,92.47,0,4.48,1.36,1.7,35.4,21.99,20.33,0,0.98,0.3,0.37
"Townsend",2003,8628066,0,437544,262140,143969,9471719,11494084,0,582885,349216,191792,12617977,91.09,0,4.62,2.77,1.52,0,12.62,11.49,0,0.58,0.35,0.19
"Townsend",2004,9042733,0,438378,267608,161883,9910602,11734011,0,568847,347253,210062,12860173,91.24,0,4.42,2.7,1.63,1.9,12.86,11.73,0,0.57,0.35,0.21
"Townsend",2005,9840451,0,456479,262833,154954,10714717,12350698,0,572924,329880,194482,13447985,91.84,0,4.26,2.45,1.45,6.6,13.45,12.35,0,0.57,0.33,0.19
"Townsend",2006,10045077,0,482000,277174,192288,10996539,12213538,0,586051,337008,233798,13370395,91.35,0,4.38,2.52,1.75,6,13.37,12.21,0,0.59,0.34,0.23
"Townsend",2007,10416501,0,503445,274339,205001,11399286,12314402,0,595173,324324,242352,13476252,91.38,0,4.42,2.41,1.8,6.8,13.48,12.31,0,0.6,0.32,0.24
"Townsend",2008,11387672,0,539705,297007,223290,12447674,12964734,0,614448,338139,254213,14171534,91.48,0,4.34,2.39,1.79,12.3,14.17,12.96,0,0.61,0.34,0.25
"Townsend",2009,11859407,0,543920,276198,258861,12938386,13550007,0,621458,315571,295763,14782798,91.66,0,4.2,2.13,2,17.2,14.78,13.55,0,0.62,0.32,0.3
