"Municipal","F_year","Total.Budget","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Sheffield",2004,6602899.41,4638608,0,455205,104386,131175,5329374,5720467,0,561372,128732,161769,6572340,87.04,0,8.54,1.96,2.46
"Sheffield",2005,6908448.86,5026230,0,505981,137770,145431,5815412,5995368,0,603542,164334,173472,6936718,86.43,0,8.7,2.37,2.5
"Sheffield",2006,7283223.15,5264421,0,509209,134626,119828,6028084,6083253,0,588412,155566,138466,6965696,87.33,0,8.45,2.23,1.99
"Sheffield",2007,7883580.47,5575009,0,528701,158911,138873,6401494,6263745,0,594017,178543,156029,7192334,87.09,0,8.26,2.48,2.17
"Sheffield",2008,7898398.35,5776786,0,517303,165647,160261,6619997,6250460,0,559720,179229,173402,7162811,87.26,0,7.81,2.5,2.42
"Sheffield",2009,9269652.94,6227027,0,540075,181400,216361,7164863,6761675,0,586445,196975,234938,7780033,86.91,0,7.54,2.53,3.02
"Sheffield",2010,8823361.07,6560253,0,622137,183483,221978,7587851,7008552,0,664651,196021,237147,8106372,86.46,0,8.2,2.42,2.93
"Sheffield",2011,9032017.82,6698151,0,625018,194191,225775,7743135,6936908,0,647297,201113,233823,8019141,86.5,0,8.07,2.51,2.92
"Sheffield",2012,9282680.16,6909340,0,654664,203510,233994,8001508,7010545,0,664253,206491,237421,8118711,86.35,0,8.18,2.54,2.92
"Sheffield",2013,9696623.2,6955706,0,674917,207021,349654,8187298,6955706,0,674917,207021,349654,8187298,84.96,0,8.24,2.53,4.27
"Shelburne",2003,3057358.73,1398680,0,236886,73029,103211,1811806,1770828,0,299914,92460,130672,2293874,77.2,0,13.07,4.03,5.7
"Shelburne",2004,2884693.27,1446440,0,237081,73205,128746,1885472,1783792,0,292375,90279,158773,2325219,76.72,0,12.57,3.88,6.83
"Shelburne",2005,3218188.68,1726539,0,258657,82582,118787,2186565,2059444,0,308530,98505,141691,2608170,78.96,0,11.83,3.78,5.43
"Shelburne",2006,3490793.05,2007645,0,291393,78985,119330,2497353,2319915,0,336716,91270,137891,2885793,80.39,0,11.67,3.16,4.78
"Shelburne",2007,3678305.8,2068089,0,286720,78677,119279,2552765,2323580,0,322141,88397,134015,2868133,81.01,0,11.23,3.08,4.67
"Shelburne",2008,3801334.93,2120247,0,297366,80455,127002,2625070,2294099,0,321749,87052,137416,2840315,80.77,0,11.33,3.06,4.84
"Shelburne",2009,4035635.67,2218915,0,311853,80186,150615,2761569,2409430,0,338628,87071,163547,2998675,80.35,0,11.29,2.9,5.45
"Shelburne",2010,3811666.38,2278852,0,314621,86784,165500,2845757,2434579,0,336121,92714,176810,3040224,80.08,0,11.06,3.05,5.82
"Shelburne",2011,3749299.16,2291069,0,310892,93768,167077,2862806,2372735,0,321974,97110,173032,2964851,80.03,0,10.86,3.28,5.84
"Shelburne",2012,3972955.33,2326333,0,317761,98415,177099,2919608,2360408,0,322415,99857,179693,2962373,79.68,0,10.88,3.37,6.07
"Shelburne",2013,4077497.77,2382176,0,319725,101995,180172,2984068,2382176,0,319725,101995,180172,2984068,79.83,0,10.71,3.42,6.04
"Sherborn",2003,16455464.71,13039115,0,224687,25783,181173,13470758,16508441,0,284470,32643,229378,17054931,96.8,0,1.67,0.19,1.34
"Sherborn",2004,16971231.78,13897192,0,242875,27221,242562,14409850,17138423,0,299521,33570,299135,17770648,96.44,0,1.69,0.19,1.68
"Sherborn",2005,17574505.41,14428645,0,259754,28119,234346,14950864,17210721,0,309839,33541,279532,17833632,96.51,0,1.74,0.19,1.57
"Sherborn",2006,19278981.03,15848139,0,328993,28590,220357,16426079,18313169,0,380165,33037,254631,18981002,96.48,0,2,0.17,1.34
"Sherborn",2007,20880766.48,17209018,0,360784,33310,251479,17854591,19335018,0,405355,37425,282547,20060345,96.38,0,2.02,0.19,1.41
"Sherborn",2008,21542679.19,17721466,0,368005,33494,274633,18397598,19174557,0,398180,36240,297152,19906129,96.32,0,2,0.18,1.49
"Sherborn",2009,22819705.31,18291507,0,398515,38852,381638,19110512,19862003,0,432731,42188,414405,20751327,95.71,0,2.09,0.2,2
"Sherborn",2010,22776157.67,18565242,0,396156,40654,433392,19435444,19833910,0,423228,43432,463008,20763578,95.52,0,2.04,0.21,2.23
"Sherborn",2011,23581370.95,19278051,0,423233,43313,467644,20212241,19965221,0,438319,44857,484313,20932711,95.38,0,2.09,0.21,2.31
"Sherborn",2012,24181856.38,19839224,0,434228,53275,473810,20800537,20129821,0,440588,54055,480750,21105215,95.38,0,2.09,0.26,2.28
"Sherborn",2013,24834089.53,20352505,0,467364,56823,534171,21410863,20352505,0,467364,56823,534171,21410863,95.06,0,2.18,0.27,2.49
"Shirley",2003,14097569.23,4745118,0,182670,225662,228512,5381962,6007655,0,231273,285704,289312,6813944,88.17,0,3.39,4.19,4.25
"Shirley",2004,15110778.72,5101382,0,166911,224697,172654,5665644,6291173,0,205840,277103,212922,6987038,90.04,0,2.95,3.97,3.05
"Shirley",2005,15749509.05,5334468,0,172491,245294,167702,5919955,6363040,0,205750,292591,200038,7061418,90.11,0,2.91,4.14,2.83
"Shirley",2006,16000554.76,5798009,0,184371,287730,165161,6435271,6699835,0,213048,332484,190850,7436217,90.1,0,2.87,4.47,2.57
"Shirley",2007,16586623.19,6070718,0,209185,282452,160213,6722568,6820694,0,235028,317346,180006,7553073,90.3,0,3.11,4.2,2.38
"Shirley",2008,17153854.74,6343902,0,218795,288891,176236,7027824,6864077,0,236735,312579,190687,7604078,90.27,0,3.11,4.11,2.51
"Shirley",2009,17430984.96,6671973,0,246108,323939,210243,7452263,7244824,0,267239,351752,228294,8092109,89.53,0,3.3,4.35,2.82
"Shirley",2010,17026520.21,6899586,0,258674,312961,235070,7706291,7371074,0,276351,334347,251134,8232905,89.53,0,3.36,4.06,3.05
"Shirley",2011,16661233.6,7102828,0,278542,341570,292718,8015658,7356010,0,288471,353745,303152,8301378,88.61,0,3.47,4.26,3.65
"Shirley",2012,13334183.5,7724155,0,296072,370114,288365,8678706,7837295,0,300409,375535,292589,8805828,89,0,3.41,4.26,3.32
"Shirley",2013,13950109.51,7951336,0,300723,386929,289039,8928027,7951336,0,300723,386929,289039,8928027,89.06,0,3.37,4.33,3.24
"Shrewsbury",2003,68973191.81,31669588,23373,3155765,1584456,594120,37027302,40095936,29592,3995421,2006033,752198,46879180,85.53,0.06,8.52,4.28,1.6
"Shrewsbury",2004,77050051.7,34417527,28748,3093957,1624559,384343,39549134,42444700,35453,3815558,2003454,473983,48773148,87.02,0.07,7.82,4.11,0.97
"Shrewsbury",2005,78714491.32,36287392,31000,3116629,1601200,363043,41399264,43284188,36977,3717565,1909937,433044,49381712,87.65,0.07,7.53,3.87,0.88
"Shrewsbury",2006,84716869.76,38039674,24760,3101144,1688763,360174,43214515,43956391,28611,3583498,1951434,416196,49936130,88.03,0.06,7.18,3.91,0.83
"Shrewsbury",2007,89449667.51,39398448,27101,3171601,1687643,359927,44644720,44265726,30449,3563420,1896134,404392,50160122,88.25,0.06,7.1,3.78,0.81
"Shrewsbury",2008,91249858.89,40508943,27512,3324985,1577782,425283,45864505,43830517,29768,3597621,1707154,460155,49625214,88.32,0.06,7.25,3.44,0.93
"Shrewsbury",2009,98682255.72,42274362,27940,3577203,1651273,529977,48060755,45904010,30339,3884339,1793050,575480,52187219,87.96,0.06,7.44,3.44,1.1
"Shrewsbury",2010,97483424.28,43134738,0,3642583,1622709,702698,49102728,46082379,0,3891501,1733598,750717,52458195,87.85,0,7.42,3.3,1.43
"Shrewsbury",2011,97532515.43,43876145,0,3766063,1653054,783186,50078448,45440120,0,3900305,1711977,811103,51863505,87.61,0,7.52,3.3,1.56
"Shrewsbury",2012,104377203.9,46033042,0,4454083,1775298,746562,53008985,46707315,0,4519325,1801302,757497,53785439,86.84,0,8.4,3.35,1.41
"Shrewsbury",2013,108159022.86,48497865,0,4684806,1846915,789117,55818703,48497865,0,4684806,1846915,789117,55818703,86.88,0,8.39,3.31,1.41
"Shutesbury",2003,4444148.79,2743006,0,23350,9649,73335,2849340,3472839,0,29563,12216,92847,3607466,96.27,0,0.82,0.34,2.57
"Shutesbury",2004,4589500.2,2846246,0,23841,11130,76468,2957685,3510074,0,29401,13726,94303,3647504,96.23,0,0.81,0.38,2.59
"Shutesbury",2005,4893010.28,3060140,0,25981,0,62972,3149093,3650185,0,30991,0,75114,3756289,97.18,0,0.83,0,2
"Shutesbury",2006,4869093.96,3236896,0,25239,0,56268,3318403,3740365,0,29165,0,65020,3834550,97.54,0,0.76,0,1.7
"Shutesbury",2007,5269647.2,3364838,0,25721,0,56470,3447029,3780530,0,28899,0,63446,3872874,97.62,0,0.75,0,1.64
"Shutesbury",2008,5353957.82,3504007,0,23989,8979,47201,3584176,3791322,0,25956,9715,51071,3878064,97.76,0,0.67,0.25,1.32
"Shutesbury",2009,5764024.99,3826080,0,29836,9814,61096,3926826,4154585,0,32398,10657,66342,4263981,97.43,0,0.76,0.25,1.56
"Shutesbury",2010,5669146.51,3882760,0,31959,10594,69425,3994738,4148091,0,34143,11318,74169,4267721,97.2,0,0.8,0.27,1.74
"Shutesbury",2011,5841467.83,4008560,0,31206,10938,72763,4123467,4151446,0,32318,11328,75357,4270449,97.21,0,0.76,0.27,1.76
"Shutesbury",2012,5947315.82,4082556,0,29412,10312,89974,4212254,4142356,0,29843,10463,91292,4273953,96.92,0,0.7,0.24,2.14
"Shutesbury",2013,5942933.32,4231004,0,34224,10686,88592,4364506,4231004,0,34224,10686,88592,4364506,96.94,0,0.78,0.24,2.03
"Somerset",2003,46735235.09,12146153,0,2579793,5128345,9566882,29421173,15377888,0,3266200,6492847,12112349,37249284,41.28,0,8.77,17.43,32.52
"Somerset",2004,48388106.14,13760495,0,2922068,5098731,9889942,31671236,16969845,0,3603580,6287904,12196565,39057894,43.45,0,9.23,16.1,31.23
"Somerset",2005,49560778.56,16486959,0,2835272,4768231,10241708,34332170,19665911,0,3381958,5687623,12216475,40951968,48.02,0,8.26,13.89,29.83
"Somerset",2006,50278882.55,18141257,0,3041955,4589914,10593393,36366519,20962960,0,3515103,5303832,12241096,42022992,49.88,0,8.36,12.62,29.13
"Somerset",2007,55322127.82,18684151,0,3473563,4431235,10734892,37323841,20992388,0,3902686,4978669,12061079,41934823,50.06,0,9.31,11.87,28.76
"Somerset",2008,54265327.76,18290788,0,3304521,4607449,11132585,37335343,19790561,0,3575479,4985242,12045413,40396694,48.99,0,8.85,12.34,29.82
"Somerset",2009,56217306.17,18070624,0,3640333,4775794,11265853,37752604,19622155,0,3952890,5185840,12233131,40994017,47.87,0,9.64,12.65,29.84
"Somerset",2010,59752387.7,18358314,0,3792922,5106544,11152320,38410100,19612841,0,4052114,5455503,11914421,41034879,47.8,0,9.87,13.29,29.03
"Somerset",2011,57595951.74,18321957,0,4067554,5515045,11426659,39331215,18975047,0,4212543,5711630,11833965,40733185,46.58,0,10.34,14.02,29.05
"Somerset",2012,62120410.16,18953351,0,3361000,3184749,15304131,40803231,19230972,0,3410231,3231398,15528300,41400900,46.45,0,8.24,7.81,37.51
"Somerset",2013,62664557.13,22229968,0,4417142,2933346,12905661,42486117,22229968,0,4417142,2933346,12905661,42486117,52.32,0,10.4,6.9,30.38
"Somerville",2003,168520385.08,48489611,0,12016883,4232861,2041732,66781087,61391273,0,15214223,5359101,2584977,84549574,72.61,0,17.99,6.34,3.06
"Somerville",2004,161052076.8,51722563,0,12214903,4613327,2532676,71083469,63785776,0,15063775,5689290,3123370,87662211,72.76,0,17.18,6.49,3.56
"Somerville",2005,166358777.1,54985326,0,12693489,4769378,2288385,74736578,65587387,0,15140999,5688991,2729623,89146999,73.57,0,16.98,6.38,3.06
"Somerville",2006,177242350.73,59209269,0,12240249,4482439,2596856,78528813,68418719,0,14144106,5179641,3000773,90743238,75.4,0,15.59,5.71,3.31
"Somerville",2007,187912099.61,62727297,0,14061391,4261105,2150745,83200538,70476618,0,15798533,4787521,2416448,93479120,75.39,0,16.9,5.12,2.59
"Somerville",2008,196549628.62,65791448,0,15293724,4659590,2485840,88230602,71186088,0,16547749,5041658,2689669,95465165,74.57,0,17.33,5.28,2.82
"Somerville",2009,206194568.97,68804287,0,15903872,5010904,2783629,92502692,74711776,0,17269368,5441137,3022629,100444910,74.38,0,17.19,5.42,3.01
"Somerville",2010,203520519.21,71077474,0,16760922,5606739,3047897,96493032,75934600,0,17906291,5989879,3256177,103086947,73.66,0,17.37,5.81,3.16
"Somerville",2011,207906671.8,73608827,0,17625791,5805565,3508809,100548992,76232630,0,18254066,6012506,3633881,104133083,73.21,0,17.53,5.77,3.49
"Somerville",2012,215010417.44,76545901,0,18287462,6031004,3900920,104765287,77667114,0,18555329,6119344,3958059,106299847,73.06,0,17.46,5.76,3.72
"Somerville",2013,220859301.19,80782294,0,18871776,6109908,4159058,109923036,80782294,0,18871776,6109908,4159058,109923036,73.49,0,17.17,5.56,3.78
"South Hadley",2003,34188704.13,13785964,4286,984327,620056,246720,15641353,17454004,5426,1246228,785035,312365,19803058,88.14,0.03,6.29,3.96,1.58
"South Hadley",2004,35046050.15,14620402,3053,871449,513637,216387,16224928,18030307,3765,1074696,633432,266855,20009055,90.11,0.02,5.37,3.17,1.33
"South Hadley",2005,34693892.39,15278641,3129,916377,527213,198068,16923428,18224610,3732,1093069,628868,236259,20186539,90.28,0.02,5.41,3.12,1.17
"South Hadley",2006,37205405.13,15933267,2782,898666,520499,182476,17537690,18411538,3215,1038445,601458,210858,20265514,90.85,0.02,5.12,2.97,1.04
"South Hadley",2007,38817714.97,16651975,2691,928049,481898,190930,18255543,18709158,3023,1042700,541432,214517,20510830,91.22,0.01,5.08,2.64,1.05
"South Hadley",2008,40950221.39,17424272,2784,962880,499637,248057,19137630,18852994,3012,1041832,540605,268397,20706840,91.05,0.01,5.03,2.61,1.3
"South Hadley",2009,42671406.9,17996905,2852,976795,521543,389612,19887707,19542107,3097,1060662,566322,423064,21595252,90.49,0.01,4.91,2.62,1.96
"South Hadley",2010,41585199.49,18502096,5523,1020101,548693,393186,20469599,19766449,5900,1089810,586188,420055,21868402,90.39,0.03,4.98,2.68,1.92
"South Hadley",2011,42340703.23,19120339,5669,1047256,561388,363436,21098088,19801888,5871,1084586,581399,376391,21850134,90.63,0.03,4.96,2.66,1.72
"South Hadley",2012,42711520.12,19722985,5815,1077334,559544,395412,21761090,20011879,5900,1093114,567740,401204,22079838,90.63,0.03,4.95,2.57,1.82
"South Hadley",2013,43653357.42,20048234,5886,1092287,601831,412283,22160521,20048234,5886,1092287,601831,412283,22160521,90.47,0.03,4.93,2.72,1.86
"Southampton",2003,10722268.19,5020753,14704,263787,81003,94178,5474425,6356628,18616,333973,102556,119236,6931009,91.71,0.27,4.82,1.48,1.72
"Southampton",2004,12003458.64,5641918,0,277323,79561,100968,6099770,6957778,0,342003,98117,124517,7522415,92.49,0,4.55,1.3,1.66
"Southampton",2005,12204953.9,5938672,0,296418,75105,100214,6410409,7083744,0,353572,89586,119537,7646440,92.64,0,4.62,1.17,1.56
"Southampton",2006,13246159.3,6209408,0,292951,76558,85813,6664730,7175224,0,338517,88466,99160,7701367,93.17,0,4.4,1.15,1.29
"Southampton",2007,14177936.73,6645419,0,282846,68968,74841,7072074,7466393,0,317789,77488,84087,7945757,93.97,0,4,0.98,1.06
"Southampton",2008,14657315.64,6892660,0,283826,65525,86033,7328044,7457831,0,307099,70898,93087,7928915,94.06,0,3.87,0.89,1.17
"Southampton",2009,15857900.58,7294092,0,294402,67254,118702,7774450,7920358,0,319679,73028,128894,8441959,93.82,0,3.79,0.87,1.53
"Southampton",2010,15355022.28,7640262,0,313025,76851,132931,8163069,8162364,0,334416,82103,142015,8720898,93.6,0,3.83,0.94,1.63
"Southampton",2011,15643898.87,8204294,0,322675,74274,134369,8735612,8496738,0,334177,76922,139159,9046995,93.92,0,3.69,0.85,1.54
"Southampton",2012,16292439.66,8544784,0,337386,76014,143364,9101548,8669945,0,342328,77127,145464,9234864,93.88,0,3.71,0.84,1.58
"Southampton",2013,16825946.3,8955668,0,351741,76616,148445,9532470,8955668,0,351741,76616,148445,9532470,93.95,0,3.69,0.8,1.56
"Southborough",2003,30138332.6,16642914,0,1907520,1368744,662054,20581232,21071105,0,2415055,1732927,838207,26057294,80.86,0,9.27,6.65,3.22
"Southborough",2004,34936446.1,19866384,0,2107174,1449470,1225178,24648206,24499805,0,2598629,1787529,1510925,30396888,80.6,0,8.55,5.88,4.97
"Southborough",2005,36819704.56,21285490,0,2133607,1428198,794803,25642098,25389677,0,2545001,1703578,948054,30586309,83.01,0,8.32,5.57,3.1
"Southborough",2006,38611926.81,22212878,0,2075465,1377340,967795,26633478,25667884,0,2398284,1591572,1118326,30776067,83.4,0,7.79,5.17,3.63
"Southborough",2007,42335743.3,23512845,0,2529081,1330712,1073153,28445791,26417618,0,2841523,1495108,1205730,31959980,82.66,0,8.89,4.68,3.77
"Southborough",2008,43563764.28,23364979,0,2597222,1326886,1131672,28420759,25280815,0,2810184,1435685,1224465,30751150,82.21,0,9.14,4.67,3.98
"Southborough",2009,45792509.83,25444032,0,3111170,1552924,1100658,31208784,27628639,0,3378293,1686257,1195160,33888349,81.53,0,9.97,4.98,3.53
"Southborough",2010,45642031.88,24804547,0,3314070,1591527,1229630,30939774,26499582,0,3540539,1700285,1313658,33054064,80.17,0,10.71,5.14,3.97
"Southborough",2011,45452228.79,25589304,0,3731952,1768983,1227279,32317518,26501440,0,3864978,1832039,1271026,33469483,79.18,0,11.55,5.47,3.8
"Southborough",2012,46692401.74,26795509,0,3533822,1755934,1139531,33224796,27187999,0,3585584,1781654,1156222,33711459,80.65,0,10.64,5.29,3.43
"Southborough",2013,47916550.48,27598776,0,3635628,1821828,1153192,34209424,27598776,0,3635628,1821828,1153192,34209424,80.68,0,10.63,5.33,3.37
"Southbridge",2003,40040621.64,6832860,0,1682600,625096,408495,9549051,8650884,0,2130290,791416,517184,12089773,71.56,0,17.62,6.55,4.28
"Southbridge",2004,42828036.9,7697567,0,1269998,505091,321734,9794390,9492865,0,1566199,622893,396772,12078728,78.59,0,12.97,5.16,3.28
"Southbridge",2005,51178001.37,8568376,0,1240722,487497,302832,10599427,10220498,0,1479953,581494,361223,12643168,80.84,0,11.71,4.6,2.86
"Southbridge",2006,46790891.88,9995498,0,1291936,504275,307962,12099671,11550205,0,1492885,582710,355863,13981662,82.61,0,10.68,4.17,2.55
"Southbridge",2007,48230007,10778737,0,1380266,486781,274970,12920754,12110341,0,1550784,546918,308940,14516982,83.42,0,10.68,3.77,2.13
"Southbridge",2008,50144657,11051171,0,1426513,517626,317692,13313002,11957324,0,1543481,560069,343741,14404616,83.01,0,10.72,3.89,2.39
"Southbridge",2009,53274126.39,11458975,0,1540714,552276,453344,14005309,12442835,0,1672999,599694,492268,15207795,81.82,0,11,3.94,3.24
"Southbridge",2010,54028635.1,11746808,0,1757509,620268,662942,14787527,12549534,0,1877610,662654,708245,15798042,79.44,0,11.89,4.19,4.48
"Southbridge",2011,52469805.75,12188674,0,1975890,702137,738308,15605009,12623142,0,2046321,727165,764625,16161253,78.11,0,12.66,4.5,4.73
"Southbridge",2012,53471097.17,12588621,0,2027732,734739,833932,16185024,12773014,0,2057433,745501,846147,16422096,77.78,0,12.53,4.54,5.15
"Southbridge",2013,56002231.71,13038039,0,2194746,821097,851497,16905379,13038039,0,2194746,821097,851497,16905379,77.12,0,12.98,4.86,5.04
"Southwick",2003,14071299.21,7971944,0,763681,171722,293771,9201118,10093044,0,966874,217412,371935,11649265,86.64,0,8.3,1.87,3.19
"Southwick",2004,14906470.95,9022224,0,680426,174307,262816,10139773,11126470,0,839121,214960,324112,12504664,88.98,0,6.71,1.72,2.59
"Southwick",2005,15483423.98,9529807,0,706790,190334,288773,10715704,11367308,0,843071,227033,344453,12781865,88.93,0,6.6,1.78,2.69
"Southwick",2006,17165476.13,10201461,0,651528,202586,256604,11312179,11788203,0,752867,234096,296516,13071683,90.18,0,5.76,1.79,2.27
"Southwick",2007,18775825.52,10808807,0,656085,203419,248466,11916777,12144125,0,737138,228549,279161,13388974,90.7,0,5.51,1.71,2.09
"Southwick",2008,19810474.3,11270364,0,673279,213221,283748,12440612,12194490,0,728485,230704,307014,13460693,90.59,0,5.41,1.71,2.28
"Southwick",2009,21675880.07,11690754,0,699731,265824,335919,12992228,12694514,0,759809,288647,364761,14107732,89.98,0,5.39,2.05,2.59
"Southwick",2010,21485025.11,12163604,0,730415,282579,342220,13518818,12994812,0,780328,301889,365606,14442635,89.98,0,5.4,2.09,2.53
"Southwick",2011,21099059.15,12202332,0,727917,294229,358479,13582957,12637287,0,753864,304717,371257,14067124,89.84,0,5.36,2.17,2.64
"Southwick",2012,21256843.53,12966902,0,777679,311945,436723,14493249,13156836,0,789070,316514,443120,14705540,89.47,0,5.37,2.15,3.01
"Southwick",2013,22328160.47,13319692,0,767664,308317,602093,14997766,13319692,0,767664,308317,602093,14997766,88.81,0,5.12,2.06,4.01
"Spencer",2003,13722124.65,6223543,0,608248,270542,226980,7329313,7879445,0,770085,342525,287373,9279428,84.91,0,8.3,3.69,3.1
"Spencer",2004,13735665.25,6296695,0,501315,234846,166321,7199177,7765268,0,618236,289619,205112,8878235,87.46,0,6.96,3.26,2.31
"Spencer",2005,14219670.51,7083060,0,532743,243339,169199,8028341,8448789,0,635464,290259,201823,9576335,88.23,0,6.64,3.03,2.11
"Spencer",2006,15974078.32,7943125,0,575513,255773,150556,8924967,9178604,0,665029,295556,173974,10313162,89,0,6.45,2.87,1.69
"Spencer",2007,16888811.19,7897588,0,543538,274148,133760,8849034,8873255,0,610687,308016,150285,9942242,89.25,0,6.14,3.1,1.51
"Spencer",2008,16524928.02,8195906,0,561222,280819,159466,9197413,8867938,0,607240,303845,172542,9951565,89.11,0,6.1,3.05,1.73
"Spencer",2009,18760885.17,8983881,0,627188,309163,179668,10099900,9755231,0,681038,335708,195094,10967071,88.95,0,6.21,3.06,1.78
"Spencer",2010,18210259.27,9160336,0,628321,323113,213008,10324778,9786314,0,671258,345193,227564,11030328,88.72,0,6.09,3.13,2.06
"Spencer",2011,18882433.58,9531936,0,720953,361598,253968,10868455,9871704,0,746652,374487,263021,11255863,87.7,0,6.63,3.33,2.34
"Spencer",2012,19655535.56,9871130,0,767969,392429,290817,11322345,10015718,0,779218,398177,295077,11488190,87.18,0,6.78,3.47,2.57
"Spencer",2013,19781945.52,10263784,0,787016,426894,307242,11784936,10263784,0,787016,426894,307242,11784936,87.09,0,6.68,3.62,2.61
"Springfield",2003,434196245.22,71128696,0,27591557,7659611,9494917,115874781,90053955,0,34932861,9697609,12021236,146705660,61.38,0,23.81,6.61,8.19
"Springfield",2004,430652521.46,75614591,0,28309438,7725439,13941985,125591453,93250123,0,34912026,9527237,17193663,154883050,60.21,0,22.54,6.15,11.1
"Springfield",2005,486933220.13,79229094,0,30577883,7732424,13488038,131027439,94505745,0,36473794,9223360,16088750,156291649,60.47,0,23.34,5.9,10.29
"Springfield",2006,467939549.42,85265909,0,31890343,7719736,13610202,138486190,98528226,0,36850588,8920469,15727142,160026425,61.57,0,23.03,5.57,9.83
"Springfield",2007,504968397.84,92662511,0,32029911,7489098,13345841,145527361,104110024,0,35986881,8414300,14994584,163505790,63.67,0,22.01,5.15,9.17
"Springfield",2008,562487917.73,96772411,0,34581488,7892323,14242951,153489173,104707368,0,37417034,8539462,15410817,166074682,63.05,0,22.53,5.14,9.28
"Springfield",2009,604225598.38,98121692,0,39678022,8985811,16293449,163078974,106546353,0,43084750,9757327,17692393,177080823,60.17,0,24.33,5.51,9.99
"Springfield",2010,579405261.28,102416999,0,41291657,8999581,18108366,170816603,109415732,0,44113350,9614573,19345813,182489468,59.96,0,24.17,5.27,10.6
"Springfield",2011,550576556.32,100485032,0,40746253,7203647,18049935,166484867,104066843,0,42198662,7460423,18693329,172419257,60.36,0,24.47,4.33,10.84
"Springfield",2012,587699524.94,99920518,0,40388752,6671232,22408714,169389216,101384113,0,40980350,6768950,22736948,171870361,58.99,0,23.84,3.94,13.23
"Springfield",2013,578583679.86,95758191,0,40821680,6226104,24597362,167403337,95758191,0,40821680,6226104,24597362,167403337,57.2,0,24.39,3.72,14.69
"Sterling",2003,15719963.12,8587855,0,502329,476992,336117,9903293,10872831,0,635984,603906,425548,12538269,86.72,0,5.07,4.82,3.39
"Sterling",2004,18440096.52,9353932,0,601891,506887,381840,10844550,11535542,0,742270,625108,470896,13373816,86.25,0,5.55,4.67,3.52
"Sterling",2005,18166353.97,10250140,0,636042,530544,352972,11769698,12226533,0,758681,632841,421031,14039086,87.09,0,5.4,4.51,3
"Sterling",2006,18533030.72,11424804,0,597205,528045,301778,12851832,13201826,0,690095,610177,348717,14850815,88.9,0,4.65,4.11,2.35
"Sterling",2007,19981209.03,11503224,0,526308,662113,307747,12999392,12924331,0,591328,743910,345766,14605335,88.49,0,4.05,5.09,2.37
"Sterling",2008,20865622.55,12113732,0,589685,757489,372160,13833066,13107010,0,638037,819600,402676,14967323,87.57,0,4.26,5.48,2.69
"Sterling",2009,21984290.52,12690604,0,628190,797877,422388,14539059,13780211,0,682126,866382,458654,15787373,87.29,0,4.32,5.49,2.91
"Sterling",2010,21329728.92,12585550,0,640051,855014,455690,14536305,13445592,0,683789,913442,486830,15529653,86.58,0,4.4,5.88,3.13
"Sterling",2011,21241638.96,12528881,0,678117,870263,538893,14616154,12975476,0,702289,901284,558102,15137150,85.72,0,4.64,5.95,3.69
"Sterling",2012,21568114.02,12866087,0,621800,847299,592766,14927952,13054544,0,630908,859710,601449,15146611,86.19,0,4.17,5.68,3.97
"Sterling",2013,22256997.11,13088383,0,651057,846852,604838,15191130,13088383,0,651057,846852,604838,15191130,86.16,0,4.29,5.57,3.98
"Stockbridge",2003,5929510.24,3203186,29214,204726,22545,245096,3704767,4055460,36987,259198,28544,310309,4690497,86.46,0.79,5.53,0.61,6.62
"Stockbridge",2004,6260383.73,3658344,33462,225705,25455,286330,4229296,4511577,41266,278346,31392,353111,5215691,86.5,0.79,5.34,0.6,6.77
"Stockbridge",2005,7326429.44,4211262,0,239978,23893,181186,4656319,5023261,0,286250,28500,216122,5554133,90.44,0,5.15,0.51,3.89
"Stockbridge",2006,8349153.86,4513161,0,290652,24567,193346,5021726,5215141,0,335860,28388,223419,5802809,89.87,0,5.79,0.49,3.85
"Stockbridge",2007,7710913.26,5028394,0,303239,24893,209912,5566438,5649601,0,340701,27968,235844,6254115,90.33,0,5.45,0.45,3.77
"Stockbridge",2008,9020718.03,5415518,0,399964,26888,217130,6059500,5859569,0,432759,29093,234934,6556355,89.37,0,6.6,0.44,3.58
"Stockbridge",2009,8898988.66,5352019,0,330119,26213,226766,5935117,5811540,0,358463,28464,246236,6444702,90.18,0,5.56,0.44,3.82
"Stockbridge",2010,9667822.17,5429595,0,336911,26889,237272,6030667,5800630,0,359934,28726,253486,6442777,90.03,0,5.59,0.45,3.93
"Stockbridge",2011,9274758,5603782,0,346503,28628,254059,6232972,5803530,0,358854,29648,263115,6455148,89.91,0,5.56,0.46,4.08
"Stockbridge",2012,9055339.01,5698584,0,335737,27333,225021,6286675,5782055,0,340655,27733,228317,6378760,90.65,0,5.34,0.43,3.58
"Stockbridge",2013,9563617.31,6022004,0,360914,29643,275857,6688418,6022004,0,360914,29643,275857,6688418,90.04,0,5.4,0.44,4.12
