"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1197","Sudbury","Middlesex County","MA","Sudbury","2005-2009",2009,147383,8391
"1198","Sudbury","Middlesex County","MA","Sudbury","2006-2010",2010,153295,9303
"1199","Sudbury","Middlesex County","MA","Sudbury","2007-2011",2011,159713,11056
"1200","Sudbury","Middlesex County","MA","Sudbury","2008-2012",2012,164337,8374
"1201",NA,"Suffolk County","MA","Suffolk County","2005-2009",2009,51896,858
"1202",NA,"Suffolk County","MA","Suffolk County","2006-2010",2010,50597,809
"1203",NA,"Suffolk County","MA","Suffolk County","2007-2011",2011,51638,717
"1204",NA,"Suffolk County","MA","Suffolk County","2008-2012",2012,52700,613
"1205","Sunderland","Franklin County","MA","Sunderland","2005-2009",2009,49985,8496
"1206","Sunderland","Franklin County","MA","Sunderland","2006-2010",2010,53945,8639
"1207","Sunderland","Franklin County","MA","Sunderland","2007-2011",2011,54208,7829
"1208","Sunderland","Franklin County","MA","Sunderland","2008-2012",2012,53938,10248
"1209","Sutton","Worcester County","MA","Sutton","2005-2009",2009,107949,9169
"1210","Sutton","Worcester County","MA","Sutton","2006-2010",2010,105164,16992
"1211","Sutton","Worcester County","MA","Sutton","2007-2011",2011,107500,9685
"1212","Sutton","Worcester County","MA","Sutton","2008-2012",2012,112286,8378
"1213","Swampscott","Essex County","MA","Swampscott","2005-2009",2009,88261,6627
"1214","Swampscott","Essex County","MA","Swampscott","2006-2010",2010,90763,7323
"1215","Swampscott","Essex County","MA","Swampscott","2007-2011",2011,90148,7978
"1216","Swampscott","Essex County","MA","Swampscott","2008-2012",2012,93281,7313
"1217","Swansea","Bristol County","MA","Swansea","2005-2009",2009,67595,3557
"1218","Swansea","Bristol County","MA","Swansea","2006-2010",2010,68773,4168
"1219","Swansea","Bristol County","MA","Swansea","2007-2011",2011,71716,4045
"1220","Swansea","Bristol County","MA","Swansea","2008-2012",2012,71926,6500
"1221","Taunton","Bristol County","MA","Taunton","2005-2009",2009,55090,2897
"1222","Taunton","Bristol County","MA","Taunton","2006-2010",2010,53600,2300
"1223","Taunton","Bristol County","MA","Taunton","2007-2011",2011,53401,2751
