"","Municipal","County","State","Region","Five_Year_Range","Total_Pop","Pov_Pop","Percent_Pov","Margin_Error_Percent"
"993","Plainfield","Hampshire County","MA","Plainfield","2005-2009",646,49,7.6,5.1
"994","Plainfield","Hampshire County","MA","Plainfield","2006-2010",611,32,5.2,3.1
"995","Plainfield","Hampshire County","MA","Plainfield","2007-2011",588,46,7.8,3.9
"996","Plainfield","Hampshire County","MA","Plainfield","2008-2012",535,45,8.4,3.4
"997","Plainville","Norfolk County","MA","Plainville","2005-2009",8167,306,3.7,1.9
"998","Plainville","Norfolk County","MA","Plainville","2006-2010",8091,340,4.2,2.2
"999","Plainville","Norfolk County","MA","Plainville","2007-2011",8176,394,4.8,2.4
"1000","Plainville","Norfolk County","MA","Plainville","2008-2012",8278,390,4.7,1.9
"1001","Plymouth","Plymouth County","MA","Plymouth","2005-2009",53713,2964,5.5,1.1
"1002","Plymouth","Plymouth County","MA","Plymouth","2006-2010",53447,3459,6.5,1.2
"1003","Plymouth","Plymouth County","MA","Plymouth","2007-2011",53821,3376,6.3,1.3
"1004","Plymouth","Plymouth County","MA","Plymouth","2008-2012",54460,3509,6.4,1.2
"1005",NA,"Plymouth County","MA","Plymouth County","2005-2009",475968,31443,6.6,0.4
"1006",NA,"Plymouth County","MA","Plymouth County","2006-2010",477030,33604,7,0.4
"1007",NA,"Plymouth County","MA","Plymouth County","2007-2011",481335,34422,7.2,0.4
"1008",NA,"Plymouth County","MA","Plymouth County","2008-2012",484074,36251,7.5,0.4
"1009","Plympton","Plymouth County","MA","Plympton","2005-2009",2754,101,3.7,1.7
"1010","Plympton","Plymouth County","MA","Plympton","2006-2010",2777,73,2.6,1.6
"1011","Plympton","Plymouth County","MA","Plympton","2007-2011",2799,114,4.1,2
"1012","Plympton","Plymouth County","MA","Plympton","2008-2012",2817,127,4.5,2.1
"1013","Princeton","Worcester County","MA","Princeton","2005-2009",3539,85,2.4,1.9
"1014","Princeton","Worcester County","MA","Princeton","2006-2010",3406,42,1.2,1.1
"1015","Princeton","Worcester County","MA","Princeton","2007-2011",3412,95,2.8,1.9
"1016","Princeton","Worcester County","MA","Princeton","2008-2012",3423,149,4.4,2.3
"1017","Provincetown","Barnstable County","MA","Provincetown","2005-2009",3322,308,9.3,3.7
"1018","Provincetown","Barnstable County","MA","Provincetown","2006-2010",2981,262,8.8,4
"1019","Provincetown","Barnstable County","MA","Provincetown","2007-2011",2865,442,15.4,3.5
"1020","Provincetown","Barnstable County","MA","Provincetown","2008-2012",2874,420,14.6,3.5
"1021","Quincy","Norfolk County","MA","Quincy","2005-2009",88868,8060,9.1,1.1
"1022","Quincy","Norfolk County","MA","Quincy","2006-2010",89653,8776,9.8,1.1
"1023","Quincy","Norfolk County","MA","Quincy","2007-2011",90461,9407,10.4,1.1
"1024","Quincy","Norfolk County","MA","Quincy","2008-2012",91061,9078,10,1
"1025","Randolph","Norfolk County","MA","Randolph","2005-2009",30076,1585,5.3,1.7
"1026","Randolph","Norfolk County","MA","Randolph","2006-2010",31447,2234,7.1,2.1
"1027","Randolph","Norfolk County","MA","Randolph","2007-2011",31569,2644,8.4,2.5
"1028","Randolph","Norfolk County","MA","Randolph","2008-2012",32008,3043,9.5,2.4
"1029","Raynham","Bristol County","MA","Raynham","2005-2009",13480,397,2.9,1.7
"1030","Raynham","Bristol County","MA","Raynham","2006-2010",13074,305,2.3,1.3
"1031","Raynham","Bristol County","MA","Raynham","2007-2011",13076,316,2.4,1.1
"1032","Raynham","Bristol County","MA","Raynham","2008-2012",13200,732,5.5,3.2
"1033","Reading","Middlesex County","MA","Reading","2005-2009",23036,370,1.6,0.6
"1034","Reading","Middlesex County","MA","Reading","2006-2010",24112,419,1.7,0.7
"1035","Reading","Middlesex County","MA","Reading","2007-2011",24371,462,1.9,0.7
"1036","Reading","Middlesex County","MA","Reading","2008-2012",24613,342,1.4,0.6
"1037","Rehoboth","Bristol County","MA","Rehoboth","2005-2009",11290,624,5.5,2.9
"1038","Rehoboth","Bristol County","MA","Rehoboth","2006-2010",11292,524,4.6,2.6
"1039","Rehoboth","Bristol County","MA","Rehoboth","2007-2011",11398,513,4.5,2.2
"1040","Rehoboth","Bristol County","MA","Rehoboth","2008-2012",11449,464,4.1,1.9
"1041","Revere","Suffolk County","MA","Revere","2005-2009",50105,5558,11.1,1.6
"1042","Revere","Suffolk County","MA","Revere","2006-2010",49607,7278,14.7,2.2
"1043","Revere","Suffolk County","MA","Revere","2007-2011",50521,8204,16.2,2.2
"1044","Revere","Suffolk County","MA","Revere","2008-2012",51455,8234,16,2.7
"1045","Richmond","Berkshire County","MA","Richmond","2005-2009",1830,45,2.5,1.5
"1046","Richmond","Berkshire County","MA","Richmond","2006-2010",1702,55,3.2,1.7
"1047","Richmond","Berkshire County","MA","Richmond","2007-2011",1663,49,2.9,1.4
"1048","Richmond","Berkshire County","MA","Richmond","2008-2012",1599,51,3.2,1.6
"1049","Rochester","Plymouth County","MA","Rochester","2005-2009",5173,154,3,2.6
"1050","Rochester","Plymouth County","MA","Rochester","2006-2010",5056,184,3.6,2.6
"1051","Rochester","Plymouth County","MA","Rochester","2007-2011",5122,248,4.8,3.1
"1052","Rochester","Plymouth County","MA","Rochester","2008-2012",5197,316,6.1,2.7
"1053","Rockland","Plymouth County","MA","Rockland","2005-2009",17803,1621,9.1,3.3
"1054","Rockland","Plymouth County","MA","Rockland","2006-2010",17442,984,5.6,2.1
"1055","Rockland","Plymouth County","MA","Rockland","2007-2011",17354,949,5.5,1.8
"1056","Rockland","Plymouth County","MA","Rockland","2008-2012",17349,1023,5.9,2.5
"1057","Rockport","Essex County","MA","Rockport","2005-2009",7621,366,4.8,1.8
"1058","Rockport","Essex County","MA","Rockport","2006-2010",7053,263,3.7,1.3
"1059","Rockport","Essex County","MA","Rockport","2007-2011",6950,313,4.5,1.8
"1060","Rockport","Essex County","MA","Rockport","2008-2012",6949,304,4.4,1.7
"1061","Rowe","Franklin County","MA","Rowe","2005-2009",418,38,9.1,4.4
"1062","Rowe","Franklin County","MA","Rowe","2006-2010",386,47,12.2,5.4
"1063","Rowe","Franklin County","MA","Rowe","2007-2011",384,40,10.4,4.7
"1064","Rowe","Franklin County","MA","Rowe","2008-2012",449,70,15.6,9
"1065","Rowley","Essex County","MA","Rowley","2005-2009",5726,204,3.6,3.3
"1066","Rowley","Essex County","MA","Rowley","2006-2010",5757,476,8.3,7.4
"1067","Rowley","Essex County","MA","Rowley","2007-2011",5760,540,9.4,7.1
"1068","Rowley","Essex County","MA","Rowley","2008-2012",5767,525,9.1,6.7
"1069","Royalston","Worcester County","MA","Royalston","2005-2009",1342,56,4.2,2.5
"1070","Royalston","Worcester County","MA","Royalston","2006-2010",1100,45,4.1,2.9
"1071","Royalston","Worcester County","MA","Royalston","2007-2011",1056,95,9,3.9
"1072","Royalston","Worcester County","MA","Royalston","2008-2012",1049,100,9.5,4.2
"1073","Russell","Hampden County","MA","Russell","2005-2009",1827,132,7.2,3.4
"1074","Russell","Hampden County","MA","Russell","2006-2010",1658,104,6.3,3.4
"1075","Russell","Hampden County","MA","Russell","2007-2011",1838,85,4.6,2.5
"1076","Russell","Hampden County","MA","Russell","2008-2012",1735,74,4.3,3
"1077","Rutland","Worcester County","MA","Rutland","2005-2009",7745,397,5.1,2.9
"1078","Rutland","Worcester County","MA","Rutland","2006-2010",7594,372,4.9,2.9
"1079","Rutland","Worcester County","MA","Rutland","2007-2011",7733,338,4.4,2.8
"1080","Rutland","Worcester County","MA","Rutland","2008-2012",7939,369,4.6,2.8
"1081","Salem","Essex County","MA","Salem","2005-2009",40478,4571,11.3,2
"1082","Salem","Essex County","MA","Salem","2006-2010",39806,4300,10.8,1.7
"1083","Salem","Essex County","MA","Salem","2007-2011",39576,4859,12.3,1.9
"1084","Salem","Essex County","MA","Salem","2008-2012",39923,5418,13.6,1.8
"1085","Salisbury","Essex County","MA","Salisbury","2005-2009",8414,785,9.3,3.6
"1086","Salisbury","Essex County","MA","Salisbury","2006-2010",8143,525,6.4,1.8
"1087","Salisbury","Essex County","MA","Salisbury","2007-2011",8168,484,5.9,1.7
"1088","Salisbury","Essex County","MA","Salisbury","2008-2012",8231,401,4.9,1.5
"1089","Sandisfield","Berkshire County","MA","Sandisfield","2005-2009",786,49,6.2,3.5
"1090","Sandisfield","Berkshire County","MA","Sandisfield","2006-2010",831,37,4.5,2.9
"1091","Sandisfield","Berkshire County","MA","Sandisfield","2007-2011",941,42,4.5,2.5
"1092","Sandisfield","Berkshire County","MA","Sandisfield","2008-2012",839,36,4.3,2.4
"1093","Sandwich","Barnstable County","MA","Sandwich","2005-2009",19743,507,2.6,1
"1094","Sandwich","Barnstable County","MA","Sandwich","2006-2010",20314,461,2.3,0.9
"1095","Sandwich","Barnstable County","MA","Sandwich","2007-2011",20285,689,3.4,1.2
"1096","Sandwich","Barnstable County","MA","Sandwich","2008-2012",20251,766,3.8,1.7
"1097","Saugus","Essex County","MA","Saugus","2005-2009",26741,1320,4.9,1.4
"1098","Saugus","Essex County","MA","Saugus","2006-2010",26050,1338,5.1,1.3
"1099","Saugus","Essex County","MA","Saugus","2007-2011",26267,1320,5,1.5
"1100","Saugus","Essex County","MA","Saugus","2008-2012",26507,1562,5.9,1.7
"1101","Savoy","Berkshire County","MA","Savoy","2005-2009",763,48,6.3,3.8
"1102","Savoy","Berkshire County","MA","Savoy","2006-2010",747,36,4.8,3.1
"1103","Savoy","Berkshire County","MA","Savoy","2007-2011",702,44,6.3,3.5
"1104","Savoy","Berkshire County","MA","Savoy","2008-2012",659,45,6.8,3.6
"1105","Scituate","Plymouth County","MA","Scituate","2005-2009",18083,629,3.5,1.7
"1106","Scituate","Plymouth County","MA","Scituate","2006-2010",18002,550,3.1,1.5
"1107","Scituate","Plymouth County","MA","Scituate","2007-2011",17969,603,3.4,1.6
"1108","Scituate","Plymouth County","MA","Scituate","2008-2012",17972,521,2.9,1
"1109","Seekonk","Bristol County","MA","Seekonk","2005-2009",13533,607,4.5,1.9
"1110","Seekonk","Bristol County","MA","Seekonk","2006-2010",13624,580,4.3,1.8
"1111","Seekonk","Bristol County","MA","Seekonk","2007-2011",13630,519,3.8,1.8
"1112","Seekonk","Bristol County","MA","Seekonk","2008-2012",13710,590,4.3,1.8
"1113","Sharon","Norfolk County","MA","Sharon","2005-2009",17274,771,4.5,1.6
"1114","Sharon","Norfolk County","MA","Sharon","2006-2010",17368,768,4.4,1.7
"1115","Sharon","Norfolk County","MA","Sharon","2007-2011",17464,754,4.3,1.5
"1116","Sharon","Norfolk County","MA","Sharon","2008-2012",17546,611,3.5,1
"1117","Sheffield","Berkshire County","MA","Sheffield","2005-2009",3319,282,8.5,4.1
"1118","Sheffield","Berkshire County","MA","Sheffield","2006-2010",3261,279,8.6,4.1
"1119","Sheffield","Berkshire County","MA","Sheffield","2007-2011",3254,176,5.4,3.2
"1120","Sheffield","Berkshire County","MA","Sheffield","2008-2012",3244,295,9.1,6.9
"1121","Shelburne","Franklin County","MA","Shelburne","2005-2009",1973,175,8.9,4.2
"1122","Shelburne","Franklin County","MA","Shelburne","2006-2010",1944,152,7.8,3.8
"1123","Shelburne","Franklin County","MA","Shelburne","2007-2011",1878,119,6.3,3.2
"1124","Shelburne","Franklin County","MA","Shelburne","2008-2012",1840,124,6.7,3.6
"1125","Sherborn","Middlesex County","MA","Sherborn","2005-2009",4230,86,2,1.8
"1126","Sherborn","Middlesex County","MA","Sherborn","2006-2010",4089,121,3,2.4
"1127","Sherborn","Middlesex County","MA","Sherborn","2007-2011",4102,144,3.5,2.7
"1128","Sherborn","Middlesex County","MA","Sherborn","2008-2012",4128,102,2.5,1.9
"1129","Shirley","Middlesex County","MA","Shirley","2005-2009",6349,446,7,3.5
"1130","Shirley","Middlesex County","MA","Shirley","2006-2010",5846,459,7.9,5
"1131","Shirley","Middlesex County","MA","Shirley","2007-2011",5586,553,9.9,5.9
"1132","Shirley","Middlesex County","MA","Shirley","2008-2012",5585,640,11.5,6.6
"1133","Shrewsbury","Worcester County","MA","Shrewsbury","2005-2009",33650,1196,3.6,1.1
"1134","Shrewsbury","Worcester County","MA","Shrewsbury","2006-2010",34851,1280,3.7,1.2
"1135","Shrewsbury","Worcester County","MA","Shrewsbury","2007-2011",35158,1379,3.9,1.4
"1136","Shrewsbury","Worcester County","MA","Shrewsbury","2008-2012",35477,1597,4.5,1.6
"1137","Shutesbury","Franklin County","MA","Shutesbury","2005-2009",1932,156,8.1,2.7
"1138","Shutesbury","Franklin County","MA","Shutesbury","2006-2010",1890,157,8.3,3
"1139","Shutesbury","Franklin County","MA","Shutesbury","2007-2011",1834,133,7.3,2.4
"1140","Shutesbury","Franklin County","MA","Shutesbury","2008-2012",1755,119,6.8,2.4
"1141","Somerset","Bristol County","MA","Somerset","2005-2009",17772,602,3.4,1.6
"1142","Somerset","Bristol County","MA","Somerset","2006-2010",17650,570,3.2,1.4
"1143","Somerset","Bristol County","MA","Somerset","2007-2011",17724,743,4.2,1.7
"1144","Somerset","Bristol County","MA","Somerset","2008-2012",17923,1010,5.6,2
"1145","Somerville","Middlesex County","MA","Somerville","2005-2009",73291,10942,14.9,1.6
"1146","Somerville","Middlesex County","MA","Somerville","2006-2010",72350,10648,14.7,1.8
"1147","Somerville","Middlesex County","MA","Somerville","2007-2011",72528,10824,14.9,1.8
"1148","Somerville","Middlesex County","MA","Somerville","2008-2012",73047,11628,15.9,2.2
"1149","South Hadley","Hampshire County","MA","South Hadley","2005-2009",14939,996,6.7,2.4
"1150","South Hadley","Hampshire County","MA","South Hadley","2006-2010",15306,1055,6.9,2.7
"1151","South Hadley","Hampshire County","MA","South Hadley","2007-2011",15037,1170,7.8,2.5
"1152","South Hadley","Hampshire County","MA","South Hadley","2008-2012",15180,1019,6.7,2
"1153","Southampton","Hampshire County","MA","Southampton","2005-2009",5790,271,4.7,2.6
"1154","Southampton","Hampshire County","MA","Southampton","2006-2010",5689,282,5,3.4
"1155","Southampton","Hampshire County","MA","Southampton","2007-2011",5709,334,5.9,3.5
"1156","Southampton","Hampshire County","MA","Southampton","2008-2012",5803,348,6,3
"1157","Southborough","Worcester County","MA","Southborough","2005-2009",9681,233,2.4,1.8
"1158","Southborough","Worcester County","MA","Southborough","2006-2010",9617,124,1.3,0.9
"1159","Southborough","Worcester County","MA","Southborough","2007-2011",9645,160,1.7,1.1
"1160","Southborough","Worcester County","MA","Southborough","2008-2012",9725,165,1.7,1
"1161","Southbridge","Worcester County","MA","Southbridge","2005-2009",17089,2500,14.6,3.4
"1162","Southbridge","Worcester County","MA","Southbridge","2006-2010",16532,2093,12.7,2.7
"1163","Southbridge","Worcester County","MA","Southbridge","2007-2011",16562,2684,16.2,3.1
"1164","Southbridge","Worcester County","MA","Southbridge","2008-2012",16541,2662,16.1,3.6
"1165","Southwick","Hampden County","MA","Southwick","2005-2009",9705,554,5.7,3.5
"1166","Southwick","Hampden County","MA","Southwick","2006-2010",9360,375,4,2.6
"1167","Southwick","Hampden County","MA","Southwick","2007-2011",9411,526,5.6,3.3
"1168","Southwick","Hampden County","MA","Southwick","2008-2012",9459,491,5.2,2.9
"1169","Spencer","Worcester County","MA","Spencer","2005-2009",12020,679,5.6,2.1
"1170","Spencer","Worcester County","MA","Spencer","2006-2010",11712,745,6.4,1.7
"1171","Spencer","Worcester County","MA","Spencer","2007-2011",11694,966,8.3,2.3
"1172","Spencer","Worcester County","MA","Spencer","2008-2012",11697,914,7.8,2.2
"1173","Springfield","Hampden County","MA","Springfield","2005-2009",146860,40299,27.4,1.4
"1174","Springfield","Hampden County","MA","Springfield","2006-2010",146156,40319,27.6,1.4
"1175","Springfield","Hampden County","MA","Springfield","2007-2011",146033,39386,27,1.5
"1176","Springfield","Hampden County","MA","Springfield","2008-2012",146752,42117,28.7,1.4
"1177","Sterling","Worcester County","MA","Sterling","2005-2009",7780,253,3.3,2
"1178","Sterling","Worcester County","MA","Sterling","2006-2010",7706,232,3,1.5
"1179","Sterling","Worcester County","MA","Sterling","2007-2011",7727,192,2.5,1.2
"1180","Sterling","Worcester County","MA","Sterling","2008-2012",7739,171,2.2,1.2
"1181","Stockbridge","Berkshire County","MA","Stockbridge","2005-2009",1533,144,9.4,7.5
"1182","Stockbridge","Berkshire County","MA","Stockbridge","2006-2010",1604,140,8.7,5.5
"1183","Stockbridge","Berkshire County","MA","Stockbridge","2007-2011",1710,193,11.3,6.8
"1184","Stockbridge","Berkshire County","MA","Stockbridge","2008-2012",1882,197,10.5,5.6
"1185","Stoneham","Middlesex County","MA","Stoneham","2005-2009",21064,1447,6.9,1.7
"1186","Stoneham","Middlesex County","MA","Stoneham","2006-2010",21038,1370,6.5,1.8
"1187","Stoneham","Middlesex County","MA","Stoneham","2007-2011",21134,981,4.6,1.2
"1188","Stoneham","Middlesex County","MA","Stoneham","2008-2012",21237,1088,5.1,1.4
"1189","Stoughton","Norfolk County","MA","Stoughton","2005-2009",25730,2091,8.1,1.8
"1190","Stoughton","Norfolk County","MA","Stoughton","2006-2010",26040,2040,7.8,2
"1191","Stoughton","Norfolk County","MA","Stoughton","2007-2011",26457,2210,8.4,2
"1192","Stoughton","Norfolk County","MA","Stoughton","2008-2012",26838,2006,7.5,2.1
"1193","Stow","Middlesex County","MA","Stow","2005-2009",6364,145,2.3,1.7
"1194","Stow","Middlesex County","MA","Stow","2006-2010",6395,191,3,2.1
"1195","Stow","Middlesex County","MA","Stow","2007-2011",6469,148,2.3,1.6
"1196","Stow","Middlesex County","MA","Stow","2008-2012",6603,136,2.1,1.4
"1197","Sturbridge","Worcester County","MA","Sturbridge","2005-2009",8775,580,6.6,2.1
"1198","Sturbridge","Worcester County","MA","Sturbridge","2006-2010",8971,826,9.2,4.1
"1199","Sturbridge","Worcester County","MA","Sturbridge","2007-2011",9022,840,9.3,3.6
"1200","Sturbridge","Worcester County","MA","Sturbridge","2008-2012",9107,819,9,3.9
"1201","Sudbury","Middlesex County","MA","Sudbury","2005-2009",16875,419,2.5,0.9
"1202","Sudbury","Middlesex County","MA","Sudbury","2006-2010",17058,370,2.2,0.8
"1203","Sudbury","Middlesex County","MA","Sudbury","2007-2011",17290,374,2.2,0.9
"1204","Sudbury","Middlesex County","MA","Sudbury","2008-2012",17513,251,1.4,0.6
"1205",NA,"Suffolk County","MA","Suffolk County","2005-2009",695288,128504,18.5,0.6
"1206",NA,"Suffolk County","MA","Suffolk County","2006-2010",667668,137697,20.6,0.5
"1207",NA,"Suffolk County","MA","Suffolk County","2007-2011",674038,140057,20.8,0.5
"1208",NA,"Suffolk County","MA","Suffolk County","2008-2012",684327,141698,20.7,0.6
"1209","Sunderland","Franklin County","MA","Sunderland","2005-2009",3644,781,21.4,7.7
"1210","Sunderland","Franklin County","MA","Sunderland","2006-2010",3612,581,16.1,5.1
"1211","Sunderland","Franklin County","MA","Sunderland","2007-2011",3634,587,16.2,5.3
"1212","Sunderland","Franklin County","MA","Sunderland","2008-2012",3632,656,18.1,5.5
"1213","Sutton","Worcester County","MA","Sutton","2005-2009",9094,119,1.3,1
"1214","Sutton","Worcester County","MA","Sutton","2006-2010",8869,132,1.5,1
"1215","Sutton","Worcester County","MA","Sutton","2007-2011",8907,285,3.2,3.3
"1216","Sutton","Worcester County","MA","Sutton","2008-2012",8963,229,2.6,3.7
"1217","Swampscott","Essex County","MA","Swampscott","2005-2009",13673,690,5,2.6
"1218","Swampscott","Essex County","MA","Swampscott","2006-2010",13529,686,5.1,2.7
"1219","Swampscott","Essex County","MA","Swampscott","2007-2011",13641,713,5.2,2.9
"1220","Swampscott","Essex County","MA","Swampscott","2008-2012",13650,666,4.9,2.5
"1221","Swansea","Bristol County","MA","Swansea","2005-2009",16084,740,4.6,1.9
"1222","Swansea","Bristol County","MA","Swansea","2006-2010",15743,707,4.5,2.4
"1223","Swansea","Bristol County","MA","Swansea","2007-2011",15724,702,4.5,1.8
"1224","Swansea","Bristol County","MA","Swansea","2008-2012",15677,914,5.8,2.4
"1225","Taunton","Bristol County","MA","Taunton","2005-2009",55026,5634,10.2,1.6
"1226","Taunton","Bristol County","MA","Taunton","2006-2010",55396,6697,12.1,1.8
"1227","Taunton","Bristol County","MA","Taunton","2007-2011",55234,6880,12.5,1.5
"1228","Taunton","Bristol County","MA","Taunton","2008-2012",55286,7257,13.1,1.5
"1229","Templeton","Worcester County","MA","Templeton","2005-2009",7595,535,7,3
"1230","Templeton","Worcester County","MA","Templeton","2006-2010",7591,617,8.1,3.1
"1231","Templeton","Worcester County","MA","Templeton","2007-2011",7655,700,9.1,4.1
"1232","Templeton","Worcester County","MA","Templeton","2008-2012",7722,999,12.9,5.3
"1233","Tewksbury","Middlesex County","MA","Tewksbury","2005-2009",28275,1072,3.8,1.6
"1234","Tewksbury","Middlesex County","MA","Tewksbury","2006-2010",28019,801,2.9,1.1
"1235","Tewksbury","Middlesex County","MA","Tewksbury","2007-2011",28395,833,2.9,1.2
"1236","Tewksbury","Middlesex County","MA","Tewksbury","2008-2012",28821,734,2.5,1.1
"1237","Tisbury","Dukes County","MA","Tisbury","2005-2009",3874,165,4.3,2.6
"1238","Tisbury","Dukes County","MA","Tisbury","2006-2010",3886,169,4.3,2.7
"1239","Tisbury","Dukes County","MA","Tisbury","2007-2011",3899,490,12.6,5.9
"1240","Tisbury","Dukes County","MA","Tisbury","2008-2012",3951,544,13.8,7.6
"1241","Tolland","Hampden County","MA","Tolland","2005-2009",443,21,4.7,4.8
"1242","Tolland","Hampden County","MA","Tolland","2006-2010",494,17,3.4,3.7
"1243","Tolland","Hampden County","MA","Tolland","2007-2011",434,20,4.6,3
"1244","Tolland","Hampden County","MA","Tolland","2008-2012",502,16,3.2,2.8
"1245","Topsfield","Essex County","MA","Topsfield","2005-2009",5932,158,2.7,1.7
"1246","Topsfield","Essex County","MA","Topsfield","2006-2010",5946,141,2.4,1.8
"1247","Topsfield","Essex County","MA","Topsfield","2007-2011",5965,409,6.9,4.9
"1248","Topsfield","Essex County","MA","Topsfield","2008-2012",6014,413,6.9,5.6
"1249","Townsend","Middlesex County","MA","Townsend","2005-2009",9410,482,5.1,2.4
"1250","Townsend","Middlesex County","MA","Townsend","2006-2010",8764,459,5.2,2.2
"1251","Townsend","Middlesex County","MA","Townsend","2007-2011",8787,394,4.5,2
"1252","Townsend","Middlesex County","MA","Townsend","2008-2012",8955,407,4.5,1.7
"1253","Truro","Barnstable County","MA","Truro","2005-2009",1938,175,9,7.2
"1254","Truro","Barnstable County","MA","Truro","2006-2010",1831,154,8.4,7.9
"1255","Truro","Barnstable County","MA","Truro","2007-2011",1892,178,9.4,7.9
"1256","Truro","Barnstable County","MA","Truro","2008-2012",1653,82,5,3.8
"1257","Tyngsborough","Middlesex County","MA","Tyngsborough","2005-2009",11594,234,2,1.2
"1258","Tyngsborough","Middlesex County","MA","Tyngsborough","2006-2010",11124,456,4.1,2.2
"1259","Tyngsborough","Middlesex County","MA","Tyngsborough","2007-2011",11164,441,4,1.7
"1260","Tyngsborough","Middlesex County","MA","Tyngsborough","2008-2012",11457,572,5,1.7
"1261","Tyringham","Berkshire County","MA","Tyringham","2005-2009",412,21,5.1,5.8
"1262","Tyringham","Berkshire County","MA","Tyringham","2006-2010",408,14,3.4,4.7
"1263","Tyringham","Berkshire County","MA","Tyringham","2007-2011",358,14,3.9,5.2
"1264","Tyringham","Berkshire County","MA","Tyringham","2008-2012",365,15,4.1,5
"1269","Upton","Worcester County","MA","Upton","2005-2009",6521,235,3.6,2.4
"1270","Upton","Worcester County","MA","Upton","2006-2010",7143,368,5.2,2.8
"1271","Upton","Worcester County","MA","Upton","2007-2011",7316,334,4.6,2
"1272","Upton","Worcester County","MA","Upton","2008-2012",7461,365,4.9,2
"1273","Uxbridge","Worcester County","MA","Uxbridge","2005-2009",12690,841,6.6,2.6
"1274","Uxbridge","Worcester County","MA","Uxbridge","2006-2010",13056,852,6.5,2.5
"1275","Uxbridge","Worcester County","MA","Uxbridge","2007-2011",13202,828,6.3,2.5
"1276","Uxbridge","Worcester County","MA","Uxbridge","2008-2012",13335,799,6,2.4
"1277","Wakefield","Middlesex County","MA","Wakefield","2005-2009",24434,732,3,1.1
"1278","Wakefield","Middlesex County","MA","Wakefield","2006-2010",24437,591,2.4,0.9
"1279","Wakefield","Middlesex County","MA","Wakefield","2007-2011",24554,915,3.7,1.1
"1280","Wakefield","Middlesex County","MA","Wakefield","2008-2012",24806,968,3.9,1.4
"1281","Wales","Hampden County","MA","Wales","2005-2009",2140,96,4.5,2
"1282","Wales","Hampden County","MA","Wales","2006-2010",1901,85,4.5,2
"1283","Wales","Hampden County","MA","Wales","2007-2011",1903,128,6.7,2.9
"1284","Wales","Hampden County","MA","Wales","2008-2012",1981,150,7.6,3.1
"1285","Walpole","Norfolk County","MA","Walpole","2005-2009",22658,897,4,1
"1286","Walpole","Norfolk County","MA","Walpole","2006-2010",22994,1064,4.6,1.8
"1287","Walpole","Norfolk County","MA","Walpole","2007-2011",22929,1098,4.8,1.8
"1288","Walpole","Norfolk County","MA","Walpole","2008-2012",23196,970,4.2,1.6
"1289","Waltham","Middlesex County","MA","Waltham","2005-2009",52937,6298,11.9,1.6
"1290","Waltham","Middlesex County","MA","Waltham","2006-2010",51324,5901,11.5,1.7
"1291","Waltham","Middlesex County","MA","Waltham","2007-2011",53420,5446,10.2,1.7
"1292","Waltham","Middlesex County","MA","Waltham","2008-2012",53925,5871,10.9,1.6
"1293","Ware","Hampshire County","MA","Ware","2005-2009",9805,1400,14.3,4.5
"1294","Ware","Hampshire County","MA","Ware","2006-2010",9826,1349,13.7,3.9
"1295","Ware","Hampshire County","MA","Ware","2007-2011",9793,1518,15.5,3.8
"1296","Ware","Hampshire County","MA","Ware","2008-2012",9806,1496,15.3,4.1
"1297","Wareham","Plymouth County","MA","Wareham","2005-2009",21016,1797,8.6,2.4
"1298","Wareham","Plymouth County","MA","Wareham","2006-2010",21349,1928,9,2.5
"1299","Wareham","Plymouth County","MA","Wareham","2007-2011",21412,2494,11.6,3.6
"1300","Wareham","Plymouth County","MA","Wareham","2008-2012",21669,2468,11.4,2.2
"1301","Warren","Worcester County","MA","Warren","2005-2009",5213,298,5.7,2.6
"1302","Warren","Worcester County","MA","Warren","2006-2010",5055,404,8,3.6
"1303","Warren","Worcester County","MA","Warren","2007-2011",5074,499,9.8,4.1
"1304","Warren","Worcester County","MA","Warren","2008-2012",5096,442,8.7,4.6
"1305","Warwick","Franklin County","MA","Warwick","2005-2009",644,33,5.1,3.5
"1306","Warwick","Franklin County","MA","Warwick","2006-2010",539,29,5.4,3.5
"1307","Warwick","Franklin County","MA","Warwick","2007-2011",596,45,7.6,4.5
"1308","Warwick","Franklin County","MA","Warwick","2008-2012",633,63,10,4.9
"1309","Washington","Berkshire County","MA","Washington","2005-2009",612,14,2.3,2.4
"1310","Washington","Berkshire County","MA","Washington","2006-2010",593,19,3.2,2.7
"1311","Washington","Berkshire County","MA","Washington","2007-2011",583,34,5.8,4.4
"1312","Washington","Berkshire County","MA","Washington","2008-2012",517,27,5.2,3.3
"1313","Watertown","Middlesex County","MA","Watertown","2005-2009",31256,1956,6.3,1.5
"1314","Watertown","Middlesex County","MA","Watertown","2006-2010",31200,1998,6.4,1.9
"1315","Watertown","Middlesex County","MA","Watertown","2007-2011",30678,1945,6.3,1.5
"1316","Watertown","Middlesex County","MA","Watertown","2008-2012",31216,2001,6.4,1.4
"1317","Wayland","Middlesex County","MA","Wayland","2005-2009",13219,239,1.8,0.8
"1318","Wayland","Middlesex County","MA","Wayland","2006-2010",12864,241,1.9,0.8
"1319","Wayland","Middlesex County","MA","Wayland","2007-2011",12868,303,2.4,0.9
"1320","Wayland","Middlesex County","MA","Wayland","2008-2012",12977,348,2.7,1.2
