,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
2245,Lanesborough,Berkshire County,MA,Lanesborough,2011-2015,3020,130,4.3,3
2246,Lee,Berkshire County,MA,Lee,2011-2015,5730,619,10.8,3.7
2247,Lenox,Berkshire County,MA,Lenox,2011-2015,4710,601,12.8,6
2248,Monterey,Berkshire County,MA,Monterey,2011-2015,867,105,12.1,8
2249,Mount Washington,Berkshire County,MA,Mount Washington,2011-2015,151,7,4.6,4.4
2250,New Ashford,Berkshire County,MA,New Ashford,2011-2015,282,17,6,3.5
2251,New Marlborough,Berkshire County,MA,New Marlborough,2011-2015,1451,124,8.5,3.6
2252,North Adams,Berkshire County,MA,North Adams,2011-2015,12421,2300,18.5,3.2
2253,Otis,Berkshire County,MA,Otis,2011-2015,1542,143,9.3,3.5
2254,Peru,Berkshire County,MA,Peru,2011-2015,872,81,9.3,3.6
2255,Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,43019,7402,17.2,1.8
2256,Richmond,Berkshire County,MA,Richmond,2011-2015,1498,71,4.7,2.3
2257,Sandisfield,Berkshire County,MA,Sandisfield,2011-2015,797,42,5.3,2.2
2258,Savoy,Berkshire County,MA,Savoy,2011-2015,791,64,8.1,4
2259,Sheffield,Berkshire County,MA,Sheffield,2011-2015,3220,388,12,7
2260,Stockbridge,Berkshire County,MA,Stockbridge,2011-2015,1993,218,10.9,8.3
2261,Tyringham,Berkshire County,MA,Tyringham,2011-2015,388,27,7,8.3
2262,Washington,Berkshire County,MA,Washington,2011-2015,553,36,6.5,4.2
2263,West Stockbridge,Berkshire County,MA,West Stockbridge,2011-2015,1194,65,5.4,3.2
2264,Williamstown,Berkshire County,MA,Williamstown,2011-2015,5018,542,10.8,3.1
2265,Windsor,Berkshire County,MA,Windsor,2011-2015,903,43,4.8,2.4
2266,Acushnet,Bristol County,MA,Acushnet,2011-2015,10230,474,4.6,1.9
2267,Attleboro,Bristol County,MA,Attleboro,2011-2015,43351,4367,10.1,2.1
2268,Berkley,Bristol County,MA,Berkley,2011-2015,6537,233,3.6,2.3
2269,Dartmouth,Bristol County,MA,Dartmouth,2011-2015,28327,2158,7.6,1.6
2270,Dighton,Bristol County,MA,Dighton,2011-2015,7156,390,5.4,2.6
2271,Easton,Bristol County,MA,Easton,2011-2015,21472,825,3.8,1
2272,Fairhaven,Bristol County,MA,Fairhaven,2011-2015,15668,1610,10.3,2.7
2273,Fall River,Bristol County,MA,Fall River,2011-2015,87281,20246,23.2,1.7
2274,Freetown,Bristol County,MA,Freetown,2011-2015,8866,352,4,1.5
2275,Mansfield,Bristol County,MA,Mansfield,2011-2015,23397,705,3,1.2
2276,New Bedford,Bristol County,MA,New Bedford,2011-2015,93118,21785,23.4,1.3
2277,North Attleborough,Bristol County,MA,North Attleborough,2011-2015,28710,1633,5.7,1.7
2278,Norton,Bristol County,MA,Norton,2011-2015,17456,988,5.7,1.6
2279,Raynham,Bristol County,MA,Raynham,2011-2015,13441,986,7.3,3.1
2280,Rehoboth,Bristol County,MA,Rehoboth,2011-2015,11784,351,3,1.4
2281,Seekonk,Bristol County,MA,Seekonk,2011-2015,14371,909,6.3,3.1
2282,Somerset,Bristol County,MA,Somerset,2011-2015,17999,1437,8,2.8
2283,Swansea,Bristol County,MA,Swansea,2011-2015,15892,991,6.2,2.1
2284,Taunton,Bristol County,MA,Taunton,2011-2015,55634,6922,12.4,1.4
2285,Westport,Bristol County,MA,Westport,2011-2015,15619,654,4.2,1.2
2286,Aquinnah,Dukes County,MA,Aquinnah,2011-2015,460,62,13.5,9.1
2287,Chilmark,Dukes County,MA,Chilmark,2011-2015,1044,190,18.2,7.9
2288,Edgartown,Dukes County,MA,Edgartown,2011-2015,4176,259,6.2,4.1
2289,Gosnold,Dukes County,MA,Gosnold,2011-2015,75,3,4,9.3
2290,Oak Bluffs,Dukes County,MA,Oak Bluffs,2011-2015,4569,571,12.5,6.9
2291,Tisbury,Dukes County,MA,Tisbury,2011-2015,4038,768,19,7
2292,West Tisbury,Dukes County,MA,West Tisbury,2011-2015,2532,117,4.6,4.4
2293,Amesbury,Essex County,MA,Amesbury,2011-2015,16687,861,5.2,1.4
2294,Andover,Essex County,MA,Andover,2011-2015,33442,1536,4.6,0.9
2295,Beverly,Essex County,MA,Beverly,2011-2015,37804,3021,8,1.8
2296,Boxford,Essex County,MA,Boxford,2011-2015,8138,216,2.7,3.5
2297,Danvers,Essex County,MA,Danvers,2011-2015,26798,1268,4.7,1.5
2298,Essex,Essex County,MA,Essex,2011-2015,3608,236,6.5,4.8
2299,Georgetown,Essex County,MA,Georgetown,2011-2015,8441,227,2.7,1.3
2300,Gloucester,Essex County,MA,Gloucester,2011-2015,29163,2712,9.3,1.7
2301,Groveland,Essex County,MA,Groveland,2011-2015,6646,174,2.6,1.9
2302,Hamilton,Essex County,MA,Hamilton,2011-2015,7935,584,7.4,3.5
2303,Haverhill,Essex County,MA,Haverhill,2011-2015,60903,7426,12.2,1.4
2304,Ipswich,Essex County,MA,Ipswich,2011-2015,13511,937,6.9,2.2
2305,Lawrence,Essex County,MA,Lawrence,2011-2015,77936,22168,28.4,2.4
2306,Lynn,Essex County,MA,Lynn,2011-2015,90996,18392,20.2,1.7
2307,Lynnfield,Essex County,MA,Lynnfield,2011-2015,12251,200,1.6,1
2308,Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2011-2015,5270,367,7,3.3
2309,Marblehead,Essex County,MA,Marblehead,2011-2015,20152,992,4.9,1.5
2310,Merrimac,Essex County,MA,Merrimac,2011-2015,6578,408,6.2,3.6
2311,Methuen,Essex County,MA,Methuen,2011-2015,48265,4745,9.8,1.5
2312,Middleton,Essex County,MA,Middleton,2011-2015,7763,407,5.2,2.2
2313,Nahant,Essex County,MA,Nahant,2011-2015,3400,168,4.9,3.2
2314,Newbury,Essex County,MA,Newbury,2011-2015,6833,272,4,2.9
2315,Newburyport,Essex County,MA,Newburyport,2011-2015,17459,1292,7.4,2.7
2316,North Andover,Essex County,MA,North Andover,2011-2015,28279,1468,5.2,1.4
2317,Peabody,Essex County,MA,Peabody,2011-2015,51618,4649,9,1.5
2318,Rockport,Essex County,MA,Rockport,2011-2015,7042,394,5.6,2
2319,Rowley,Essex County,MA,Rowley,2011-2015,5985,302,5,3.7
2320,Salem,Essex County,MA,Salem,2011-2015,40661,5870,14.4,2
2321,Salisbury,Essex County,MA,Salisbury,2011-2015,8620,826,9.6,2.5
2322,Saugus,Essex County,MA,Saugus,2011-2015,27411,1797,6.6,1.6
2323,Swampscott,Essex County,MA,Swampscott,2011-2015,13874,753,5.4,2.7
2324,Topsfield,Essex County,MA,Topsfield,2011-2015,6257,333,5.3,5.3
2325,Wenham,Essex County,MA,Wenham,2011-2015,3567,96,2.7,1.9
2326,West Newbury,Essex County,MA,West Newbury,2011-2015,4425,320,7.2,5.4
2327,Ashfield,Franklin County,MA,Ashfield,2011-2015,1589,117,7.4,3
2328,Bernardston,Franklin County,MA,Bernardston,2011-2015,2181,154,7.1,2.6
2329,Buckland,Franklin County,MA,Buckland,2011-2015,1797,130,7.2,4
2330,Charlemont,Franklin County,MA,Charlemont,2011-2015,1098,135,12.3,4.5
2331,Colrain,Franklin County,MA,Colrain,2011-2015,1677,145,8.6,3.2
2332,Conway,Franklin County,MA,Conway,2011-2015,1757,63,3.6,1.5
2333,Deerfield,Franklin County,MA,Deerfield,2011-2015,4950,370,7.5,3.5
2334,Erving,Franklin County,MA,Erving,2011-2015,1844,155,8.4,2.8
2335,Gill,Franklin County,MA,Gill,2011-2015,1637,168,10.3,6
2336,Greenfield,Franklin County,MA,Greenfield,2011-2015,16931,2411,14.2,2.3
2337,Hawley,Franklin County,MA,Hawley,2011-2015,412,35,8.5,5.6
2338,Heath,Franklin County,MA,Heath,2011-2015,724,124,17.1,9.2
2339,Leverett,Franklin County,MA,Leverett,2011-2015,1988,153,7.7,3.6
2340,Leyden,Franklin County,MA,Leyden,2011-2015,658,15,2.3,1.5
2341,Monroe,Franklin County,MA,Monroe,2011-2015,104,4,3.8,4.8
2342,Montague,Franklin County,MA,Montague,2011-2015,8188,1318,16.1,4.5
2343,New Salem,Franklin County,MA,New Salem,2011-2015,1025,81,7.9,2.8
2344,Northfield,Franklin County,MA,Northfield,2011-2015,2993,130,4.3,1.9
2345,Orange,Franklin County,MA,Orange,2011-2015,7668,1083,14.1,3.5
2346,Rowe,Franklin County,MA,Rowe,2011-2015,472,48,10.2,7.7
2347,Shelburne,Franklin County,MA,Shelburne,2011-2015,1932,180,9.3,3.5
2348,Shutesbury,Franklin County,MA,Shutesbury,2011-2015,1707,153,9,2.9
2349,Sunderland,Franklin County,MA,Sunderland,2011-2015,3644,771,21.2,7.1
2350,Warwick,Franklin County,MA,Warwick,2011-2015,727,66,9.1,4
2351,Wendell,Franklin County,MA,Wendell,2011-2015,878,151,17.2,6
2352,Whately,Franklin County,MA,Whately,2011-2015,1388,50,3.6,2.4
2353,Agawam,Hampden County,MA,Agawam,2011-2015,28048,2375,8.5,2
2354,Blandford,Hampden County,MA,Blandford,2011-2015,1144,45,3.9,2.9
2355,Brimfield,Hampden County,MA,Brimfield,2011-2015,3631,118,3.2,2.7
2356,Chester,Hampden County,MA,Chester,2011-2015,1546,128,8.3,4
2357,Chicopee,Hampden County,MA,Chicopee,2011-2015,55395,7369,13.3,1.6
2358,East Longmeadow,Hampden County,MA,East Longmeadow,2011-2015,15585,874,5.6,2
2359,Granville,Hampden County,MA,Granville,2011-2015,1629,167,10.3,6.7
2360,Hampden,Hampden County,MA,Hampden,2011-2015,5077,263,5.2,2.1
2361,Holland,Hampden County,MA,Holland,2011-2015,2493,185,7.4,3.4
2362,Holyoke,Hampden County,MA,Holyoke,2011-2015,39354,11323,28.8,2.6
2363,Longmeadow,Hampden County,MA,Longmeadow,2011-2015,15201,669,4.4,1.8
2364,Ludlow,Hampden County,MA,Ludlow,2011-2015,20558,998,4.9,1.5
2365,Monson,Hampden County,MA,Monson,2011-2015,8566,741,8.7,2.8
2366,Montgomery,Hampden County,MA,Montgomery,2011-2015,846,19,2.2,1.9
2367,Palmer,Hampden County,MA,Palmer,2011-2015,11932,1402,11.7,3.5
2368,Russell,Hampden County,MA,Russell,2011-2015,1561,33,2.1,1.5
2369,Southwick,Hampden County,MA,Southwick,2011-2015,9584,515,5.4,3
2370,Springfield,Hampden County,MA,Springfield,2011-2015,148556,44599,30,1.4
2371,Tolland,Hampden County,MA,Tolland,2011-2015,572,51,8.9,6.1
2372,Wales,Hampden County,MA,Wales,2011-2015,1901,122,6.4,3.1
2373,Westfield,Hampden County,MA,Westfield,2011-2015,38343,3634,9.5,2.1
2374,West Springfield,Hampden County,MA,West Springfield,2011-2015,28327,3099,10.9,2.5
2375,Wilbraham,Hampden County,MA,Wilbraham,2011-2015,14174,579,4.1,1.3
2376,Amherst,Hampshire County,MA,Amherst,2011-2015,23302,8081,34.7,3
2377,Belchertown,Hampshire County,MA,Belchertown,2011-2015,14778,1355,9.2,3.5
2378,Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,1256,104,8.3,3.1
2379,Cummington,Hampshire County,MA,Cummington,2011-2015,904,58,6.4,3
2380,Easthampton,Hampshire County,MA,Easthampton,2011-2015,15997,1474,9.2,2.1
2381,Goshen,Hampshire County,MA,Goshen,2011-2015,1137,34,3,2.2
2382,Granby,Hampshire County,MA,Granby,2011-2015,6268,279,4.5,2.4
2383,Hadley,Hampshire County,MA,Hadley,2011-2015,5154,353,6.8,3
2384,Hatfield,Hampshire County,MA,Hatfield,2011-2015,3297,242,7.3,2.7
2385,Huntington,Hampshire County,MA,Huntington,2011-2015,1984,210,10.6,5.6
2386,Middlefield,Hampshire County,MA,Middlefield,2011-2015,511,30,5.9,4.7
2387,Northampton,Hampshire County,MA,Northampton,2011-2015,25209,4308,17.1,3
2388,Pelham,Hampshire County,MA,Pelham,2011-2015,1310,78,6,2.6
2389,Plainfield,Hampshire County,MA,Plainfield,2011-2015,591,56,9.5,3.5
2390,Southampton,Hampshire County,MA,Southampton,2011-2015,6009,326,5.4,2.9
2391,South Hadley,Hampshire County,MA,South Hadley,2011-2015,15367,1510,9.8,2.5
2392,Ware,Hampshire County,MA,Ware,2011-2015,9788,1469,15,3.7
2393,Westhampton,Hampshire County,MA,Westhampton,2011-2015,1718,42,2.4,1.2
2394,Williamsburg,Hampshire County,MA,Williamsburg,2011-2015,2459,234,9.5,4.4
2395,Worthington,Hampshire County,MA,Worthington,2011-2015,1234,74,6,2.5
2396,Acton,Middlesex County,MA,Acton,2011-2015,22806,705,3.1,0.9
2397,Arlington,Middlesex County,MA,Arlington,2011-2015,43864,2189,5,0.9
2398,Ashby,Middlesex County,MA,Ashby,2011-2015,3157,253,8,3.7
2399,Ashland,Middlesex County,MA,Ashland,2011-2015,17111,672,3.9,1.7
2400,Ayer,Middlesex County,MA,Ayer,2011-2015,7810,939,12,3.8
2401,Bedford,Middlesex County,MA,Bedford,2011-2015,13521,499,3.7,1.4
2402,Belmont,Middlesex County,MA,Belmont,2011-2015,25047,1131,4.5,1.2
2403,Billerica,Middlesex County,MA,Billerica,2011-2015,40721,2207,5.4,1.9
2404,Boxborough,Middlesex County,MA,Boxborough,2011-2015,5137,243,4.7,2.9
2405,Burlington,Middlesex County,MA,Burlington,2011-2015,25451,1335,5.2,1.6
2406,Cambridge,Middlesex County,MA,Cambridge,2011-2015,91383,12781,14,1.3
2407,Carlisle,Middlesex County,MA,Carlisle,2011-2015,5074,124,2.4,1.4
2408,Chelmsford,Middlesex County,MA,Chelmsford,2011-2015,34637,1182,3.4,0.8
2409,Concord,Middlesex County,MA,Concord,2011-2015,17328,971,5.6,1.9
2410,Dracut,Middlesex County,MA,Dracut,2011-2015,30584,1396,4.6,1.2
2411,Dunstable,Middlesex County,MA,Dunstable,2011-2015,3343,72,2.2,1.6
2412,Everett,Middlesex County,MA,Everett,2011-2015,43634,6492,14.9,2.3
2413,Framingham,Middlesex County,MA,Framingham,2011-2015,67350,7733,11.5,1.3
2414,Groton,Middlesex County,MA,Groton,2011-2015,11056,350,3.2,1.5
2415,Holliston,Middlesex County,MA,Holliston,2011-2015,14157,548,3.9,2.5
2416,Hopkinton,Middlesex County,MA,Hopkinton,2011-2015,15833,369,2.3,0.9
2417,Hudson,Middlesex County,MA,Hudson,2011-2015,19552,1169,6,1.8
2418,Lexington,Middlesex County,MA,Lexington,2011-2015,32297,1235,3.8,1.3
2419,Lincoln,Middlesex County,MA,Lincoln,2011-2015,7251,299,4.1,2.2
2420,Littleton,Middlesex County,MA,Littleton,2011-2015,9227,396,4.3,1.9
2421,Lowell,Middlesex County,MA,Lowell,2011-2015,104743,20776,19.8,1.4
2422,Malden,Middlesex County,MA,Malden,2011-2015,60472,9461,15.6,2.2
2423,Marlborough,Middlesex County,MA,Marlborough,2011-2015,38941,2837,7.3,1.5
2424,Maynard,Middlesex County,MA,Maynard,2011-2015,10412,932,9,4.4
2425,Medford,Middlesex County,MA,Medford,2011-2015,54868,5904,10.8,1.7
2426,Melrose,Middlesex County,MA,Melrose,2011-2015,27425,941,3.4,1
2427,Natick,Middlesex County,MA,Natick,2011-2015,34585,1427,4.1,1.4
2428,Newton,Middlesex County,MA,Newton,2011-2015,80264,4079,5.1,0.9
2429,North Reading,Middlesex County,MA,North Reading,2011-2015,15292,512,3.3,1.4
2430,Pepperell,Middlesex County,MA,Pepperell,2011-2015,11944,664,5.6,1.6
2431,Reading,Middlesex County,MA,Reading,2011-2015,25178,711,2.8,1.1
2432,Sherborn,Middlesex County,MA,Sherborn,2011-2015,4245,55,1.3,1.3
2433,Shirley,Middlesex County,MA,Shirley,2011-2015,5586,686,12.3,6
2434,Somerville,Middlesex County,MA,Somerville,2011-2015,75989,11176,14.7,2
2435,Stoneham,Middlesex County,MA,Stoneham,2011-2015,21662,996,4.6,1.3
2436,Stow,Middlesex County,MA,Stow,2011-2015,6957,314,4.5,3
2437,Sudbury,Middlesex County,MA,Sudbury,2011-2015,18188,286,1.6,0.9
2438,Tewksbury,Middlesex County,MA,Tewksbury,2011-2015,29623,1426,4.8,1.5
2439,Townsend,Middlesex County,MA,Townsend,2011-2015,9203,342,3.7,1.5
2440,Tyngsborough,Middlesex County,MA,Tyngsborough,2011-2015,11961,554,4.6,2.4
2441,Wakefield,Middlesex County,MA,Wakefield,2011-2015,25800,1234,4.8,1.4
2442,Waltham,Middlesex County,MA,Waltham,2011-2015,55523,5540,10,1.4
2443,Watertown,Middlesex County,MA,Watertown,2011-2015,33172,2822,8.5,2.7
2444,Wayland,Middlesex County,MA,Wayland,2011-2015,13376,610,4.6,1.6
2445,Westford,Middlesex County,MA,Westford,2011-2015,23167,697,3,1
2446,Weston,Middlesex County,MA,Weston,2011-2015,11141,341,3.1,1.2
2447,Wilmington,Middlesex County,MA,Wilmington,2011-2015,22841,691,3,1.2
2448,Winchester,Middlesex County,MA,Winchester,2011-2015,21861,738,3.4,1.7
2449,Woburn,Middlesex County,MA,Woburn,2011-2015,38852,2916,7.5,1.7
2450,Nantucket,Nantucket County,MA,Nantucket,2011-2015,10409,1205,11.6,3.2
2451,Avon,Norfolk County,MA,Avon,2011-2015,4453,141,3.2,2.1
2452,Bellingham,Norfolk County,MA,Bellingham,2011-2015,16544,504,3,1.6
2453,Braintree,Norfolk County,MA,Braintree,2011-2015,36317,2130,5.9,1.1
2454,Brookline,Norfolk County,MA,Brookline,2011-2015,57604,6996,12.1,1.6
2455,Canton,Norfolk County,MA,Canton,2011-2015,21941,1404,6.4,2.1
2456,Cohasset,Norfolk County,MA,Cohasset,2011-2015,8221,416,5.1,2.9
2457,Dedham,Norfolk County,MA,Dedham,2011-2015,24139,1168,4.8,1.5
2458,Dover,Norfolk County,MA,Dover,2011-2015,5814,33,0.6,0.5
2459,Foxborough,Norfolk County,MA,Foxborough,2011-2015,17219,856,5,1.9
2460,Franklin,Norfolk County,MA,Franklin,2011-2015,31679,1032,3.3,1.1
2461,Holbrook,Norfolk County,MA,Holbrook,2011-2015,10951,1008,9.2,4
2462,Medfield,Norfolk County,MA,Medfield,2011-2015,12328,461,3.7,1.9
2463,Medway,Norfolk County,MA,Medway,2011-2015,12956,398,3.1,1.6
2464,Millis,Norfolk County,MA,Millis,2011-2015,7998,545,6.8,3.9
2465,Milton,Norfolk County,MA,Milton,2011-2015,25556,1016,4,1.2
2466,Needham,Norfolk County,MA,Needham,2011-2015,28988,974,3.4,1
2467,Norfolk,Norfolk County,MA,Norfolk,2011-2015,9462,381,4,1.5
2468,Norwood,Norfolk County,MA,Norwood,2011-2015,28503,2333,8.2,2
2469,Plainville,Norfolk County,MA,Plainville,2011-2015,8735,420,4.8,2.6
2470,Quincy,Norfolk County,MA,Quincy,2011-2015,92194,9446,10.2,1.1
2471,Randolph,Norfolk County,MA,Randolph,2011-2015,33036,3701,11.2,2.4
2472,Sharon,Norfolk County,MA,Sharon,2011-2015,17934,487,2.7,1.1
2473,Stoughton,Norfolk County,MA,Stoughton,2011-2015,27732,2239,8.1,1.6
2474,Walpole,Norfolk County,MA,Walpole,2011-2015,24289,676,2.8,1.2
2475,Wellesley,Norfolk County,MA,Wellesley,2011-2015,24406,850,3.5,1
2476,Westwood,Norfolk County,MA,Westwood,2011-2015,15069,247,1.6,0.9
2477,Weymouth,Norfolk County,MA,Weymouth,2011-2015,54815,3756,6.9,1
2478,Wrentham,Norfolk County,MA,Wrentham,2011-2015,11050,581,5.3,2.1
2479,Abington,Plymouth County,MA,Abington,2011-2015,16028,462,2.9,1
2480,Bridgewater,Plymouth County,MA,Bridgewater,2011-2015,22432,1898,8.5,3.2
2481,Brockton,Plymouth County,MA,Brockton,2011-2015,92838,17253,18.6,1.6
2482,Carver,Plymouth County,MA,Carver,2011-2015,11549,411,3.6,1.3
2483,Duxbury,Plymouth County,MA,Duxbury,2011-2015,15208,591,3.9,1.2
2484,East Bridgewater,Plymouth County,MA,East Bridgewater,2011-2015,13991,535,3.8,1.4
2485,Halifax,Plymouth County,MA,Halifax,2011-2015,7633,260,3.4,1.9
2486,Hanover,Plymouth County,MA,Hanover,2011-2015,14075,615,4.4,3.7
2487,Hanson,Plymouth County,MA,Hanson,2011-2015,10350,387,3.7,1.8
2488,Hingham,Plymouth County,MA,Hingham,2011-2015,22445,1078,4.8,2.2
2489,Hull,Plymouth County,MA,Hull,2011-2015,10403,496,4.8,1.5
2490,Kingston,Plymouth County,MA,Kingston,2011-2015,12714,771,6.1,2.3
2491,Lakeville,Plymouth County,MA,Lakeville,2011-2015,10979,482,4.4,1.6
2492,Marion,Plymouth County,MA,Marion,2011-2015,4851,269,5.5,2.9
2493,Marshfield,Plymouth County,MA,Marshfield,2011-2015,25493,1614,6.3,1.9
2494,Mattapoisett,Plymouth County,MA,Mattapoisett,2011-2015,6176,241,3.9,2.8
2495,Middleborough,Plymouth County,MA,Middleborough,2011-2015,23286,1646,7.1,2
2496,Norwell,Plymouth County,MA,Norwell,2011-2015,10535,337,3.2,1.3
2497,Pembroke,Plymouth County,MA,Pembroke,2011-2015,18049,842,4.7,2.1
2498,Plymouth,Plymouth County,MA,Plymouth,2011-2015,55848,3786,6.8,1.2
2499,Plympton,Plymouth County,MA,Plympton,2011-2015,2868,142,5,2.3
2500,Rochester,Plymouth County,MA,Rochester,2011-2015,5385,275,5.1,2.3
2501,Rockland,Plymouth County,MA,Rockland,2011-2015,17472,1260,7.2,3.1
2502,Scituate,Plymouth County,MA,Scituate,2011-2015,18136,737,4.1,1.5
2503,Wareham,Plymouth County,MA,Wareham,2011-2015,22043,2610,11.8,3
2504,West Bridgewater,Plymouth County,MA,West Bridgewater,2011-2015,6838,315,4.6,2.2
2505,Whitman,Plymouth County,MA,Whitman,2011-2015,14714,996,6.8,2
2506,Boston,Suffolk County,MA,Boston,2011-2015,607322,130775,21.5,0.7
2507,Chelsea,Suffolk County,MA,Chelsea,2011-2015,37074,7748,20.9,3.4
2508,Revere,Suffolk County,MA,Revere,2011-2015,52837,8219,15.6,2.1
2509,Winthrop,Suffolk County,MA,Winthrop,2011-2015,17945,1536,8.6,1.9
2510,Ashburnham,Worcester County,MA,Ashburnham,2011-2015,6026,447,7.4,3.1
2511,Athol,Worcester County,MA,Athol,2011-2015,11468,1922,16.8,5.3
2512,Auburn,Worcester County,MA,Auburn,2011-2015,16257,693,4.3,1
2513,Barre,Worcester County,MA,Barre,2011-2015,5356,270,5,2.3
2514,Berlin,Worcester County,MA,Berlin,2011-2015,2947,79,2.7,1.3
2515,Blackstone,Worcester County,MA,Blackstone,2011-2015,9029,518,5.7,2.4
2516,Bolton,Worcester County,MA,Bolton,2011-2015,5055,92,1.8,1.1
2517,Boylston,Worcester County,MA,Boylston,2011-2015,4426,148,3.3,1.4
2518,Brookfield,Worcester County,MA,Brookfield,2011-2015,3368,301,8.9,4.2
2519,Charlton,Worcester County,MA,Charlton,2011-2015,13043,610,4.7,1.6
2520,Clinton,Worcester County,MA,Clinton,2011-2015,13727,1251,9.1,3.4
2521,Douglas,Worcester County,MA,Douglas,2011-2015,8594,286,3.3,1.9
2522,Dudley,Worcester County,MA,Dudley,2011-2015,10516,1044,9.9,3.2
2523,East Brookfield,Worcester County,MA,East Brookfield,2011-2015,2198,129,5.9,3.2
2524,Fitchburg,Worcester County,MA,Fitchburg,2011-2015,38443,7450,19.4,2.6
2525,Gardner,Worcester County,MA,Gardner,2011-2015,19188,3665,19.1,3.1
2526,Grafton,Worcester County,MA,Grafton,2011-2015,18166,1063,5.9,1.6
2527,Hardwick,Worcester County,MA,Hardwick,2011-2015,2888,481,16.7,5.8
2528,Harvard,Worcester County,MA,Harvard,2011-2015,5514,451,8.2,6.3
2529,Holden,Worcester County,MA,Holden,2011-2015,17922,559,3.1,0.8
2530,Hopedale,Worcester County,MA,Hopedale,2011-2015,5883,138,2.3,1.5
2531,Hubbardston,Worcester County,MA,Hubbardston,2011-2015,4474,261,5.8,3.4
2532,Lancaster,Worcester County,MA,Lancaster,2011-2015,6631,613,9.2,6.4
2533,Leicester,Worcester County,MA,Leicester,2011-2015,10764,594,5.5,2.3
2534,Leominster,Worcester County,MA,Leominster,2011-2015,40797,5360,13.1,2.3
2535,Lunenburg,Worcester County,MA,Lunenburg,2011-2015,10814,992,9.2,4
2536,Mendon,Worcester County,MA,Mendon,2011-2015,5919,101,1.7,1.2
2537,Milford,Worcester County,MA,Milford,2011-2015,28170,3146,11.2,2.8
2538,Millbury,Worcester County,MA,Millbury,2011-2015,13218,938,7.1,2.5
2539,Millville,Worcester County,MA,Millville,2011-2015,3203,274,8.6,3.9
2540,New Braintree,Worcester County,MA,New Braintree,2011-2015,1116,56,5,2
2541,Northborough,Worcester County,MA,Northborough,2011-2015,14659,461,3.1,2.3
2542,Northbridge,Worcester County,MA,Northbridge,2011-2015,15926,1219,7.7,2.8
2543,North Brookfield,Worcester County,MA,North Brookfield,2011-2015,4716,273,5.8,3.5
2544,Oakham,Worcester County,MA,Oakham,2011-2015,1803,103,5.7,2.5
2545,Oxford,Worcester County,MA,Oxford,2011-2015,13566,1337,9.9,4.8
2546,Paxton,Worcester County,MA,Paxton,2011-2015,4320,134,3.1,1.9
2547,Petersham,Worcester County,MA,Petersham,2011-2015,1130,27,2.4,1.6
2548,Phillipston,Worcester County,MA,Phillipston,2011-2015,1731,69,4,1.9
2549,Princeton,Worcester County,MA,Princeton,2011-2015,3456,259,7.5,3
2550,Royalston,Worcester County,MA,Royalston,2011-2015,1304,184,14.1,5.3
2551,Rutland,Worcester County,MA,Rutland,2011-2015,8295,203,2.4,1.7
2552,Shrewsbury,Worcester County,MA,Shrewsbury,2011-2015,36247,1896,5.2,1.2
2553,Southborough,Worcester County,MA,Southborough,2011-2015,9797,346,3.5,1.5
2554,Southbridge,Worcester County,MA,Southbridge,2011-2015,16552,2790,16.9,3.2
2555,Spencer,Worcester County,MA,Spencer,2011-2015,11755,1342,11.4,4.6
2556,Sterling,Worcester County,MA,Sterling,2011-2015,7823,385,4.9,4
2557,Sturbridge,Worcester County,MA,Sturbridge,2011-2015,9417,417,4.4,2.1
2558,Sutton,Worcester County,MA,Sutton,2011-2015,9141,338,3.7,3.6
2559,Templeton,Worcester County,MA,Templeton,2011-2015,7889,820,10.4,4.9
2560,Upton,Worcester County,MA,Upton,2011-2015,7614,373,4.9,2.3
2561,Uxbridge,Worcester County,MA,Uxbridge,2011-2015,13621,916,6.7,3.1
2562,Warren,Worcester County,MA,Warren,2011-2015,5163,686,13.3,7.8
2563,Webster,Worcester County,MA,Webster,2011-2015,16415,2542,15.5,4.3
2564,Westborough,Worcester County,MA,Westborough,2011-2015,18266,781,4.3,1.3
2565,West Boylston,Worcester County,MA,West Boylston,2011-2015,5502,465,8.5,3.4
2566,West Brookfield,Worcester County,MA,West Brookfield,2011-2015,3599,195,5.4,2.5
2567,Westminster,Worcester County,MA,Westminster,2011-2015,7368,252,3.4,1.7
2568,Winchendon,Worcester County,MA,Winchendon,2011-2015,10292,890,8.6,3.2
2569,Worcester,Worcester County,MA,Worcester,2011-2015,172365,38653,22.4,1.1
