,Municipal,County,State,Region,Five_Year_Range,Civilian_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
403,Harvard,Worcester County,MA,Harvard,2006-2010,4885,482,9.9,2.2
404,Harvard,Worcester County,MA,Harvard,2007-2011,4850,511,10.5,2.2
405,Harvard,Worcester County,MA,Harvard,2008-2012,5039,533,10.6,2.5
1427,Harvard,Worcester County,MA,Harvard,2009-2013,5071,463,9.1,2.2
1794,Harvard,Worcester County,MA,Harvard,2010-2014,5051,511,10.1,2.1
2161,Harvard,Worcester County,MA,Harvard,2011-2015,5058,538,10.6,2.6
2528,Harvard,Worcester County,MA,Harvard,2012-2016,5227,510,9.8,2.4
2895,Harvard,Worcester County,MA,Harvard,2013-2017,5163,483,9.4,2
406,Harwich,Barnstable County,MA,Harwich,2006-2010,10187,1526,15,1.9
407,Harwich,Barnstable County,MA,Harwich,2007-2011,10142,1458,14.4,2.1
408,Harwich,Barnstable County,MA,Harwich,2008-2012,10309,1394,13.5,1.8
1125,Harwich,Barnstable County,MA,Harwich,2009-2013,10273,1249,12.2,1.7
1492,Harwich,Barnstable County,MA,Harwich,2010-2014,10324,1129,10.9,1.7
1859,Harwich,Barnstable County,MA,Harwich,2011-2015,10258,1085,10.6,1.6
2226,Harwich,Barnstable County,MA,Harwich,2012-2016,10270,1135,11.1,1.9
2593,Harwich,Barnstable County,MA,Harwich,2013-2017,10335,1118,10.8,2.1
409,Hatfield,Hampshire County,MA,Hatfield,2006-2010,2718,289,10.6,3.3
410,Hatfield,Hampshire County,MA,Hatfield,2007-2011,2679,342,12.8,3.3
411,Hatfield,Hampshire County,MA,Hatfield,2008-2012,2612,308,11.8,3.6
1283,Hatfield,Hampshire County,MA,Hatfield,2009-2013,2688,235,8.7,2.4
1650,Hatfield,Hampshire County,MA,Hatfield,2010-2014,2738,265,9.7,3
2017,Hatfield,Hampshire County,MA,Hatfield,2011-2015,2778,259,9.3,2.4
2384,Hatfield,Hampshire County,MA,Hatfield,2012-2016,2813,192,6.8,2.7
2751,Hatfield,Hampshire County,MA,Hatfield,2013-2017,2849,197,6.9,2.4
412,Haverhill,Essex County,MA,Haverhill,2006-2010,45431,4099,9,0.8
413,Haverhill,Essex County,MA,Haverhill,2007-2011,46159,3935,8.5,0.7
414,Haverhill,Essex County,MA,Haverhill,2008-2012,46781,3757,8,0.8
1202,Haverhill,Essex County,MA,Haverhill,2009-2013,47137,3935,8.3,0.8
1569,Haverhill,Essex County,MA,Haverhill,2010-2014,47578,3849,8.1,0.8
1936,Haverhill,Essex County,MA,Haverhill,2011-2015,48006,3735,7.8,0.8
2303,Haverhill,Essex County,MA,Haverhill,2012-2016,48523,3512,7.2,0.8
2670,Haverhill,Essex County,MA,Haverhill,2013-2017,48282,3504,7.3,0.8
415,Hawley,Franklin County,MA,Hawley,2006-2010,306,52,17,5.1
416,Hawley,Franklin County,MA,Hawley,2007-2011,324,52,16,5.2
417,Hawley,Franklin County,MA,Hawley,2008-2012,323,53,16.4,4.9
1236,Hawley,Franklin County,MA,Hawley,2009-2013,330,53,16.1,4.8
1603,Hawley,Franklin County,MA,Hawley,2010-2014,358,53,14.8,4.5
1970,Hawley,Franklin County,MA,Hawley,2011-2015,333,51,15.3,4.9
2337,Hawley,Franklin County,MA,Hawley,2012-2016,340,47,13.8,4.3
2704,Hawley,Franklin County,MA,Hawley,2013-2017,344,41,11.9,3.8
418,Heath,Franklin County,MA,Heath,2006-2010,369,42,11.4,5.2
419,Heath,Franklin County,MA,Heath,2007-2011,417,48,11.5,5
420,Heath,Franklin County,MA,Heath,2008-2012,459,50,10.9,4.4
1237,Heath,Franklin County,MA,Heath,2009-2013,510,66,12.9,4.5
1604,Heath,Franklin County,MA,Heath,2010-2014,545,53,9.7,3.7
1971,Heath,Franklin County,MA,Heath,2011-2015,581,49,8.4,3.4
2338,Heath,Franklin County,MA,Heath,2012-2016,544,40,7.4,3
2705,Heath,Franklin County,MA,Heath,2013-2017,579,36,6.2,2.7
421,Hingham,Plymouth County,MA,Hingham,2006-2010,15946,1732,10.9,1.3
422,Hingham,Plymouth County,MA,Hingham,2007-2011,16093,1807,11.2,1.6
423,Hingham,Plymouth County,MA,Hingham,2008-2012,16376,1729,10.6,1.4
1387,Hingham,Plymouth County,MA,Hingham,2009-2013,16527,1637,9.9,1.4
1754,Hingham,Plymouth County,MA,Hingham,2010-2014,16605,1401,8.4,1.3
2121,Hingham,Plymouth County,MA,Hingham,2011-2015,16737,1295,7.7,1.3
2488,Hingham,Plymouth County,MA,Hingham,2012-2016,17006,1180,6.9,1.1
2855,Hingham,Plymouth County,MA,Hingham,2013-2017,17040,1064,6.2,1.1
424,Hinsdale,Berkshire County,MA,Hinsdale,2006-2010,1744,282,16.2,3.7
425,Hinsdale,Berkshire County,MA,Hinsdale,2007-2011,1707,246,14.4,3.7
426,Hinsdale,Berkshire County,MA,Hinsdale,2008-2012,1758,248,14.1,3.8
1143,Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,1811,261,14.4,4
1510,Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,1677,202,12,3.3
1877,Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,1661,154,9.3,2.6
2244,Hinsdale,Berkshire County,MA,Hinsdale,2012-2016,1546,158,10.2,3
2611,Hinsdale,Berkshire County,MA,Hinsdale,2013-2017,1599,149,9.3,3.1
427,Holbrook,Norfolk County,MA,Holbrook,2006-2010,8366,776,9.3,2.2
428,Holbrook,Norfolk County,MA,Holbrook,2007-2011,8374,840,10,2.3
429,Holbrook,Norfolk County,MA,Holbrook,2008-2012,8472,768,9.1,2.1
1360,Holbrook,Norfolk County,MA,Holbrook,2009-2013,8886,850,9.6,2.4
1727,Holbrook,Norfolk County,MA,Holbrook,2010-2014,9026,921,10.2,2.1
2094,Holbrook,Norfolk County,MA,Holbrook,2011-2015,9070,949,10.5,2.3
2461,Holbrook,Norfolk County,MA,Holbrook,2012-2016,9163,820,8.9,2.1
2828,Holbrook,Norfolk County,MA,Holbrook,2013-2017,9212,863,9.4,2.3
430,Holden,Worcester County,MA,Holden,2006-2010,12768,1402,11,1.2
431,Holden,Worcester County,MA,Holden,2007-2011,12836,1300,10.1,1.4
432,Holden,Worcester County,MA,Holden,2008-2012,13178,1143,8.7,1.2
1428,Holden,Worcester County,MA,Holden,2009-2013,13296,1162,8.7,1.1
1795,Holden,Worcester County,MA,Holden,2010-2014,13525,1070,7.9,1.1
2162,Holden,Worcester County,MA,Holden,2011-2015,13773,954,6.9,0.9
2529,Holden,Worcester County,MA,Holden,2012-2016,13879,823,5.9,0.9
2896,Holden,Worcester County,MA,Holden,2013-2017,14045,833,5.9,0.9
433,Holland,Hampden County,MA,Holland,2006-2010,2055,303,14.7,3.1
434,Holland,Hampden County,MA,Holland,2007-2011,2019,295,14.6,3.5
435,Holland,Hampden County,MA,Holland,2008-2012,1994,281,14.1,3.3
1260,Holland,Hampden County,MA,Holland,2009-2013,2018,276,13.7,3.1
1627,Holland,Hampden County,MA,Holland,2010-2014,2072,319,15.4,3.3
1994,Holland,Hampden County,MA,Holland,2011-2015,2078,265,12.8,2.7
2361,Holland,Hampden County,MA,Holland,2012-2016,1982,247,12.5,1.9
2728,Holland,Hampden County,MA,Holland,2013-2017,1989,258,13,2.9
436,Holliston,Middlesex County,MA,Holliston,2006-2010,9806,899,9.2,1.7
437,Holliston,Middlesex County,MA,Holliston,2007-2011,9972,935,9.4,1.8
438,Holliston,Middlesex County,MA,Holliston,2008-2012,9908,895,9,1.4
1314,Holliston,Middlesex County,MA,Holliston,2009-2013,10007,811,8.1,1.5
1681,Holliston,Middlesex County,MA,Holliston,2010-2014,10222,871,8.5,1.7
2048,Holliston,Middlesex County,MA,Holliston,2011-2015,10415,754,7.2,1.4
2415,Holliston,Middlesex County,MA,Holliston,2012-2016,10558,706,6.7,1.5
2782,Holliston,Middlesex County,MA,Holliston,2013-2017,10682,656,6.1,1.4
439,Holyoke,Hampden County,MA,Holyoke,2006-2010,29244,2931,10,1.1
440,Holyoke,Hampden County,MA,Holyoke,2007-2011,29435,2700,9.2,1.4
441,Holyoke,Hampden County,MA,Holyoke,2008-2012,29786,2620,8.8,1.2
1261,Holyoke,Hampden County,MA,Holyoke,2009-2013,29795,2372,8,1.2
1628,Holyoke,Hampden County,MA,Holyoke,2010-2014,30216,2440,8.1,1.4
1995,Holyoke,Hampden County,MA,Holyoke,2011-2015,30458,2150,7.1,1
2362,Holyoke,Hampden County,MA,Holyoke,2012-2016,30534,1915,6.3,1.2
2729,Holyoke,Hampden County,MA,Holyoke,2013-2017,30869,1691,5.5,0.8
442,Hopedale,Worcester County,MA,Hopedale,2006-2010,4556,375,8.2,2.7
443,Hopedale,Worcester County,MA,Hopedale,2007-2011,4474,299,6.7,2.4
444,Hopedale,Worcester County,MA,Hopedale,2008-2012,4369,279,6.4,2.4
1429,Hopedale,Worcester County,MA,Hopedale,2009-2013,4329,294,6.8,2.7
1796,Hopedale,Worcester County,MA,Hopedale,2010-2014,4400,282,6.4,2.5
2163,Hopedale,Worcester County,MA,Hopedale,2011-2015,4386,239,5.4,2.3
2530,Hopedale,Worcester County,MA,Hopedale,2012-2016,4443,230,5.2,2.2
2897,Hopedale,Worcester County,MA,Hopedale,2013-2017,4515,313,6.9,2.9
445,Hopkinton,Middlesex County,MA,Hopkinton,2006-2010,9589,794,8.3,1.2
446,Hopkinton,Middlesex County,MA,Hopkinton,2007-2011,9912,844,8.5,1.7
447,Hopkinton,Middlesex County,MA,Hopkinton,2008-2012,10075,791,7.9,1.5
1315,Hopkinton,Middlesex County,MA,Hopkinton,2009-2013,10269,817,8,1.7
1682,Hopkinton,Middlesex County,MA,Hopkinton,2010-2014,10783,771,7.2,1.5
2049,Hopkinton,Middlesex County,MA,Hopkinton,2011-2015,11176,635,5.7,1.3
2416,Hopkinton,Middlesex County,MA,Hopkinton,2012-2016,11591,648,5.6,1.5
2783,Hopkinton,Middlesex County,MA,Hopkinton,2013-2017,12028,607,5,1.4
448,Hubbardston,Worcester County,MA,Hubbardston,2006-2010,3191,433,13.6,4.6
449,Hubbardston,Worcester County,MA,Hubbardston,2007-2011,3229,424,13.1,3.4
450,Hubbardston,Worcester County,MA,Hubbardston,2008-2012,3302,381,11.5,3.4
1430,Hubbardston,Worcester County,MA,Hubbardston,2009-2013,3370,427,12.7,3.4
1797,Hubbardston,Worcester County,MA,Hubbardston,2010-2014,3310,358,10.8,2.4
2164,Hubbardston,Worcester County,MA,Hubbardston,2011-2015,3378,339,10,2.2
2531,Hubbardston,Worcester County,MA,Hubbardston,2012-2016,3456,337,9.8,2.1
2898,Hubbardston,Worcester County,MA,Hubbardston,2013-2017,3526,388,11,2.5
451,Hudson,Middlesex County,MA,Hudson,2006-2010,14398,1217,8.5,1.2
452,Hudson,Middlesex County,MA,Hudson,2007-2011,14587,1224,8.4,1.3
453,Hudson,Middlesex County,MA,Hudson,2008-2012,14831,1114,7.5,1.2
1316,Hudson,Middlesex County,MA,Hudson,2009-2013,15084,1169,7.7,1.1
1683,Hudson,Middlesex County,MA,Hudson,2010-2014,15428,1051,6.8,1.1
2050,Hudson,Middlesex County,MA,Hudson,2011-2015,15529,1018,6.6,1.2
2417,Hudson,Middlesex County,MA,Hudson,2012-2016,15644,1009,6.4,1.1
2784,Hudson,Middlesex County,MA,Hudson,2013-2017,15898,1047,6.6,1.2
454,Hull,Plymouth County,MA,Hull,2006-2010,8449,974,11.5,2
455,Hull,Plymouth County,MA,Hull,2007-2011,8588,924,10.8,2.1
456,Hull,Plymouth County,MA,Hull,2008-2012,8652,876,10.1,1.6
1388,Hull,Plymouth County,MA,Hull,2009-2013,8568,871,10.2,1.8
1755,Hull,Plymouth County,MA,Hull,2010-2014,8614,871,10.1,1.6
2122,Hull,Plymouth County,MA,Hull,2011-2015,8867,860,9.7,1.6
2489,Hull,Plymouth County,MA,Hull,2012-2016,9018,863,9.6,2
2856,Hull,Plymouth County,MA,Hull,2013-2017,9094,695,7.6,1.4
457,Huntington,Hampshire County,MA,Huntington,2006-2010,1619,200,12.4,3.1
458,Huntington,Hampshire County,MA,Huntington,2007-2011,1681,221,13.1,3.3
459,Huntington,Hampshire County,MA,Huntington,2008-2012,1647,202,12.3,3.4
1284,Huntington,Hampshire County,MA,Huntington,2009-2013,1519,161,10.6,3.4
1651,Huntington,Hampshire County,MA,Huntington,2010-2014,1558,187,12,3.8
2018,Huntington,Hampshire County,MA,Huntington,2011-2015,1599,191,11.9,2.9
2385,Huntington,Hampshire County,MA,Huntington,2012-2016,1591,205,12.9,3.5
2752,Huntington,Hampshire County,MA,Huntington,2013-2017,1597,190,11.9,3.8
460,Ipswich,Essex County,MA,Ipswich,2006-2010,10354,1015,9.8,1.8
461,Ipswich,Essex County,MA,Ipswich,2007-2011,10303,926,9,1.6
462,Ipswich,Essex County,MA,Ipswich,2008-2012,10487,976,9.3,1.4
1203,Ipswich,Essex County,MA,Ipswich,2009-2013,10674,1087,10.2,1.7
1570,Ipswich,Essex County,MA,Ipswich,2010-2014,10804,1042,9.6,1.7
1937,Ipswich,Essex County,MA,Ipswich,2011-2015,10814,976,9,1.7
2304,Ipswich,Essex County,MA,Ipswich,2012-2016,10872,929,8.5,1.9
2671,Ipswich,Essex County,MA,Ipswich,2013-2017,10998,835,7.6,1.6
463,Kingston,Plymouth County,MA,Kingston,2006-2010,9274,1150,12.4,2.5
464,Kingston,Plymouth County,MA,Kingston,2007-2011,9457,1117,11.8,2.5
465,Kingston,Plymouth County,MA,Kingston,2008-2012,9541,1056,11.1,2.6
1389,Kingston,Plymouth County,MA,Kingston,2009-2013,9759,1052,10.8,2.2
1756,Kingston,Plymouth County,MA,Kingston,2010-2014,10085,1077,10.7,2
2123,Kingston,Plymouth County,MA,Kingston,2011-2015,10049,888,8.8,2
2490,Kingston,Plymouth County,MA,Kingston,2012-2016,10100,867,8.6,1.6
2857,Kingston,Plymouth County,MA,Kingston,2013-2017,10155,919,9,1.9
466,Lakeville,Plymouth County,MA,Lakeville,2006-2010,7578,791,10.4,2.3
467,Lakeville,Plymouth County,MA,Lakeville,2007-2011,7636,769,10.1,2
468,Lakeville,Plymouth County,MA,Lakeville,2008-2012,8004,820,10.2,2
1390,Lakeville,Plymouth County,MA,Lakeville,2009-2013,8109,883,10.9,2
1757,Lakeville,Plymouth County,MA,Lakeville,2010-2014,8356,864,10.3,1.9
2124,Lakeville,Plymouth County,MA,Lakeville,2011-2015,8558,845,9.9,1.6
2491,Lakeville,Plymouth County,MA,Lakeville,2012-2016,8730,846,9.7,1.7
2858,Lakeville,Plymouth County,MA,Lakeville,2013-2017,8832,848,9.6,1.6
469,Lancaster,Worcester County,MA,Lancaster,2006-2010,6039,521,8.6,2.1
470,Lancaster,Worcester County,MA,Lancaster,2007-2011,6218,490,7.9,2.2
471,Lancaster,Worcester County,MA,Lancaster,2008-2012,6287,610,9.7,2.3
1431,Lancaster,Worcester County,MA,Lancaster,2009-2013,6439,679,10.5,2.4
1798,Lancaster,Worcester County,MA,Lancaster,2010-2014,6405,563,8.8,2.5
2165,Lancaster,Worcester County,MA,Lancaster,2011-2015,6438,444,6.9,2
2532,Lancaster,Worcester County,MA,Lancaster,2012-2016,6546,553,8.4,2.6
2899,Lancaster,Worcester County,MA,Lancaster,2013-2017,6385,456,7.1,2.3
472,Lanesborough,Berkshire County,MA,Lanesborough,2006-2010,2442,324,13.3,4.8
473,Lanesborough,Berkshire County,MA,Lanesborough,2007-2011,2408,328,13.6,4.8
474,Lanesborough,Berkshire County,MA,Lanesborough,2008-2012,2389,298,12.5,4.7
1144,Lanesborough,Berkshire County,MA,Lanesborough,2009-2013,2353,261,11.1,4.6
1511,Lanesborough,Berkshire County,MA,Lanesborough,2010-2014,2339,268,11.5,4.6
1878,Lanesborough,Berkshire County,MA,Lanesborough,2011-2015,2322,189,8.1,3.4
2245,Lanesborough,Berkshire County,MA,Lanesborough,2012-2016,2316,154,6.6,3.2
2612,Lanesborough,Berkshire County,MA,Lanesborough,2013-2017,2347,219,9.3,3.8
475,Lawrence,Essex County,MA,Lawrence,2006-2010,52957,2075,3.9,0.5
476,Lawrence,Essex County,MA,Lawrence,2007-2011,53957,2126,3.9,0.6
477,Lawrence,Essex County,MA,Lawrence,2008-2012,54274,1964,3.6,0.5
1204,Lawrence,Essex County,MA,Lawrence,2009-2013,55189,1830,3.3,0.5
1571,Lawrence,Essex County,MA,Lawrence,2010-2014,55726,1633,2.9,0.4
1938,Lawrence,Essex County,MA,Lawrence,2011-2015,57437,1464,2.5,0.4
2305,Lawrence,Essex County,MA,Lawrence,2012-2016,57895,1234,2.1,0.3
2672,Lawrence,Essex County,MA,Lawrence,2013-2017,58420,1151,2,0.4
478,Lee,Berkshire County,MA,Lee,2006-2010,4759,550,11.6,2.8
479,Lee,Berkshire County,MA,Lee,2007-2011,4897,580,11.8,3.3
480,Lee,Berkshire County,MA,Lee,2008-2012,4828,560,11.6,3.1
1145,Lee,Berkshire County,MA,Lee,2009-2013,4917,606,12.3,3.7
1512,Lee,Berkshire County,MA,Lee,2010-2014,4873,578,11.9,3.8
1879,Lee,Berkshire County,MA,Lee,2011-2015,4897,552,11.3,3.1
2246,Lee,Berkshire County,MA,Lee,2012-2016,4768,410,8.6,1.9
2613,Lee,Berkshire County,MA,Lee,2013-2017,4649,472,10.2,2.8
481,Leicester,Worcester County,MA,Leicester,2006-2010,8526,1070,12.5,2
482,Leicester,Worcester County,MA,Leicester,2007-2011,8540,999,11.7,1.8
483,Leicester,Worcester County,MA,Leicester,2008-2012,8935,1033,11.6,2.1
1432,Leicester,Worcester County,MA,Leicester,2009-2013,8889,892,10,2
1799,Leicester,Worcester County,MA,Leicester,2010-2014,9184,922,10,1.8
2166,Leicester,Worcester County,MA,Leicester,2011-2015,9127,844,9.2,2
2533,Leicester,Worcester County,MA,Leicester,2012-2016,9282,777,8.4,1.6
2900,Leicester,Worcester County,MA,Leicester,2013-2017,9432,663,7,1.7
484,Lenox,Berkshire County,MA,Lenox,2006-2010,3740,432,11.6,3.7
485,Lenox,Berkshire County,MA,Lenox,2007-2011,3725,386,10.4,3.2
486,Lenox,Berkshire County,MA,Lenox,2008-2012,3735,392,10.5,2.8
1146,Lenox,Berkshire County,MA,Lenox,2009-2013,3892,422,10.8,3.1
1513,Lenox,Berkshire County,MA,Lenox,2010-2014,4081,486,11.9,3.4
1880,Lenox,Berkshire County,MA,Lenox,2011-2015,4100,510,12.4,3.1
2247,Lenox,Berkshire County,MA,Lenox,2012-2016,4209,515,12.2,3
2614,Lenox,Berkshire County,MA,Lenox,2013-2017,4284,492,11.5,3.2
487,Leominster,Worcester County,MA,Leominster,2006-2010,31101,3393,10.9,1.2
488,Leominster,Worcester County,MA,Leominster,2007-2011,31482,3404,10.8,1
489,Leominster,Worcester County,MA,Leominster,2008-2012,32209,3157,9.8,1.1
1433,Leominster,Worcester County,MA,Leominster,2009-2013,32247,3234,10,1.2
1800,Leominster,Worcester County,MA,Leominster,2010-2014,32546,3146,9.7,1.2
2167,Leominster,Worcester County,MA,Leominster,2011-2015,32494,2834,8.7,0.9
2534,Leominster,Worcester County,MA,Leominster,2012-2016,32305,2733,8.5,1
2901,Leominster,Worcester County,MA,Leominster,2013-2017,32043,2537,7.9,0.9
490,Leverett,Franklin County,MA,Leverett,2006-2010,1504,102,6.8,2.1
491,Leverett,Franklin County,MA,Leverett,2007-2011,1405,117,8.3,1.9
492,Leverett,Franklin County,MA,Leverett,2008-2012,1461,130,8.9,1.9
1238,Leverett,Franklin County,MA,Leverett,2009-2013,1448,112,7.7,1.6
1605,Leverett,Franklin County,MA,Leverett,2010-2014,1508,96,6.4,1.5
1972,Leverett,Franklin County,MA,Leverett,2011-2015,1602,111,6.9,1.7
2339,Leverett,Franklin County,MA,Leverett,2012-2016,1587,100,6.3,1.7
2706,Leverett,Franklin County,MA,Leverett,2013-2017,1630,118,7.2,1.8
493,Lexington,Middlesex County,MA,Lexington,2006-2010,22824,1741,7.6,0.9
494,Lexington,Middlesex County,MA,Lexington,2007-2011,23005,1573,6.8,0.9
495,Lexington,Middlesex County,MA,Lexington,2008-2012,23311,1508,6.5,0.9
1317,Lexington,Middlesex County,MA,Lexington,2009-2013,23617,1357,5.7,0.9
1684,Lexington,Middlesex County,MA,Lexington,2010-2014,23831,1185,5,0.7
2051,Lexington,Middlesex County,MA,Lexington,2011-2015,24157,1101,4.6,0.7
2418,Lexington,Middlesex County,MA,Lexington,2012-2016,24327,985,4,0.7
2785,Lexington,Middlesex County,MA,Lexington,2013-2017,24621,1020,4.1,0.6
496,Leyden,Franklin County,MA,Leyden,2006-2010,552,62,11.2,4.4
497,Leyden,Franklin County,MA,Leyden,2007-2011,531,76,14.3,4.5
498,Leyden,Franklin County,MA,Leyden,2008-2012,588,74,12.6,4.2
1239,Leyden,Franklin County,MA,Leyden,2009-2013,578,66,11.4,3.6
1606,Leyden,Franklin County,MA,Leyden,2010-2014,556,58,10.4,3.7
1973,Leyden,Franklin County,MA,Leyden,2011-2015,555,54,9.7,3.1
2340,Leyden,Franklin County,MA,Leyden,2012-2016,577,59,10.2,3.4
2707,Leyden,Franklin County,MA,Leyden,2013-2017,565,61,10.8,3
499,Lincoln,Middlesex County,MA,Lincoln,2006-2010,3990,346,8.7,2.6
500,Lincoln,Middlesex County,MA,Lincoln,2007-2011,3987,391,9.8,2.7
501,Lincoln,Middlesex County,MA,Lincoln,2008-2012,4057,441,10.9,2.8
1318,Lincoln,Middlesex County,MA,Lincoln,2009-2013,4081,559,13.7,2.7
1685,Lincoln,Middlesex County,MA,Lincoln,2010-2014,4543,597,13.1,3.1
2052,Lincoln,Middlesex County,MA,Lincoln,2011-2015,4655,528,11.3,3
2419,Lincoln,Middlesex County,MA,Lincoln,2012-2016,4355,433,9.9,2.5
2786,Lincoln,Middlesex County,MA,Lincoln,2013-2017,4418,462,10.5,3.1
502,Littleton,Middlesex County,MA,Littleton,2006-2010,6454,572,8.9,2.1
503,Littleton,Middlesex County,MA,Littleton,2007-2011,6464,528,8.2,2.2
504,Littleton,Middlesex County,MA,Littleton,2008-2012,6654,396,6,1.5
1319,Littleton,Middlesex County,MA,Littleton,2009-2013,6864,368,5.4,1.5
1686,Littleton,Middlesex County,MA,Littleton,2010-2014,7030,383,5.4,1.4
2053,Littleton,Middlesex County,MA,Littleton,2011-2015,7288,521,7.1,2.1
2420,Littleton,Middlesex County,MA,Littleton,2012-2016,7488,658,8.8,2.5
2787,Littleton,Middlesex County,MA,Littleton,2013-2017,7571,575,7.6,1.9
505,Longmeadow,Hampden County,MA,Longmeadow,2006-2010,11608,1129,9.7,1.6
506,Longmeadow,Hampden County,MA,Longmeadow,2007-2011,11615,1064,9.2,1.4
507,Longmeadow,Hampden County,MA,Longmeadow,2008-2012,11953,1052,8.8,1.6
1262,Longmeadow,Hampden County,MA,Longmeadow,2009-2013,11893,998,8.4,1.4
1629,Longmeadow,Hampden County,MA,Longmeadow,2010-2014,11968,1105,9.2,1.9
1996,Longmeadow,Hampden County,MA,Longmeadow,2011-2015,12054,922,7.6,1.3
2363,Longmeadow,Hampden County,MA,Longmeadow,2012-2016,12238,904,7.4,1.4
2730,Longmeadow,Hampden County,MA,Longmeadow,2013-2017,12119,909,7.5,1.6
508,Lowell,Middlesex County,MA,Lowell,2006-2010,79643,5556,7,0.6
509,Lowell,Middlesex County,MA,Lowell,2007-2011,81600,5411,6.6,0.6
510,Lowell,Middlesex County,MA,Lowell,2008-2012,82700,5238,6.3,0.5
1320,Lowell,Middlesex County,MA,Lowell,2009-2013,82823,4874,5.9,0.6
1687,Lowell,Middlesex County,MA,Lowell,2010-2014,84075,4406,5.2,0.6
2054,Lowell,Middlesex County,MA,Lowell,2011-2015,85004,3974,4.7,0.5
2421,Lowell,Middlesex County,MA,Lowell,2012-2016,84837,3721,4.4,0.5
2788,Lowell,Middlesex County,MA,Lowell,2013-2017,85812,3414,4,0.4
511,Ludlow,Hampden County,MA,Ludlow,2006-2010,17092,1605,9.4,1.2
512,Ludlow,Hampden County,MA,Ludlow,2007-2011,17148,1508,8.8,1.3
513,Ludlow,Hampden County,MA,Ludlow,2008-2012,17249,1393,8.1,1.3
1263,Ludlow,Hampden County,MA,Ludlow,2009-2013,17270,1502,8.7,1.3
1630,Ludlow,Hampden County,MA,Ludlow,2010-2014,17328,1315,7.6,1.4
1997,Ludlow,Hampden County,MA,Ludlow,2011-2015,17318,1237,7.1,1.1
2364,Ludlow,Hampden County,MA,Ludlow,2012-2016,17285,1218,7,1.1
2731,Ludlow,Hampden County,MA,Ludlow,2013-2017,17296,1297,7.5,1.3
514,Lunenburg,Worcester County,MA,Lunenburg,2006-2010,7582,801,10.6,2.2
515,Lunenburg,Worcester County,MA,Lunenburg,2007-2011,7676,759,9.9,1.9
516,Lunenburg,Worcester County,MA,Lunenburg,2008-2012,8038,815,10.1,2.4
1434,Lunenburg,Worcester County,MA,Lunenburg,2009-2013,8137,882,10.8,2.2
1801,Lunenburg,Worcester County,MA,Lunenburg,2010-2014,8429,801,9.5,2.1
2168,Lunenburg,Worcester County,MA,Lunenburg,2011-2015,8513,859,10.1,2.1
2535,Lunenburg,Worcester County,MA,Lunenburg,2012-2016,8526,794,9.3,2.3
2902,Lunenburg,Worcester County,MA,Lunenburg,2013-2017,8453,724,8.6,2.1
517,Lynn,Essex County,MA,Lynn,2006-2010,67834,4650,6.9,0.6
518,Lynn,Essex County,MA,Lynn,2007-2011,67872,4385,6.5,0.5
519,Lynn,Essex County,MA,Lynn,2008-2012,67830,4223,6.2,0.5
1205,Lynn,Essex County,MA,Lynn,2009-2013,67678,3977,5.9,0.6
1572,Lynn,Essex County,MA,Lynn,2010-2014,68263,3791,5.6,0.5
1939,Lynn,Essex County,MA,Lynn,2011-2015,68183,3659,5.4,0.5
2306,Lynn,Essex County,MA,Lynn,2012-2016,68438,3475,5.1,0.5
2673,Lynn,Essex County,MA,Lynn,2013-2017,69952,3167,4.5,0.4
520,Lynnfield,Essex County,MA,Lynnfield,2006-2010,8704,835,9.6,1.7
521,Lynnfield,Essex County,MA,Lynnfield,2007-2011,8661,726,8.4,1.9
522,Lynnfield,Essex County,MA,Lynnfield,2008-2012,8873,665,7.5,1.8
1206,Lynnfield,Essex County,MA,Lynnfield,2009-2013,8955,563,6.3,1.5
