Org Name,Org Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Springfield: Washington,02810185,Public School,Principal,Deanna Suomala,141 Washington Street,,Springfield,MA,01108,413-787-7551,413-787-7742,"PK,K,01,02,03,04,05"
Springfield: White Street,02810190,Public School,Principal,Kristen Marie Hughes,300 White Street,,Springfield,MA,01108,413-787-7543,413-787-7349,"K,01,02,03,04,05"
Springfield: William N. DeBerry,02810045,Public School,Principal,Stefania Raschilla,670 Union Street,,Springfield,MA,01109,413-787-7582,413-787-6824,"K,01,02,03,04,05"
Springfield Preparatory Charter School (District): Springfield Preparatory Charter School,35100205,Charter School,Principal,Bill Spirer,370 Pine St.,,Springfield,MA,01105,413-231-2722,--,"K,01"
Stoneham: Colonial Park,02840005,Public School,Principal,Sarah Hardy,30 Avalon Road,,Stoneham,MA,02180,781-279-3890,781-279-3892,"PK,K,01,02,03,04"
Stoneham: Robin Hood,02840025,Public School,Principal,Maura Donoghue,70 Oak Street,,Stoneham,MA,02180,781-279-3870,781-438-8697,"PK,K,01,02,03,04"
Stoneham: South,02840030,Public School,Principal,Sharon Bird,11 Summer Street,,Stoneham,MA,02180,781-279-3880,781-279-2104,"K,01,02,03,04"
Stoneham: Stoneham Central Middle School,02840405,Public School,Principal,Christopher Banos,101 Central Street,,Stoneham,MA,02180,781-279-3840,781-279-3843,"05,06,07,08"
Stoneham: Stoneham High,02840505,Public School,Principal,Donna Cargill,149 Franklin Street,,Stoneham,MA,02180,781-279-3810,781-279-2070,"09,10,11,12"
Stoughton: Edwin A Jones Early Childhood Center,02850012,Public School,Principal,Heather Tucker,137 Walnut Street,,Stoughton,MA,02072,781-344-1003,781-344-2782,PK
Stoughton: Helen Hansen Elementary,02850010,Public School,Principal,Faye Polillio,1800 Central Street,,Stoughton,MA,02072,781-344-7006,781-344-4927,"K,01,02,03,04,05"
Stoughton: Joseph H Gibbons,02850025,Public School,Principal,Lynne Jardin,235 Morton Street,,Stoughton,MA,02072,781-344-7008,781-344-2653,"K,01,02,03,04,05"
Stoughton: Joseph R Dawe Jr Elementary,02850014,Public School,Principal,David Barner,131 Pine Street,,Stoughton,MA,02072,781-344-7007,781-344-8271,"K,01,02,03,04,05"
Stoughton: O'Donnell Middle School,02850405,Public School,Principal,Matthew Colantonio,211 Cushing Street,,Stoughton,MA,02072,781-344-7002,781-297-5263,"06,07,08"
Stoughton: South Elementary,02850015,Public School,Principal,Maureen Mulvey,171 Ash Street,,Stoughton,MA,02072,781-344-7004,781-344-2876,"K,01,02,03,04,05"
Stoughton: Stoughton High,02850505,Public School,Principal,Juliette Miller,232 Pearl Street,,Stoughton,MA,02072,781-344-7001,781-341-6041,"09,10,11,12"
Stoughton: West Elementary,02850020,Public School,Principal,Lisa Farrell,1322 Central Street,,Stoughton,MA,02072,781-344-7005,781-344-2973,"PK,K,01,02,03,04,05"
Sturbridge: Burgess Elementary,02870005,Public School,Principal,Kathleen Ford-pelley,45 Burgess School Rd,,Sturbridge,MA,01566,508-347-7041,508-347-8237,"PK,K,01,02,03,04,05,06"
Sturgis Charter Public (District): Sturgis Charter Public School,04890505,Charter School,Principal,Paul Marble,427 Main Street,,Hyannis,MA,02601,508-778-1782,508-771-6785,"09,10,11,12"
Sudbury: Ephraim Curtis Middle,02880305,Public School,Principal,Stephen Lambert,22 Pratts Mill Road,,Sudbury,MA,01776,978-443-1071,978-443-1098,"06,07,08"
Sudbury: General John Nixon Elementary,02880025,Public School,Principal,Leo Flanagan,472 Concord Road,,Sudbury,MA,01776,978-443-1080,978-443-0282,"K,01,02,03,04,05"
Sudbury: Israel Loring School,02880015,Public School,Principal,Timothy Mcgillicuddy,80 Woodside Road,,Sudbury,MA,01776,978-579-0870,978-579-0890,"K,01,02,03,04,05"
Sudbury: Josiah Haynes,02880010,Public School,Principal,Sharon Macdonald,169 Haynes Road,,Sudbury,MA,01776,978-443-1093,978-443-7513,"K,01,02,03,04,05"
Sudbury: Peter Noyes,02880030,Public School,Principal,Annette Doyle,280 Old Sudbury Road,,Sudbury,MA,01776,978-443-1085,978-443-6310,"PK,K,01,02,03,04,05"
Sunderland: Sunderland Elementary,02890005,Public School,Principal,Benjamin Barshefsky,1 Swampfield Drive,,Sunderland,MA,01375,413-665-1151,413-665-4545,"PK,K,01,02,03,04,05,06"
Sutton: Sutton Early Learning,02900003,Public School,Principal,Jessica Merriam,383 Boston Road,,Sutton,MA,01590,508-581-1610,508-865-3628,"PK,K,01,02"
Sutton: Sutton Elementary,02900005,Public School,Principal,Denise Harrison,Boston Rd,,Sutton,MA,01590,508-581-1620,508-865-3628,"03,04,05"
Sutton: Sutton High School,02900510,Public School,Principal,Ted McCarthy,Boston Rd,,Sutton,MA,01590,508-581-1640,508-917-0063,"09,10,11,12"
Sutton: Sutton Middle School,02900305,Public School,Principal,Gerard Goyette,Boston Rd,,Sutton,MA,01590,508-581-1630,508-865-6463,"06,07,08"
Swampscott: Clarke,02910005,Public School,Principal,Jennifer Hunt,100 Middlesex Avenue,,Swampscott,MA,01907,781-596-8812,781-581-5556,"K,01,02,03,04"
Swampscott: Hadley,02910010,Public School,Principal,Stacy Phelan,24 Redington Street,,Swampscott,MA,01907,781-596-8847,781-592-5298,"K,01,02,03,04"
Swampscott: Stanley,02910020,Public School,Principal,Thomas Daniels,10 Whitman Rd,,Swampscott,MA,01907,781-596-8837,781-592-9500,"K,01,02,03,04"
Swampscott: Swampscott High,02910505,Public School,Principal,Edward Rozmiarek,200 Essex Street,,Swampscott,MA,01907,781-596-8830,781-599-2034,"09,10,11,12"
Swampscott: Swampscott Middle,02910305,Public School,Principal,Robert Murphy,207 Forrest Avenue,,Swampscott,MA,01907,781-596-8820,781-593-2126,"PK,05,06,07,08"
Swansea: Elizabeth S Brown,02920006,Public School,Principal,Elizabeth White,29 Gardners Neck Road,,Swansea,MA,02777,508-675-7892,508-646-4411,"03,04,05"
Swansea: Gardner,02920015,Public School,Principal,Joanne Furze,10 Church Street,,Swansea,MA,02777,508-675-7899,508-646-4410,"K,01,02"
Swansea: Joseph Case High,02920505,Public School,Principal,Brian McCann,70 School Street,,Swansea,MA,02777,508-675-7483,508-646-4405,"09,10,11,12"
Swansea: Joseph Case Jr High,02920305,Public School,Principal,Robert Silveira,195 Main Street,,Swansea,MA,02777,508-675-0116,508-646-4413,"06,07,08"
Swansea: Joseph G Luther,02920020,Public School,Principal,Sean Scanlon,100 Pearse Road,,Swansea,MA,02777,508-675-7499,508-646-4408,"03,04,05"
Swansea: Mark G Hoyle Elementary,02920017,Public School,Principal,William Courville,70 Community Lane,,Swansea,MA,02777,508-679-4049,508-646-4407,"PK,K,01,02"
TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School,39020900,Public School,Principal,Adam Goldberg,141 Mansion Drive,,East Walpole,MA,02032,508-647-6500,--,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Tantasqua: Tantasqua Regional Jr High,07700405,Public School,Principal,Christopher Starczewski,320B Brookfield Rd,,Fiskdale,MA,01518,508-347-7381,508-347-3994,"07,08"
Tantasqua: Tantasqua Regional Sr High,07700505,Public School,Principal,Michael Lucas,319 Brookfield Rd,,Fiskdale,MA,01518,508-347-9301,508-347-1061,"09,10,11,12"
Tantasqua: Tantasqua Regional Vocational,07700605,Public School,Principal,Mark Wood,319 Brookfield Rd,,Fiskdale,MA,01518,508-347-3045,508-347-1061,"09,10,11,12"
Taunton: Benjamin Friedman Middle,02930315,Public School,Principal,Kathleen Perry,500 Norton Avenue,,Taunton,MA,02780,508-821-1493,508-821-3185,"05,06,07"
Taunton: East Taunton Elementary,02930010,Public School,Principal,Stephanie Hoye,58R Stevens Street,,East Taunton,MA,02718,508-821-1330,508-821-1334,"K,01,02,03,04"
Taunton: Edmund Hatch Bennett,02930007,Public School,Principal,Lisa Riendeau,47 North Walker Street,,Taunton,MA,02780,508-821-1245,508-821-1353,"K,01,02,03,04"
Taunton: Edward F. Leddy Preschool,02930005,Public School,Principal,Janet Belanger,36 Second Street,,Taunton,MA,02780,508-821-1275,508-821-1366,PK
Taunton: Elizabeth Pole,02930027,Public School,Principal,Barbara McGuire,215 Harris Street,,Taunton,MA,02780,508-821-1260,508-821-1363,"K,01,02,03,04"
Taunton: H H Galligan,02930057,Public School,Principal,Anabela Jones,15 Sheridan Street,,Taunton,MA,02780,508-821-1295,508-821-1355,"K,01,02,03,04"
Taunton: Hopewell,02930035,Public School,Principal,Tara Gagnon,16 Monroe Street,,Taunton,MA,02780,508-821-1240,508-821-1356,"K,01,02,03,04"
Taunton: John F Parker Middle,02930305,Public School,Principal,Michael Byron,60 Williams Street,,Taunton,MA,02780,508-821-1112,508-821-1361,"05,06,07"
Taunton: Joseph C Chamberlain,02930008,Public School,Principal,Rose Schwartz,480 Norton Avenue,,Taunton,MA,02780,508-821-3598,508-821-3877,"K,01,02,03,04"
Taunton: Joseph H Martin,02930042,Public School,Principal,Michael Kelleher,131 Caswell Street,,East Taunton,MA,02718,508-821-1250,508-821-1273,"05,06,07"
Taunton: Mulcahey Elementary School,02930015,Public School,Principal,Christel Torres,28 Clifford Street,,Taunton,MA,02780,508-821-1255,508-821-1360,"K,01,02,03,04"
Taunton: Taunton Alternative High School,02930525,Public School,Principal,Robert Delaney,120 Cohannet Street,,Taunton,MA,02780,508-844-5820,774-227-7170,"08,09,10,11,12"
Taunton: Taunton High,02930505,Public School,Principal,Matthew Mattos,50 Williams Street,,Taunton,MA,02780,508-821-1101,508-821-1362,"08,09,10,11,12"
Tewksbury: Heath-Brook,02950010,Public School,Principal,Felicia Wettstone,165 Shawsheen Street,,Tewksbury,MA,01876,978-640-7865,978-640-7868,"K,01,02"
Tewksbury: John F. Ryan,02950023,Public School,Principal,Judi Mcinnes,135 Pleasant Street,,Tewksbury,MA,01876,978-640-7880,978-640-7888,"05,06"
Tewksbury: John W. Wynn Middle,02950305,Public School,Principal,John Weir,1 Griffin Way,,Tewksbury,MA,01876,978-640-7846,978-640-7853,"07,08"
Tewksbury: L F Dewing,02950001,Public School,Principal,Mary Gerrish,1469 Andover Street,,Tewksbury,MA,01876,978-640-7858,978-640-7862,"PK,K,01,02"
Tewksbury: Louise Davy Trahan,02950025,Public School,Principal,Matthew Castonguay,12 Salem Rd,,Tewksbury,MA,01876,978-640-7870,978-640-7874,"03,04"
Tewksbury: North Street,02950020,Public School,Principal,Angela Kimble,133 North Street,,Tewksbury,MA,01876,978-640-7875,978-640-7879,"03,04"
Tewksbury: Tewksbury Memorial High,02950505,Public School,Principal,Kristen Vogel,320 Pleasant Street,,Tewksbury,MA,01876,978-640-7825,978-640-7829,"09,10,11,12"
Tisbury: Tisbury Elementary,02960005,Public School,Principal,John Custer,40 West William Street,Po Box 878,Vineyard Haven,MA,02568,508-696-6500,508-696-7437,"PK,K,01,02,03,04,05,06,07,08"
Topsfield: Proctor Elementary,02980005,Public School,Principal,Sarah O'Leary,60 Main Street,,Topsfield,MA,01983,978-887-1530,978-887-1531,"04,05,06"
Topsfield: Steward Elementary,02980010,Public School,Principal,Michelle Costa,261 Perkins Row,,Topsfield,MA,01983,978-887-1538,978-887-7462,"PK,K,01,02,03"
Tri County Regional Vocational Technical: Tri County Regional Vocational Technical,08780605,Public School,Principal,Jean Mallon,147 Pond Street,,Franklin,MA,02038,508-528-5400,508-528-6074,"09,10,11,12"
Triton: Newbury Elementary,07730020,Public School,Principal,Beth Yando,63 Hanover Street,,Newbury,MA,01951,978-465-5353,978-463-3070,"PK,K,01,02,03,04,05,06"
Triton: Pine Grove,07730025,Public School,Principal,Christine Kneeland,191 Main Street,,Rowley,MA,01969,978-948-2520,978-948-2980,"PK,K,01,02,03,04,05,06"
Triton: Salisbury Elementary,07730015,Public School,Principal,James Montanari,100 Lafayette Rd.,,Salisbury,MA,01952,978-463-5852,978-463-8149,"PK,K,01,02,03,04,05,06"
Triton: Triton Regional High School,07730505,Public School,Principal,Kathryn Dawe,112 Elm Street,,Byfield,MA,01922,978-462-8171,978-465-6868,"09,10,11,12"
Triton: Triton Regional Middle School,07730405,Public School,Principal,Alan MacRae,112 Elm Street,,Byfield,MA,01922,978-463-5845,978-463-5867,"07,08"
Truro: Truro Central,03000005,Public School,Principal,Robert Beaudet,P O Box 2029,,Truro,MA,02666,508-487-1558,508-487-4289,"PK,K,01,02,03,04,05,06"
Tyngsborough: Tyngsborough Elementary,03010020,Public School,Principal,Kerry Ann Cavanaugh,205 Westford Road,,Tyngsborough,MA,01879,978-649-1990,978-649-2004,"PK,K,01,02,03,04,05"
Tyngsborough: Tyngsborough High School,03010505,Public School,Principal,Michael Woodlock,36 Norris Rd,,Tyngsborough,MA,01879,978-649-7571,978-649-6530,"09,10,11,12"
Tyngsborough: Tyngsborough Middle,03010305,Public School,Principal,Mary Alise Herrera,50 Norris Rd,,Tyngsborough,MA,01879,978-649-3115,978-649-8673,"06,07,08"
UP Academy Charter School of Boston (District): UP Academy Charter School of Boston,04800405,Charter School,Principal,Mistie Parsons,215 Dorchester Street,,South Boston,MA,02127,617-635-8819,617-635-8820,"06,07,08"
UP Academy Charter School of Dorchester (District): UP Academy Charter School of Dorchester,35050405,Charter School,Principal,Lana Ewing,35 Westville Street,,Boston,MA,02124,617-635-8810,--,"PK,K,01,02,03,04,05,06,07"
UP Academy Charter School of Springfield (District): UP Academy Charter School of Springfield,35120305,Charter School,Principal,Scott Given,90 Canal Street Suite 610,,Boston,MA,02114,617-307-5890,617-765-0446,"06,07,08"
Up-Island Regional: Chilmark Elementary,07740010,Public School,Principal,Susan Stevens,8 State Road,PO Box 60,Chilmark,MA,02535,508-645-2562,508-645-2460,"K,01,02,03,04,05"
Up-Island Regional: West Tisbury Elementary,07740020,Public School,Principal,Donna Lowell-Bettencourt,401 Old County Road,PO Box 250,West Tisbury,MA,02575,508-696-7738,508-696-7739,"PK,K,01,02,03,04,05,06,07,08"
Upper Cape Cod Regional Vocational Technical: Upper Cape Cod Vocational Technical,08790605,Public School,Principal,Roger Forget,220 Sandwich Rd,,Bourne,MA,02532,508-759-7711,508-759-7208,"09,10,11,12"
Uxbridge: McCloskey Middle School,03040015,Public School,Principal,Richard Drolet,62 Capron Street,,Uxbridge,MA,01569,508-278-8634,508-278-8627,"06,07,08"
Uxbridge: Taft Early Learning Center,03040005,Public School,Principal,Marla Sirois,16 Granite Street,,Uxbridge,MA,01569,508-278-8643,508-278-8646,"PK,K,01,02"
Uxbridge: Uxbridge High,03040505,Public School,Principal,Michael Rubin,300 Quaker Highway,,Uxbridge,MA,01569,508-278-8633,508-278-8647,"09,10,11,12"
Uxbridge: Whitin Elementary School,03040020,Public School,Principal,Lori-Jean Fafard,120 Granite Street,,Uxbridge,MA,01569,508-278-8640,508-278-8639,"03,04,05"
Veritas Preparatory Charter School (District): Veritas Preparatory Charter School,04980405,Charter School,Principal,Emily Baecher,370 Pine Street,,Springfield,MA,01105,413-539-0055,--,"05,06,07,08"
Wachusett: Central Tree Middle,07750310,Public School,Principal,Todd Stewart,281 Main Street,,Rutland,MA,01543,508-886-0073,508-886-0141,"06,07,08"
Wachusett: Chocksett Middle School,07750315,Public School,Principal,Christopher LaBreck,40 Boutelle Road,,Sterling,MA,01564,978-422-6552,978-422-7720,"05,06,07,08"
Wachusett: Davis Hill Elementary,07750018,Public School,Principal,Jay Norton,78 Jamieson Road,,Holden,MA,01520,508-829-1754,508-829-2057,"K,01,02,03,04,05"
Wachusett: Dawson,07750020,Public School,Principal,Kelly Williamson,155 Salisbury Street,,Holden,MA,01520,508-829-6828,508-829-6801,"K,01,02,03,04,05"
Wachusett: Early Childhood Center,07750001,Public School,Principal,Patricia Ottaviano,1745 Main Street,,Jefferson,MA,01522,508-829-4786,508-829-0334,PK
Wachusett: Glenwood Elementary School,07750060,Public School,Principal,Karen Cappucci,65 Glenwood Road,,Rutland,MA,01543,508-886-0399,508-886-0392,"03,04,05"
Wachusett: Houghton Elementary,07750027,Public School,Principal,Anthony Cipro,32 Boutelle Road,,Sterling,MA,01564,978-422-2333,978-422-2301,"K,01,02,03,04"
Wachusett: Leroy E.Mayo,07750032,Public School,Principal,Judith Evans,351 Bullard Street,,Holden,MA,01520,508-829-3203,508-829-5216,"K,01,02,03,04,05"
Wachusett: Mountview Middle,07750305,Public School,Principal,Clifford Githmark,270 Shrewsbury Street,,Holden,MA,01520,508-829-5577,508-829-3711,"06,07,08"
Wachusett: Naquag Elementary School,07750005,Public School,Principal,Dixie Herbst,285 Main Street,,Rutland,MA,01543,508-886-2901,508-886-2803,"K,01,02"
Wachusett: Paxton Center,07750040,Public School,Principal,Kathleen McCollumn,19 West Street,,Paxton,MA,01612,508-798-8576,508-754-6569,"K,01,02,03,04,05,06,07,08"
Wachusett: Thomas Prince,07750045,Public School,Principal,Shannon Sutton,170 Sterling Road,,Princeton,MA,01541,978-464-2110,978-464-2112,"K,01,02,03,04,05,06,07,08"
Wachusett: Wachusett Regional High,07750505,Public School,Principal,William Beando,1401 Main Street,,Holden,MA,01520,508-829-6771,508-829-4895,"09,10,11,12"
Wakefield: Dolbeare,03050005,Public School,Principal,Maureen Hughes,340 Lowell Street,,Wakefield,MA,01880,781-246-6480,781-246-6372,"K,01,02,03,04"
Wakefield: Early Childhood Center at the Doyle School,03050001,Public School,Principal,Margo Perriello,11 Paul Avenue,,Wakefield,MA,01880,781-246-6420,781-246-6422,"PK,K"
Wakefield: Galvin Middle School,03050310,Public School,Principal,Adam Colantuoni,525 Main Street,,Wakefield,MA,01880,781-246-6410,781-224-5009,"05,06,07,08"
Wakefield: Greenwood,03050020,Public School,Principal,Deborah Collura,1030 Main Street,,Wakefield,MA,01880,781-246-6460,781-224-5082,"K,01,02,03,04"
Wakefield: Wakefield Memorial High,03050505,Public School,Principal,Richard Metropolis,60 Farm Street,,Wakefield,MA,01880,781-246-6440,781-246-4714,"09,10,11,12"
Wakefield: Walton,03050040,Public School,Principal,Eileen Woods,18 Davidson Road,,Wakefield,MA,01880,781-246-6494,781-246-6470,"01,02,03,04"
Wakefield: Woodville School,03050015,Public School,Principal,Michelle Zottoli-lee,30 Farm Street,,Wakefield,MA,01880,781-246-6469,781-224-5006,"K,01,02,03,04"
Wales: Wales Elementary,03060005,Public School,Principal,Richard Zinkus,PO Box 247,,Wales,MA,01081,413-245-7748,413-245-4422,"PK,K,01,02,03,04,05,06"
Walpole: Bird Middle,03070305,Public School,Principal,Bridget Gough,625 Washington Street,,East Walpole,MA,02032,508-660-7226,508-660-7229,"06,07,08"
Walpole: Boyden,03070010,Public School,Principal,Brendan Dearborn,1852 Washington Street,,Walpole,MA,02081,508-660-7216,508-660-7217,"K,01,02,03,04,05"
Walpole: Daniel Feeney Preschool Center,03070002,Public School,Principal,Jennifer Bernard,415 Elm Street,,Walpole,MA,02081,508-660-7374,508-660-7379,PK
Walpole: Eleanor N Johnson Middle,03070310,Public School,Principal,William Hahn,111 Robbins Road,,Walpole,MA,02081,508-660-7242,508-660-7240,"06,07,08"
Walpole: Elm Street School,03070005,Public School,Principal,Rebecca Brogadir,415 Elm Street,,Walpole,MA,02081,508-660-7374,508-660-7379,"K,01,02,03,04,05"
Walpole: Fisher,03070015,Public School,Principal,Colleen Duggan,65 Gould Street,,Walpole,MA,02081,508-660-7234,508-660-7233,"K,01,02,03,04,05"
Walpole: Old Post Road,03070018,Public School,Principal,Stephen Fortin,99 Old Post Road,,East Walpole,MA,02032,508-660-7219,508-660-3114,"K,01,02,03,04,05"
Walpole: Walpole High,03070505,Public School,Principal,Stephen Imbusch,275 Common Street,,Walpole,MA,02081,508-660-7257,508-850-7958,"09,10,11,12"
Waltham: Douglas MacArthur Elementary School,03080032,Public School,Principal,Jane Gately,494 Lincoln Street,,Waltham,MA,02452,781-314-5721,781-314-5731,"K,01,02,03,04,05"
Waltham: Henry Whittemore Elementary School,03080065,Public School,Principal,Emma Herzog,30 Parmenter Road,,Waltham,MA,02453,781-314-5785,781-314-5791,"K,01,02,03,04,05"
Waltham: James Fitzgerald Elementary School,03080060,Public School,Principal,Jennifer Santillo,140 Beal Road,,Waltham,MA,02453,781-314-5685,781-314-5691,"K,01,02,03,04,05"
Waltham: John F Kennedy Middle,03080404,Public School,Principal,John Cawley,655 Lexington St,,Waltham,MA,02452,781-314-5565,781-314-5571,"06,07,08"
Waltham: John W. McDevitt Middle School,03080415,Public School,Principal,Michael Sabin,75 Church Street,,Waltham,MA,02453,781-314-5595,781-314-5601,"06,07,08"
Waltham: Northeast Elementary School,03080040,Public School,Principal,Meghan Welch,70 Putney Lane,,Waltham,MA,02452,781-314-5745,781-314-5751,"PK,K,01,02,03,04,05"
Waltham: Thomas R Plympton Elementary School,03080050,Public School,Principal,Maureen Taddeo,20 Farnsworth Street,,Waltham,MA,02451,781-314-5765,781-314-5771,"K,01,02,03,04,05"
Waltham: Waltham Sr High,03080505,Public School,Principal,Gregory Demeo,617 Lexington Street,,Waltham,MA,02452,781-314-5445,781-647-0309,"09,10,11,12"
Waltham: William F. Stanley Elementary School,03080005,Public School,Principal,Jennifer Hacker,250 South Street,,Waltham,MA,02453,781-314-5620,781-314-5631,"PK,K,01,02,03,04,05"
Ware: Stanley M Koziol Elementary School,03090020,Public School,Principal,Mark Aucoin,4 Gould Rd,,Ware,MA,01082,413-967-6236,413-967-4203,"PK,K,01,02,03"
Ware: Ware Junior/Senior High School,03090505,Public School,Principal,Darren Elwell,237 West Street,,Ware,MA,01082,413-967-6234,413-967-9053,"07,08,09,10,11,12"
Ware: Ware Middle School,03090305,Public School,Principal,John Jordan,239 West Street,,Ware,MA,01082,413-967-6903,413-967-3182,"04,05,06"
Wareham: John William Decas,03100003,Public School,Principal,Donna Noonan,760 Main Street,,Wareham,MA,02576,508-291-3530,508-291-3533,"K,01,02"
Wareham: Minot Forest,03100017,Public School,Principal,Joan Seamans,85 Minot Avenue,,Wareham,MA,02571,508-291-3555,508-291-3529,"PK,03,04"
Wareham: Wareham Cooperative Junior/Senior High School,03100315,Public School,Principal,Kimberly Shaver-Hood,27 Depot Street,,East Wareham,MA,02538,508-291-3586,508-291-3545,"07,08,09,10,11,12"
Wareham: Wareham Middle,03100305,Public School,Principal,Daniel Minkle,4 Viking Drive,,Wareham,MA,02571,508-291-3550,508-291-3580,"05,06,07,08"
Wareham: Wareham Senior High,03100505,Public School,Principal,Scott Palladino,7 Viking Drive,,Wareham,MA,02571,508-291-3510,508-291-3577,"09,10,11,12"
Wareham: West Academy,03100310,Public School,Principal,Kimberly Shaver-Hood,27 Depot Street,,EastWareham,MA,02576,508-291-3586,508-291-3545,"07,08,09,10,11,12"
Watertown: Cunniff,03140015,Public School,Principal,Mena Ciarlone,246 Warren Street,,Watertown,MA,02472,617-926-7726,617-924-0420,"PK,K,01,02,03,04,05"
Watertown: Hosmer,03140020,Public School,Principal,Robert LaRoche,1 Concord Rd,,Watertown,MA,02472,617-926-7740,617-926-3259,"PK,K,01,02,03,04,05"
Watertown: James Russell Lowell,03140025,Public School,Principal,Elizabeth Kaplan,175 Orchard Street,,Watertown,MA,02472,617-926-7770,617-926-2676,"PK,K,01,02,03,04,05"
Watertown: Watertown High,03140505,Public School,Principal,Shirley Lundberg,50 Columbia Street,,Watertown,MA,02472,617-926-7760,617-926-7723,"09,10,11,12"
Watertown: Watertown Middle,03140305,Public School,Principal,James Carter,68 Waverley Avenue,,Watertown,MA,02472,617-926-7783,617-926-5407,"06,07,08"
Wayland: Claypit Hill School,03150005,Public School,Principal,Christie Harvey,40 Adams Lane,,Wayland,MA,01778,508-358-7401,508-358-3793,"K,01,02,03,04,05"
Wayland: Happy Hollow School,03150015,Public School,Principal,James Lee,63 Pequot Rd,,Wayland,MA,01778,508-358-2120,508-358-3761,"K,01,02,03,04,05"
Wayland: Loker School,03150020,Public School,Principal,Brian Jones,47 Loker Street,,Wayland,MA,01778,508-655-0331,508-650-4007,"K,01,02,03,04,05"
Wayland: Wayland High School,03150505,Public School,Principal,Allyson Mizoguchi,264 Old Connecticut Path,,Wayland,MA,01778,508-358-7746,508-358-8082,"09,10,11,12"
Wayland: Wayland Middle School,03150305,Public School,Principal,Elizabeth Gavron,201 Main Street,,Wayland,MA,01778,508-655-6670,508-655-2548,"06,07,08"
Webster: Bartlett High School,03160505,Public School,Principal,Steven Knowlton,52 Lake Parkway,,Webster,MA,01570,508-943-8552,508-949-8274,"09,10,11,12"
Webster: Park Avenue Elementary,03160015,Public School,Principal,Carolyn Wallace,58 Park Avenue,,Webster,MA,01570,508-943-4554,508-949-1668,"PK,K,01,02,03,04"
Webster: Webster Middle School,03160315,Public School,Principal,Jennifer Lundwall,75 Poland Street,,Webster,MA,01570,508-943-1922,508-949-2648,"05,06,07,08"
Wellesley: Ernest F Upham,03170050,Public School,Principal,Jeffery Dees,35 Wynnewood Rd,,Wellesley,MA,02481,781-446-6285,781-263-1507,"K,01,02,03,04,05"
Wellesley: Hunnewell,03170025,Public School,Principal,Ellen Quirk,28 Cameron Street,,Wellesley,MA,02482,781-446-6275,781-263-1525,"K,01,02,03,04,05"
Wellesley: John D Hardy,03170020,Public School,Principal,Charlene Cook,293 Weston Rd,,Wellesley,MA,02482,781-446-6270,781-263-1523,"K,01,02,03,04,05"
Wellesley: Joseph E Fiske,03170015,Public School,Principal,Rachel Mcgregor,45 Hastings Street,,Wellesley,MA,02481,781-446-6265,781-263-1519,"PK,K,01,02,03,04,05"
Wellesley: Katharine Lee Bates,03170005,Public School,Principal,Antoinette Jolley,116 Elmwood Rd,,Wellesley,MA,02481,781-446-6260,781-263-1520,"K,01,02,03,04,05"
Wellesley: Schofield,03170045,Public School,Principal,Gerardo Martinez,27 Cedar Street,,Wellesley,MA,02481,781-446-6280,781-263-1527,"K,01,02,03,04,05"
Wellesley: Sprague Elementary School,03170048,Public School,Principal,Susan Snyder,401 School Street,,Wellesley,MA,02482,781-263-1965,781-263-1963,"K,01,02,03,04,05"
Wellesley: Wellesley Middle,03170305,Public School,Principal,Mark Ito,50 Kingsbury Street,,Wellesley,MA,02481,781-446-6235,781-446-6208,"06,07,08"
Wellesley: Wellesley Sr High,03170505,Public School,Principal,Jamie Chisum,50 Rice Street,,Wellesley,MA,02481,781-446-6290,781-237-6004,"09,10,11,12"
Wellfleet: Wellfleet Elementary,03180005,Public School,Principal,Mary Rodman,100 Lawrence Road,,Wellfleet,MA,02667,508-349-3101,508-349-1377,"PK,K,01,02,03,04,05"
West Boylston: Major Edwards Elementary,03220005,Public School,Principal,Richard Meagher,70 Crescent Street,,West Boylston,MA,01583,508-835-4461,508-835-4119,"PK,K,01,02,03,04,05"
West Boylston: West Boylston Junior/Senior High,03220505,Public School,Principal,Christopher Fournier,125 Crescent Street,,West Boylston,MA,01583,508-835-4475,508-835-3925,"06,07,08,09,10,11,12"
West Bridgewater: Howard School,03230305,Public School,Principal,Margaret Spencer,70 Howard Street,,West Bridgewater,MA,02379,508-894-1250,508-894-1253,"04,05,06"
West Bridgewater: Rose L Macdonald,03230003,Public School,Principal,Keitha Goulet,1 Stepping Stone Dr,,West Bridgewater,MA,02379,508-894-1240,508-894-1242,"01,02,03"
West Bridgewater: Spring Street School,03230005,Public School,Principal,Margaret Spencer,2 Spring Street,,West Bridgewater,MA,02379,508-894-1230,508-894-1232,"PK,K"
West Bridgewater: West Bridgewater Junior/Senior,03230505,Public School,Principal,Mark Bodwell,155 West Center,,West Bridgewater,MA,02379,508-894-1220,508-897-0537,"07,08,09,10,11,12"
West Springfield: 21st Century Skills Academy,03320515,Public School,Principal,Donald Jarvis,174 Brush Hill Avenue,,West Springfield,MA,01089,413-735-2200,413-735-2280,"09,10,11,12"
