new_series_id,new_area_code,measure_code,measure_text,region
LAUCS253595000000004,CS2535950000000,4,unemployment,Littleton
LAUCS253595000000005,CS2535950000000,5,employment,Littleton
LAUCS253595000000006,CS2535950000000,6,labor force,Littleton
LAUCS253822500000003,CS2538225000000,3,unemployment rate,Mansfield
LAUCS253822500000004,CS2538225000000,4,unemployment,Mansfield
LAUCS253822500000005,CS2538225000000,5,employment,Mansfield
LAUCS253822500000006,CS2538225000000,6,labor force,Mansfield
LAUCS254099000000003,CS2540990000000,3,unemployment rate,Middlefield
LAUCS254099000000004,CS2540990000000,4,unemployment,Middlefield
LAUCS254099000000005,CS2540990000000,5,employment,Middlefield
LAUCS254099000000006,CS2540990000000,6,labor force,Middlefield
LAUCS255280500000003,CS2552805000000,3,unemployment rate,Pepperell
LAUCS255280500000004,CS2552805000000,4,unemployment,Pepperell
LAUCS255280500000005,CS2552805000000,5,employment,Pepperell
LAUCS255280500000006,CS2552805000000,6,labor force,Pepperell
LAUCS255403000000003,CS2554030000000,3,unemployment rate,Plainfield
LAUCS255403000000004,CS2554030000000,4,unemployment,Plainfield
LAUCS255403000000005,CS2554030000000,5,employment,Plainfield
LAUCS255403000000006,CS2554030000000,6,labor force,Plainfield
LAUCS258217500000003,CS2582175000000,3,unemployment rate,Worthington
LAUCS258217500000004,CS2582175000000,4,unemployment,Worthington
LAUCS258217500000005,CS2582175000000,5,employment,Worthington
LAUCS258217500000006,CS2582175000000,6,labor force,Worthington
LAUCT251100000000003,CT2511000000000,3,unemployment rate,Cambridge
LAUCT251100000000004,CT2511000000000,4,unemployment,Cambridge
LAUCT251100000000005,CT2511000000000,5,employment,Cambridge
LAUCT251100000000006,CT2511000000000,6,labor force,Cambridge
LAUCS250160500000003,CS2501605000000,3,unemployment rate,Arlington
LAUCS250160500000004,CS2501605000000,4,unemployment,Arlington
LAUCS250160500000005,CS2501605000000,5,employment,Arlington
LAUCS250160500000006,CS2501605000000,6,labor force,Arlington
LAUCT256253500000003,CT2562535000000,3,unemployment rate,Somerville
LAUCT256253500000004,CT2562535000000,4,unemployment,Somerville
LAUCT256253500000005,CT2562535000000,5,employment,Somerville
LAUCT256253500000006,CT2562535000000,6,labor force,Somerville
LAUCT254500000000003,CT2545000000000,3,unemployment rate,New Bedford
LAUCT254500000000004,CT2545000000000,4,unemployment,New Bedford
LAUCT254500000000005,CT2545000000000,5,employment,New Bedford
LAUCT254500000000006,CT2545000000000,6,labor force,New Bedford
LAUCT256700000000003,CT2567000000000,3,unemployment rate,Springfield
LAUCT256700000000004,CT2567000000000,4,unemployment,Springfield
LAUCT256700000000005,CT2567000000000,5,employment,Springfield
LAUCT256700000000006,CT2567000000000,6,labor force,Springfield
LAUCT251366000000003,CT2513660000000,3,unemployment rate,Chicopee
LAUCT251366000000004,CT2513660000000,4,unemployment,Chicopee
LAUCT251366000000005,CT2513660000000,5,employment,Chicopee
LAUCT251366000000006,CT2513660000000,6,labor force,Chicopee
LAUCT253084000000003,CT2530840000000,3,unemployment rate,Holyoke
LAUCT253084000000004,CT2530840000000,4,unemployment,Holyoke
LAUCT253084000000005,CT2530840000000,5,employment,Holyoke
LAUCT253084000000006,CT2530840000000,6,labor force,Holyoke
LAUCT258200000000003,CT2582000000000,3,unemployment rate,Worcester
LAUCT258200000000004,CT2582000000000,4,unemployment,Worcester
LAUCT258200000000005,CT2582000000000,5,employment,Worcester
LAUCT258200000000006,CT2582000000000,6,labor force,Worcester
LAUCT253700000000003,CT2537000000000,3,unemployment rate,Lowell
LAUCT253700000000004,CT2537000000000,4,unemployment,Lowell
LAUCT253700000000005,CT2537000000000,5,employment,Lowell
LAUCT253700000000006,CT2537000000000,6,labor force,Lowell
LAUCT250900000000003,CT2509000000000,3,unemployment rate,Brockton
LAUCT250900000000004,CT2509000000000,4,unemployment,Brockton
LAUCT250900000000005,CT2509000000000,5,employment,Brockton
LAUCT250900000000006,CT2509000000000,6,labor force,Brockton
LAUCS250917500000003,CS2509175000000,3,unemployment rate,Brookline
LAUCS250917500000004,CS2509175000000,4,unemployment,Brookline
LAUCS250917500000005,CS2509175000000,5,employment,Brookline
LAUCS250917500000006,CS2509175000000,6,labor force,Brookline
LAUCT252300000000003,CT2523000000000,3,unemployment rate,Fall River
LAUCT252300000000004,CT2523000000000,4,unemployment,Fall River
LAUCT252300000000005,CT2523000000000,5,employment,Fall River
LAUCT252300000000006,CT2523000000000,6,labor force,Fall River
LAUCS252492500000003,CS2524925000000,3,unemployment rate,Framingham
LAUCS252492500000004,CS2524925000000,4,unemployment,Framingham
LAUCS252492500000005,CS2524925000000,5,employment,Framingham
LAUCS252492500000006,CS2524925000000,6,labor force,Framingham
LAUCT253455000000003,CT2534550000000,3,unemployment rate,Lawrence
LAUCT253455000000004,CT2534550000000,4,unemployment,Lawrence
LAUCT253455000000005,CT2534550000000,5,employment,Lawrence
LAUCT253455000000006,CT2534550000000,6,labor force,Lawrence
LAUCT253749000000003,CT2537490000000,3,unemployment rate,Lynn
LAUCT253749000000004,CT2537490000000,4,unemployment,Lynn
LAUCT253749000000005,CT2537490000000,5,employment,Lynn
LAUCT253749000000006,CT2537490000000,6,labor force,Lynn
LAUCT253787500000003,CT2537875000000,3,unemployment rate,Malden
LAUCT253787500000004,CT2537875000000,4,unemployment,Malden
LAUCT253787500000005,CT2537875000000,5,employment,Malden
LAUCT253787500000006,CT2537875000000,6,labor force,Malden
LAUCT253983500000003,CT2539835000000,3,unemployment rate,Medford
LAUCT253983500000004,CT2539835000000,4,unemployment,Medford
LAUCT253983500000005,CT2539835000000,5,employment,Medford
LAUCT253983500000006,CT2539835000000,6,labor force,Medford
LAUCT254556000000003,CT2545560000000,3,unemployment rate,Newton
LAUCT254556000000004,CT2545560000000,4,unemployment,Newton
LAUCT254556000000005,CT2545560000000,5,employment,Newton
LAUCT254556000000006,CT2545560000000,6,labor force,Newton
LAUCT255396000000003,CT2553960000000,3,unemployment rate,Pittsfield
LAUCT255396000000004,CT2553960000000,4,unemployment,Pittsfield
LAUCT255396000000005,CT2553960000000,5,employment,Pittsfield
LAUCT255396000000006,CT2553960000000,6,labor force,Pittsfield
LAUCT255574500000003,CT2555745000000,3,unemployment rate,Quincy
LAUCT255574500000004,CT2555745000000,4,unemployment,Quincy
LAUCT255574500000005,CT2555745000000,5,employment,Quincy
LAUCT255574500000006,CT2555745000000,6,labor force,Quincy
LAUCT257260000000003,CT2572600000000,3,unemployment rate,Waltham
LAUCT257260000000004,CT2572600000000,4,unemployment,Waltham
LAUCT257260000000005,CT2572600000000,5,employment,Waltham
LAUCT257260000000006,CT2572600000000,6,labor force,Waltham
LAUCT257897200000003,CT2578972000000,3,unemployment rate,Weymouth
LAUCT257897200000004,CT2578972000000,4,unemployment,Weymouth
LAUCT257897200000005,CT2578972000000,5,employment,Weymouth
LAUCT257897200000006,CT2578972000000,6,labor force,Weymouth
LAUCT250700000000003,CT2507000000000,3,unemployment rate,Boston
LAUCT250700000000004,CT2507000000000,4,unemployment,Boston
LAUCT250700000000005,CT2507000000000,5,employment,Boston
LAUCT250700000000006,CT2507000000000,6,labor force,Boston
LAUCN250130000000003,CN2501300000000,3,unemployment rate,Hampden County
LAUCN250130000000004,CN2501300000000,4,unemployment,Hampden County
LAUCN250130000000005,CN2501300000000,5,employment,Hampden County
LAUCN250130000000006,CN2501300000000,6,labor force,Hampden County
LAUCN250030000000003,CN2500300000000,3,unemployment rate,Berkshire County
LAUCN250030000000004,CN2500300000000,4,unemployment,Berkshire County
LAUCN250030000000005,CN2500300000000,5,employment,Berkshire County
LAUCN250030000000006,CN2500300000000,6,labor force,Berkshire County
