"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Petersham","Worcester","MA",2007,154913500,0,6487400,200400,3156798,164758098,94.02,5.98,179318828,0,7509436,231971,3654125,190714360,94.02,0,3.94,0.12,1.92,59.9,190.71,179.32,0,7.51,0.23,3.65
"Petersham","Worcester","MA",2008,149538300,0,6722700,189000,3308914,159758914,93.6,6.4,166696417,0,7494067,210686,3688581,178089751,93.6,0,4.21,0.12,2.07,49.3,178.09,166.7,0,7.49,0.21,3.69
"Petersham","Worcester","MA",2009,146252750,0,5370250,178900,4637487,156439387,93.49,6.51,163615991,0,6007810,200139,5188053,175011993,93.49,0,3.43,0.11,2.96,46.7,175.01,163.62,0,6.01,0.2,5.19
"Petersham","Worcester","MA",2010,144819130,0,4277370,160200,4770376,154027076,94.02,5.98,159397609,0,4707959,176327,5250594,169532489,94.02,0,2.78,0.1,3.1,42.1,169.53,159.4,0,4.71,0.18,5.25
"Petersham","Worcester","MA",2011,139704350,0,4182150,160200,6011596,150058296,93.1,6.9,149062732,0,4462300,170931,6414295,160110259,93.1,0,2.79,0.11,4.01,34.2,160.11,149.06,0,4.46,0.17,6.41
"Petersham","Worcester","MA",2012,131130280,0,4071120,150700,8972521,144324621,90.86,9.14,137077559,0,4255761,157535,9379460,150870316,90.86,0,2.82,0.1,6.22,26.5,150.87,137.08,0,4.26,0.16,9.38
"Petersham","Worcester","MA",2013,130223570,0,4217530,138600,11032578,145612278,89.43,10.57,134164538,0,4345166,142794,11366458,150018956,89.43,0,2.9,0.1,7.58,25.8,150.02,134.16,0,4.35,0.14,11.37
"Petersham","Worcester","MA",2014,130112970,0,4101630,138600,12093780,146446980,88.85,11.15,131910751,0,4158303,140515,12260881,148470449,88.85,0,2.8,0.09,8.26,24.5,148.47,131.91,0,4.16,0.14,12.26
"Petersham","Worcester","MA",2015,130741470,0,4633530,138600,12306867,147820467,88.45,11.55,132390790,0,4691983,140348,12462120,149685241,88.45,0,3.13,0.09,8.33,25.5,149.69,132.39,0,4.69,0.14,12.46
"Petersham","Worcester","MA",2016,132428000,0,3741700,144500,12342342,148656542,89.08,10.92,132428000,0,3741700,144500,12342342,148656542,89.08,0,2.52,0.1,8.3,24.6,148.66,132.43,0,3.74,0.14,12.34
"Petersham","Worcester","MA",2017,132883600,0,3994500,144500,12560476,149583076,88.84,11.16,132883600,0,3994500,144500,12560476,149583076,88.84,0,2.67,0.1,8.4,25.4,149.58,132.88,0,3.99,0.14,12.56
"Phillipston","Worcester","MA",2003,87655295,438400,3723005,263200,2060653,94140553,93.58,6.42,114336328,571843,4856235,343314,2687887,122795607,93.11,0.47,3.95,0.28,2.19,0,122.8,114.34,0.57,4.86,0.34,2.69
"Phillipston","Worcester","MA",2004,130415800,578500,5181600,288000,2201455,138665355,94.47,5.53,165699867,735013,6583485,365919,2797060,176181344,94.05,0.42,3.74,0.21,1.59,43.5,176.18,165.7,0.74,6.58,0.37,2.8
"Phillipston","Worcester","MA",2005,151351345,465800,5542555,289600,2799811,160449111,94.62,5.38,185997861,572428,6811326,355894,3440728,197178238,94.33,0.29,3.45,0.18,1.74,60.6,197.18,186,0.57,6.81,0.36,3.44
"Phillipston","Worcester","MA",2006,185497770,572300,6249530,340600,2864770,195524970,95.16,4.84,220837119,681329,7440134,405488,3410540,232774610,94.87,0.29,3.2,0.17,1.47,89.6,232.77,220.84,0.68,7.44,0.41,3.41
"Phillipston","Worcester","MA",2007,204164655,600,7779845,509800,3147177,215602077,94.7,5.3,236329091,695,9005495,590115,3642988,249568383,94.7,0,3.61,0.24,1.46,103.2,249.57,236.33,0,9.01,0.59,3.64
"Phillipston","Worcester","MA",2008,199980205,600,7262795,507500,3493019,211244119,94.67,5.33,222926058,669,8096133,565731,3893810,235482400,94.67,0,3.44,0.24,1.65,91.8,235.48,222.93,0,8.1,0.57,3.89
"Phillipston","Worcester","MA",2009,201303205,600,7273295,507500,5090377,214174977,93.99,6.01,225202079,671,8136786,567751,5694711,239601997,93.99,0,3.4,0.24,2.38,95.1,239.6,225.2,0,8.14,0.57,5.69
"Phillipston","Worcester","MA",2010,194436500,0,7050800,498200,4825393,206810893,94.02,5.98,214009800,0,7760581,548352,5311150,227629884,94.02,0,3.41,0.24,2.33,85.4,227.63,214.01,0,7.76,0.55,5.31
"Phillipston","Worcester","MA",2011,186027290,0,6972510,498200,5048486,198546486,93.69,6.31,198488709,0,7439578,531573,5386669,211846529,93.69,0,3.51,0.25,2.54,72.5,211.85,198.49,0,7.44,0.53,5.39
"Phillipston","Worcester","MA",2012,175272605,0,6837295,497700,4898455,187506055,93.48,6.52,183221914,0,7147393,520273,5120619,196010199,93.48,0,3.65,0.27,2.61,59.6,196.01,183.22,0,7.15,0.52,5.12
"Phillipston","Worcester","MA",2013,173058215,0,6588888,349600,4488822,184485525,93.81,6.19,178295492,0,6788288,360180,4624668,190068628,93.81,0,3.57,0.19,2.43,54.8,190.07,178.3,0,6.79,0.36,4.62
"Phillipston","Worcester","MA",2014,173397860,0,6379564,349600,4393575,184520599,93.97,6.03,175793712,0,6467711,354430,4454281,187070135,93.97,0,3.46,0.19,2.38,52.3,187.07,175.79,0,6.47,0.35,4.45
"Phillipston","Worcester","MA",2015,174269860,0,6250217,349600,4475948,185345625,94.02,5.98,176468297,0,6329064,354010,4532413,187683784,94.02,0,3.37,0.19,2.41,52.8,187.68,176.47,0,6.33,0.35,4.53
"Phillipston","Worcester","MA",2016,170803590,0,6520225,295100,4461111,182080026,93.81,6.19,170803590,0,6520225,295100,4461111,182080026,93.81,0,3.58,0.16,2.45,48.3,182.08,170.8,0,6.52,0.3,4.46
"Phillipston","Worcester","MA",2017,175120840,0,6386403,295100,4587771,186390114,93.95,6.05,175120840,0,6386403,295100,4587771,186390114,93.95,0,3.43,0.16,2.46,51.8,186.39,175.12,0,6.39,0.3,4.59
"Princeton","Worcester","MA",2003,353952362,59100,7080473,1465400,3984591,366541926,96.58,3.42,461690459,77089,9235669,1911447,5197444,478112109,96.57,0.02,1.93,0.4,1.09,0,478.11,461.69,0.08,9.24,1.91,5.2
"Princeton","Worcester","MA",2004,394490749,41200,7316786,1641200,3939435,407429370,96.83,3.17,501220440,52347,9296347,2085228,5005251,517659613,96.82,0.01,1.8,0.4,0.97,8.3,517.66,501.22,0.05,9.3,2.09,5.01
"Princeton","Worcester","MA",2005,432660524,43100,7872076,1867000,4148752,446591452,96.89,3.11,531702787,52966,9674108,2294383,5098461,548822707,96.88,0.01,1.76,0.42,0.93,14.8,548.82,531.7,0.05,9.67,2.29,5.1
"Princeton","Worcester","MA",2006,478292789,0,6320616,1852400,4298772,490764577,97.46,2.54,569412785,0,7524762,2205302,5117735,584260584,97.46,0,1.29,0.38,0.88,22.2,584.26,569.41,0,7.52,2.21,5.12
"Princeton","Worcester","MA",2007,504348992,0,6563068,1918800,4772914,517603774,97.44,2.56,583804962,0,7597025,2221091,5524847,599147925,97.44,0,1.27,0.37,0.92,25.3,599.15,583.8,0,7.6,2.22,5.52
"Princeton","Worcester","MA",2008,508730348,0,6662878,1823400,4892765,522109391,97.44,2.56,567102384,0,7427381,2032618,5454164,582016547,97.44,0,1.28,0.35,0.94,21.7,582.02,567.1,0,7.43,2.03,5.45
"Princeton","Worcester","MA",2009,490037675,0,6459438,1844900,7873844,506215857,96.8,3.2,548215330,0,7226308,2063928,8808633,566314198,96.8,0,1.28,0.36,1.56,18.4,566.31,548.22,0,7.23,2.06,8.81
"Princeton","Worcester","MA",2010,456793677,0,5925818,1792000,8395245,472906740,96.59,3.41,502777635,0,6522351,1972395,9240367,520512749,96.59,0,1.25,0.38,1.78,8.9,520.51,502.78,0,6.52,1.97,9.24
"Princeton","Worcester","MA",2011,421524234,0,5497320,1670200,9256465,437948219,96.25,3.75,449760899,0,5865569,1782082,9876528,467285078,96.25,0,1.26,0.38,2.11,-2.3,467.29,449.76,0,5.87,1.78,9.88
"Princeton","Worcester","MA",2012,418090037,0,5402758,1614300,10784228,435891323,95.92,4.08,437052081,0,5647795,1687515,11273336,455660726,95.92,0,1.24,0.37,2.47,-4.7,455.66,437.05,0,5.65,1.69,11.27
"Princeton","Worcester","MA",2013,418723855,0,5431232,1614300,12072183,437841570,95.63,4.37,431395735,0,5595598,1663154,12437525,451092011,95.63,0,1.24,0.37,2.76,-5.7,451.09,431.4,0,5.6,1.66,12.44
"Princeton","Worcester","MA",2014,420003202,0,5727258,1614300,11424569,438769329,95.72,4.28,425806419,0,5806392,1636605,11582423,444831839,95.72,0,1.31,0.37,2.6,-7,444.83,425.81,0,5.81,1.64,11.58
"Princeton","Worcester","MA",2015,420032421,0,5662068,1614300,11462048,438770837,95.73,4.27,425331184,0,5733496,1634665,11606643,444305988,95.73,0,1.29,0.37,2.61,-7.1,444.31,425.33,0,5.73,1.63,11.61
"Princeton","Worcester","MA",2016,429316201,0,5799653,1687000,11052860,447855714,95.86,4.14,429316201,0,5799653,1687000,11052860,447855714,95.86,0,1.29,0.38,2.47,-6.3,447.86,429.32,0,5.8,1.69,11.05
"Princeton","Worcester","MA",2017,429683301,0,5724646,1505300,10658694,447571941,96,4,429683301,0,5724646,1505300,10658694,447571941,96,0,1.28,0.34,2.38,-6.4,447.57,429.68,0,5.72,1.51,10.66
"Royalston","Worcester","MA",2003,70645461,0,857083,472556,3203935,75179035,93.97,6.03,92148941,0,1117967,616395,4179168,98062471,93.97,0,1.14,0.63,4.26,0,98.06,92.15,0,1.12,0.62,4.18
"Royalston","Worcester","MA",2004,71958979,0,920312,416256,3205594,76501141,94.06,5.94,91427521,0,1169303,528874,4072869,97198567,94.06,0,1.2,0.54,4.19,-0.9,97.2,91.43,0,1.17,0.53,4.07
"Royalston","Worcester","MA",2005,125338075,0,1255135,567284,3297199,130457693,96.08,3.92,154029777,0,1542454,697144,4051976,160321349,96.08,0,0.96,0.43,2.53,63.5,160.32,154.03,0,1.54,0.7,4.05
"Royalston","Worcester","MA",2006,128073149,0,1244793,567284,3666829,133552055,95.9,4.1,152472482,0,1481940,675358,4365400,158995179,95.9,0,0.93,0.42,2.75,62.1,159,152.47,0,1.48,0.68,4.37
"Royalston","Worcester","MA",2007,135662195,0,1319464,519952,3667500,141169111,96.1,3.9,157034641,0,1527335,601866,4245284,163409125,96.1,0,0.93,0.37,2.6,66.6,163.41,157.03,0,1.53,0.6,4.25
"Royalston","Worcester","MA",2008,141036388,0,1381832,544284,3632962,146595466,96.21,3.79,157218991,0,1540384,606735,4049810,163415921,96.21,0,0.94,0.37,2.48,66.6,163.42,157.22,0,1.54,0.61,4.05
"Royalston","Worcester","MA",2009,142309745,0,1580644,165784,5198559,149254732,95.35,4.65,159204869,0,1768299,185466,5815736,166974370,95.35,0,1.06,0.11,3.48,70.3,166.97,159.2,0,1.77,0.19,5.82
"Royalston","Worcester","MA",2010,142494975,0,1512262,165784,5350885,149523906,95.3,4.7,156839488,0,1664497,182473,5889541,164575999,95.3,0,1.01,0.11,3.58,67.8,164.58,156.84,0,1.66,0.18,5.89
"Royalston","Worcester","MA",2011,137411105,0,1301428,155224,5165853,144033610,95.4,4.6,146615870,0,1388607,165622,5511898,153681997,95.4,0,0.9,0.11,3.59,56.7,153.68,146.62,0,1.39,0.17,5.51
"Royalston","Worcester","MA",2012,137496886,0,1226847,155224,5551844,144430801,95.2,4.8,143732916,0,1282489,162264,5803642,150981312,95.2,0,0.85,0.11,3.84,54,150.98,143.73,0,1.28,0.16,5.8
"Royalston","Worcester","MA",2013,138005952,0,1198225,73700,5920711,145198588,95.05,4.95,142182439,0,1234487,75930,6099890,149592747,95.05,0,0.83,0.05,4.08,52.5,149.59,142.18,0,1.23,0.08,6.1
"Royalston","Worcester","MA",2014,111282811,0,1168018,120544,6389189,118960562,93.55,6.45,112820414,0,1184157,122210,6477469,120604249,93.55,0,0.98,0.1,5.37,23,120.6,112.82,0,1.18,0.12,6.48
"Royalston","Worcester","MA",2015,112204867,0,1163808,120544,6283236,119772455,93.68,6.32,113620346,0,1178490,122065,6362500,121283400,93.68,0,0.97,0.1,5.25,23.7,121.28,113.62,0,1.18,0.12,6.36
"Royalston","Worcester","MA",2016,112390426,0,1036310,120544,5974299,119521579,94.03,5.97,112390426,0,1036310,120544,5974299,119521579,94.03,0,0.87,0.1,5,21.9,119.52,112.39,0,1.04,0.12,5.97
"Royalston","Worcester","MA",2017,113176770,0,1111603,121152,6480292,120889817,93.62,6.38,113176770,0,1111603,121152,6480292,120889817,93.62,0,0.92,0.1,5.36,23.3,120.89,113.18,0,1.11,0.12,6.48
"Rutland","Worcester","MA",2003,384374122,0,10330278,2728700,7412995,404846095,94.94,5.06,501372173,0,13474669,3559278,9669406,528075526,94.94,0,2.55,0.67,1.83,0,528.08,501.37,0,13.47,3.56,9.67
"Rutland","Worcester","MA",2004,510377222,0,11580078,3140200,9036795,534134295,95.55,4.45,648460063,0,14713075,3989783,11481705,678644625,95.55,0,2.17,0.59,1.69,28.5,678.64,648.46,0,14.71,3.99,11.48
"Rutland","Worcester","MA",2005,624407094,0,14422406,3518100,9050400,651398000,95.86,4.14,767342926,0,17723904,4323444,11122168,800512441,95.86,0,2.21,0.54,1.39,51.6,800.51,767.34,0,17.72,4.32,11.12
"Rutland","Worcester","MA",2006,673491207,0,14843693,3228800,9831400,701395100,96.02,3.98,801798632,0,17671579,3843922,11704389,835018521,96.02,0,2.12,0.46,1.4,58.1,835.02,801.8,0,17.67,3.84,11.7
"Rutland","Worcester","MA",2007,763727143,0,15627357,3632900,9537900,792525300,96.37,3.63,884045974,0,18089317,4205233,11040516,917381040,96.37,0,1.97,0.46,1.2,73.7,917.38,884.05,0,18.09,4.21,11.04
"Rutland","Worcester","MA",2008,794164376,0,17347024,3224500,10049300,824785200,96.29,3.71,885287290,0,19337432,3594481,11202363,919421566,96.29,0,2.1,0.39,1.22,74.1,919.42,885.29,0,19.34,3.59,11.2
"Rutland","Worcester","MA",2009,777345044,0,16930756,3205900,12633700,810115400,95.95,4.05,869632054,0,18940789,3586507,14133583,906292932,95.95,0,2.09,0.4,1.56,71.6,906.29,869.63,0,18.94,3.59,14.13
"Rutland","Worcester","MA",2010,754815246,0,16338954,3083200,13809800,788047200,95.78,4.22,830800082,0,17983744,3393576,15199988,867377391,95.78,0,2.07,0.39,1.75,64.3,867.38,830.8,0,17.98,3.39,15.2
"Rutland","Worcester","MA",2011,717310529,0,16373471,2327800,17492500,753504300,95.2,4.8,765361045,0,17470282,2483732,18664271,803979330,95.2,0,2.17,0.31,2.32,52.2,803.98,765.36,0,17.47,2.48,18.66
"Rutland","Worcester","MA",2012,696739937,0,16111263,2297400,19592900,734741500,94.83,5.17,728339861,0,16841973,2401596,20481516,768064946,94.83,0,2.19,0.31,2.67,45.4,768.06,728.34,0,16.84,2.4,20.48
"Rutland","Worcester","MA",2013,674648681,0,15818019,2331800,19025400,711823900,94.78,5.22,695065639,0,16296721,2402367,19601168,733365895,94.78,0,2.22,0.33,2.67,38.9,733.37,695.07,0,16.3,2.4,19.6
"Rutland","Worcester","MA",2014,683367446,0,16340554,2315700,18994600,721018300,94.78,5.22,692809588,0,16566333,2347696,19257050,730980667,94.78,0,2.27,0.32,2.63,38.4,730.98,692.81,0,16.57,2.35,19.26
"Rutland","Worcester","MA",2015,694698341,0,17354559,2015200,18891900,732960000,94.78,5.22,703462050,0,17573489,2040622,19130224,742206385,94.78,0,2.37,0.27,2.58,40.5,742.21,703.46,0,17.57,2.04,19.13
"Rutland","Worcester","MA",2016,740207167,0,16936233,2019000,24504200,783666600,94.45,5.55,740207167,0,16936233,2019000,24504200,783666600,94.45,0,2.16,0.26,3.13,48.4,783.67,740.21,0,16.94,2.02,24.5
"Rutland","Worcester","MA",2017,763398369,0,18156031,3020700,23337200,807912300,94.49,5.51,763398369,0,18156031,3020700,23337200,807912300,94.49,0,2.25,0.37,2.89,53,807.91,763.4,0,18.16,3.02,23.34
"Shrewsbury","Worcester","MA",2003,2987696968,2205000,297713708,149477000,56049097,3493141773,85.59,14.41,3897109708,2876171,388333554,194975687,73109650,4556404769,85.53,0.06,8.52,4.28,1.6,0,4556.4,3897.11,2.88,388.33,194.98,73.11
"Shrewsbury","Worcester","MA",2004,3469508786,2898000,311890852,163766000,38744224,3986807862,87.1,12.9,4408186317,3682056,396273095,208072982,49226495,5065440945,87.02,0.07,7.82,4.11,0.97,11.2,5065.44,4408.19,3.68,396.27,208.07,49.23
"Shrewsbury","Worcester","MA",2005,3725604907,3182800,319982434,164394200,37273381,4250437722,87.73,12.27,4578449856,3911389,393231050,202026415,45805798,5223424508,87.65,0.07,7.53,3.87,0.88,14.6,5223.42,4578.45,3.91,393.23,202.03,45.81
"Shrewsbury","Worcester","MA",2006,4116847834,2679600,335621616,182766600,38979835,4676895485,88.08,11.92,4901152272,3190093,399561196,217585632,46405919,5567895112,88.03,0.06,7.18,3.91,0.83,22.2,5567.9,4901.15,3.19,399.56,217.59,46.41
"Shrewsbury","Worcester","MA",2007,4549474405,3129400,366235728,194877975,41561998,5155279506,88.31,11.69,5266206092,3622411,423933107,225579372,48109744,5967450726,88.25,0.06,7.1,3.78,0.81,31,5967.45,5266.21,3.62,423.93,225.58,48.11
"Shrewsbury","Worcester","MA",2008,4432050699,3010100,363783926,172623875,46529857,5017998457,88.38,11.62,4940586950,3355481,405524720,192430846,51868722,5593766718,88.32,0.06,7.25,3.44,0.93,22.8,5593.77,4940.59,3.36,405.52,192.43,51.87
"Shrewsbury","Worcester","MA",2009,4367186121,2886400,369545787,170586100,54749702,4964954110,88.02,11.98,4885661864,3229076,413418551,190838215,61249629,5554397335,87.96,0.06,7.44,3.44,1.1,21.9,5554.4,4885.66,3.23,413.42,190.84,61.25
"Shrewsbury","Worcester","MA",2010,4183776708,0,353305798,157391714,68156942,4762631162,87.85,12.15,4604944126,0,388871963,173235834,75018083,5242070006,87.85,0,7.42,3.3,1.43,15,5242.07,4604.94,0,388.87,173.24,75.02
"Shrewsbury","Worcester","MA",2011,4112103552,0,352958094,154925414,73400790,4693387850,87.61,12.39,4387561238,0,376601715,165303410,78317692,5007784056,87.61,0,7.52,3.3,1.56,9.9,5007.78,4387.56,0,376.6,165.3,78.32
"Shrewsbury","Worcester","MA",2012,4143388090,0,400907561,159792814,67197324,4771285789,86.84,13.16,4331307200,0,419090312,167040053,70244990,4987682554,86.84,0,8.4,3.35,1.41,9.5,4987.68,4331.31,0,419.09,167.04,70.24
"Shrewsbury","Worcester","MA",2013,4155772462,0,401440093,158261800,67619247,4783093602,86.88,13.12,4281539002,0,413588913,163051292,69665615,4927844822,86.88,0,8.39,3.31,1.41,8.2,4927.84,4281.54,0,413.59,163.05,69.67
"Shrewsbury","Worcester","MA",2014,4133285683,0,399111244,166774506,69753300,4768924733,86.67,13.33,4190395618,0,404625796,169078843,70717087,4834817342,86.67,0,8.37,3.5,1.46,6.1,4834.82,4190.4,0,404.63,169.08,70.72
"Shrewsbury","Worcester","MA",2015,4305688727,0,398296772,166756738,76073050,4946815287,87.04,12.96,4360005545,0,403321337,168860396,77032721,5009219999,87.04,0,8.05,3.37,1.54,9.9,5009.22,4360.01,0,403.32,168.86,77.03
"Shrewsbury","Worcester","MA",2016,4523234723,0,433197826,166765290,72877660,5196075499,87.05,12.95,4523234723,0,433197826,166765290,72877660,5196075499,87.05,0,8.34,3.21,1.4,14,5196.08,4523.23,0,433.2,166.77,72.88
"Shrewsbury","Worcester","MA",2017,4706109316,0,475721834,174953466,77050240,5433834856,86.61,13.39,4706109316,0,475721834,174953466,77050240,5433834856,86.61,0,8.75,3.22,1.42,19.3,5433.83,4706.11,0,475.72,174.95,77.05
"Southborough","Worcester","MA",2003,1359715200,0,155843100,111825500,54089370,1681473170,80.86,19.14,1773593294,0,203279538,145863602,70553410,2193289843,80.86,0,9.27,6.65,3.22,0,2193.29,1773.59,0,203.28,145.86,70.55
"Southborough","Worcester","MA",2004,1552061235,0,164622942,113239830,95717008,1925641015,80.6,19.4,1971972265,0,209161770,143876929,121613298,2446624262,80.6,0,8.55,5.88,4.97,11.6,2446.62,1971.97,0,209.16,143.88,121.61
"Southborough","Worcester","MA",2005,1678666427,0,168265561,112633919,62681643,2022247550,83.01,16.99,2062937497,0,206783986,138417455,77030379,2485169318,83.01,0,8.32,5.57,3.1,13.3,2485.17,2062.94,0,206.78,138.42,77.03
"Southborough","Worcester","MA",2006,1797158400,0,167917900,111435300,78300560,2154812160,83.4,16.6,2139536687,0,199908092,132664941,93217671,2565327391,83.4,0,7.79,5.17,3.63,17,2565.33,2139.54,0,199.91,132.66,93.22
"Southborough","Worcester","MA",2007,1869065598,0,201039802,105780000,85306300,2261191700,82.66,17.34,2163521269,0,232711943,122444755,98745595,2617423563,82.66,0,8.89,4.68,3.77,19.3,2617.42,2163.52,0,232.71,122.44,98.75
"Southborough","Worcester","MA",2008,1863236000,0,207115000,105812300,90245000,2266408300,82.21,17.79,2077024856,0,230879504,117953269,100599767,2526457397,82.21,0,9.14,4.67,3.98,15.2,2526.46,2077.02,0,230.88,117.95,100.6
"Southborough","Worcester","MA",2009,1796894929,0,219715386,109669800,77730100,2204010215,81.53,18.47,2010223697,0,245800168,122689884,86958278,2465672027,81.53,0,9.97,4.98,3.53,12.4,2465.67,2010.22,0,245.8,122.69,86.96
"Southborough","Worcester","MA",2010,1764192507,0,235709090,113195400,87455900,2200552897,80.17,19.83,1941788123,0,259437170,124590419,96259806,2422075518,80.17,0,10.71,5.14,3.97,10.4,2422.08,1941.79,0,259.44,124.59,96.26
"Southborough","Worcester","MA",2011,1642445709,0,239534805,113541900,78772700,2074295114,79.18,20.82,1752468302,0,255580535,121147737,84049451,2213246024,79.18,0,11.55,5.47,3.8,0.9,2213.25,1752.47,0,255.58,121.15,84.05
"Southborough","Worcester","MA",2012,1660192647,0,218948090,108793900,70602900,2058537537,80.65,19.35,1735488979,0,228878256,113728136,73805022,2151900392,80.65,0,10.64,5.29,3.43,-1.9,2151.9,1735.49,0,228.88,113.73,73.81
"Southborough","Worcester","MA",2013,1668607957,0,219808206,110146800,69721400,2068284363,80.68,19.32,1719105199,0,226460283,113480183,71831385,2130877051,80.68,0,10.63,5.33,3.37,-2.8,2130.88,1719.11,0,226.46,113.48,71.83
"Southborough","Worcester","MA",2014,1739296974,0,221725094,108059000,81086500,2150167568,80.89,19.11,1763328978,0,224788687,109552060,82206879,2179876603,80.89,0,10.31,5.03,3.77,-0.6,2179.88,1763.33,0,224.79,109.55,82.21
"Southborough","Worcester","MA",2015,1825776687,0,225118342,109726600,84461800,2245083429,81.32,18.68,1848809095,0,227958239,111110815,85527296,2273405446,81.32,0,10.03,4.89,3.76,3.7,2273.41,1848.81,0,227.96,111.11,85.53
"Southborough","Worcester","MA",2016,1891764942,0,244268325,117959600,87775400,2341768267,80.78,19.22,1891764942,0,244268325,117959600,87775400,2341768267,80.78,0,10.43,5.04,3.75,6.8,2341.77,1891.76,0,244.27,117.96,87.78
"Southborough","Worcester","MA",2017,1900067270,0,253103238,114990500,82289000,2350450008,80.84,19.16,1900067270,0,253103238,114990500,82289000,2350450008,80.84,0,10.77,4.89,3.5,7.2,2350.45,1900.07,0,253.1,114.99,82.29
"Southbridge","Worcester","MA",2003,421001825,0,103672232,38514878,25169160,588358095,71.56,28.44,549148832,0,135228594,50238263,32830297,767445985,71.56,0,17.62,6.55,4.28,0,767.45,549.15,0,135.23,50.24,32.83
"Southbridge","Worcester","MA",2004,653443759,0,107809695,42877006,27311870,831442330,78.59,21.41,830233331,0,136977668,54477404,34701112,1056389515,78.59,0,12.97,5.16,3.28,37.7,1056.39,830.23,0,136.98,54.48,34.7
"Southbridge","Worcester","MA",2005,745076147,0,107888897,42391006,26333230,921689280,80.84,19.16,915634874,0,132586229,52094922,32361288,1132677312,80.84,0,11.71,4.6,2.86,47.6,1132.68,915.63,0,132.59,52.09,32.36
"Southbridge","Worcester","MA",2006,858719743,0,110991095,43322600,26457180,1039490618,82.61,17.39,1022315225,0,132136110,51576028,31497562,1237524924,82.61,0,10.68,4.17,2.55,61.3,1237.52,1022.32,0,132.14,51.58,31.5
"Southbridge","Worcester","MA",2007,961528752,0,123128106,43423800,24528950,1152609608,83.42,16.58,1113009574,0,142525911,50264857,28393281,1334193623,83.42,0,10.68,3.77,2.13,73.8,1334.19,1113.01,0,142.53,50.26,28.39
"Southbridge","Worcester","MA",2008,935746940,0,120788566,43829500,26900240,1127265246,83.01,16.99,1043115125,0,134647921,48858524,29986790,1256608361,83.01,0,10.72,3.89,2.39,63.7,1256.61,1043.12,0,134.65,48.86,29.99
"Southbridge","Worcester","MA",2009,908721280,0,122181935,43796700,35951160,1110651075,81.82,18.18,1016605379,0,136687470,48996278,40219310,1242508437,81.82,0,11,3.94,3.24,61.9,1242.51,1016.61,0,136.69,49,40.22
"Southbridge","Worcester","MA",2010,774855381,0,115930651,40914800,43729680,975430512,79.44,20.56,852857594,0,127601019,45033562,48131807,1073623981,79.44,0,11.89,4.19,4.48,39.9,1073.62,852.86,0,127.6,45.03,48.13
"Southbridge","Worcester","MA",2011,711124499,0,115279443,40964800,43075140,910443882,78.11,21.89,758760631,0,123001673,43708911,45960617,971431832,78.11,0,12.66,4.5,4.73,26.6,971.43,758.76,0,123,43.71,45.96
"Southbridge","Worcester","MA",2012,706035950,0,113725831,41208000,46771270,907741051,77.78,22.22,738057485,0,118883749,43076947,48892533,948910714,77.78,0,12.53,4.54,5.15,23.6,948.91,738.06,0,118.88,43.08,48.89
"Southbridge","Worcester","MA",2013,705903570,0,118827596,44455700,46101650,915288516,77.12,22.88,727266397,0,122423687,45801067,47496829,942987980,77.12,0,12.98,4.86,5.04,22.9,942.99,727.27,0,122.42,45.8,47.5
"Southbridge","Worcester","MA",2014,685086671,0,117963330,44219500,50894970,898164471,76.28,23.72,694552568,0,119593239,44830484,51598190,910574480,76.28,0,13.13,4.92,5.67,18.6,910.57,694.55,0,119.59,44.83,51.6
"Southbridge","Worcester","MA",2015,691335519,0,116922603,45169700,51363510,904791332,76.41,23.59,700056806,0,118397597,45739522,52011467,916205391,76.41,0,12.92,4.99,5.68,19.4,916.21,700.06,0,118.4,45.74,52.01
"Southbridge","Worcester","MA",2016,699145465,0,118311220,47805400,50178110,915440195,76.37,23.63,699145465,0,118311220,47805400,50178110,915440195,76.37,0,12.92,5.22,5.48,19.3,915.44,699.15,0,118.31,47.81,50.18
"Southbridge","Worcester","MA",2017,712729477,0,119268171,48768400,52344280,933110328,76.38,23.62,712729477,0,119268171,48768400,52344280,933110328,76.38,0,12.78,5.23,5.61,21.6,933.11,712.73,0,119.27,48.77,52.34
"Spencer","Worcester","MA",2003,499081196,0,48776904,21695400,18202109,587755609,84.91,15.09,650994460,0,63623904,28299173,23742574,766660111,84.91,0,8.3,3.69,3.1,0,766.66,650.99,0,63.62,28.3,23.74
"Spencer","Worcester","MA",2004,749606504,0,59680348,27957800,19800060,857044712,87.46,12.54,952412960,0,75826899,35521798,25156977,1088918635,87.46,0,6.96,3.26,2.31,42,1088.92,952.41,0,75.83,35.52,25.16
