"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Chelsea","Suffolk","MA",2014,1435072314,0,437744486,129453600,117035520,2119305920,67.71,32.29,1454900821,0,443792836,131242271,118652609,2148588537
"Chelsea","Suffolk","MA",2015,1668739162,0,473580638,139292000,117761940,2399373740,69.55,30.45,1689790522,0,479554919,141049187,119247522,2429642149
"Chelsea","Suffolk","MA",2016,1859766738,0,491671262,139964400,130843020,2622245420,70.92,29.08,1859766738,0,491671262,139964400,130843020,2622245420
"Chelsea","Suffolk","MA",2017,2163790587,0,530766013,142265700,144279500,2981101800,72.58,27.42,2163790587,0,530766013,142265700,144279500,2981101800
"Revere","Suffolk","MA",2003,2307864623,0,308358577,41691400,42116351,2700030951,85.48,14.52,3010346003,0,402218571,54381673,54935973,3521882220
"Revere","Suffolk","MA",2004,2329851896,0,321848404,42255400,44474144,2738429844,85.08,14.92,2960194622,0,408924669,53687622,56506648,3479313560
"Revere","Suffolk","MA",2005,3705638090,0,363587550,75491600,40864411,4185581651,88.53,11.47,4553912345,0,446818009,92772721,50218867,5143721942
"Revere","Suffolk","MA",2006,4030780338,0,368110362,75426900,41387251,4515704851,89.26,10.74,4798687979,0,438239403,89796548,49271974,5375995904
"Revere","Suffolk","MA",2007,4255583294,0,402677826,79360700,44373745,4781995565,88.99,11.01,4926014892,0,466116354,91863315,51364458,5535359018
"Revere","Suffolk","MA",2008,4516677308,0,446544292,88298500,48051760,5099571860,88.57,11.43,5034923669,0,497781062,98429925,53565249,5684699904
"Revere","Suffolk","MA",2009,4153116437,0,451416463,87148300,55157055,4746838255,87.49,12.51,4646177660,0,505008978,97494614,61705344,5310386596
"Revere","Suffolk","MA",2010,3447300073,0,441902327,84948600,61925629,4036076629,85.41,14.59,3794328744,0,486387221,93500104,68159484,4442375553
"Revere","Suffolk","MA",2011,3221193935,0,440181065,85194800,65949860,3812519660,84.49,15.51,3436972214,0,469667496,90901748,70367647,4067909104
"Revere","Suffolk","MA",2012,3206665958,0,420326392,85911296,68221210,3781124856,84.81,15.19,3352100998,0,439389864,89807715,71315313,3952613889
"Revere","Suffolk","MA",2013,3187488035,0,423237215,88076056,71004225,3769805531,84.55,15.45,3283951291,0,436045683,90741510,73153033,3883891517
"Revere","Suffolk","MA",2014,3293965320,0,441870015,88655856,72976627,3897467818,84.52,15.48,3339478299,0,447975368,89880821,73984951,3951319439
"Revere","Suffolk","MA",2015,3637807938,0,454982080,101070427,71145536,4265005981,85.29,14.71,3683699354,0,460721738,102345443,72043046,4318809581
"Revere","Suffolk","MA",2016,3974968803,0,456465306,100983327,73616395,4606033831,86.3,13.7,3974968803,0,456465306,100983327,73616395,4606033831
"Revere","Suffolk","MA",2017,4391660331,0,457918990,107790363,81625159,5038994843,87.15,12.85,4391660331,0,457918990,107790363,81625159,5038994843
"Winthrop","Suffolk","MA",2003,1476323100,269800,76576900,2915300,14460710,1570545810,94.02,5.98,1925694991,351923,99885826,3802676,18862346,2048597762
"Winthrop","Suffolk","MA",2004,1480471740,163000,76999060,2915300,15902420,1576451520,93.92,6.08,1881014192,207100,97831198,3704036,20204829,2002961355
"Winthrop","Suffolk","MA",2005,1764905850,195400,80514350,3213000,17186490,1866015090,94.59,5.41,2168918373,240130,98945251,3948502,21120727,2293172984
"Winthrop","Suffolk","MA",2006,1930705375,67200,90038325,3447700,17447110,2041705710,94.57,5.43,2298525818,80002,107191608,4104524,20770975,2430672928
"Winthrop","Suffolk","MA",2007,1989785620,67200,91595180,3475700,17897620,2102821320,94.63,5.37,2303259722,77787,106025235,4023267,20717241,2434103252
"Winthrop","Suffolk","MA",2008,1951980785,67200,92134015,3466100,19123800,2066771900,94.45,5.55,2175952273,74911,102705529,3863802,21318077,2303914592
"Winthrop","Suffolk","MA",2009,1878273757,67200,96656543,3620700,21814520,2000432720,93.9,6.1,2101263883,75178,108131683,4050552,24404357,2237925653
"Winthrop","Suffolk","MA",2010,1696718745,67200,93371755,3643600,21722570,1815523870,93.46,6.54,1867521994,73965,102771191,4010390,23909312,1998286850
"Winthrop","Suffolk","MA",2011,1597182904,50400,90470796,3549600,22820730,1714074430,93.18,6.82,1704173475,53776,96531168,3787377,24349423,1828895219
"Winthrop","Suffolk","MA",2012,1560586625,46400,89098475,3644100,23980000,1677355600,93.04,6.96,1631365428,48504,93139445,3809374,25067588,1753430340
"Winthrop","Suffolk","MA",2013,1548121285,46400,90009915,3236500,24848080,1666262180,92.91,7.09,1594972228,47804,92733894,3334447,25600060,1716688432
"Winthrop","Suffolk","MA",2014,1521451661,46400,90051339,3236500,27663840,1642449740,92.64,7.36,1542473679,47041,91295585,3281219,28046073,1665143598
"Winthrop","Suffolk","MA",2015,1710733157,46400,99120643,3342300,26455210,1839697710,92.99,7.01,1732314276,46985,100371063,3384464,26788946,1862905734
"Winthrop","Suffolk","MA",2016,1780838519,46400,101545281,3551300,27902140,1913883640,93.05,6.95,1780838519,46400,101545281,3551300,27902140,1913883640
"Winthrop","Suffolk","MA",2017,1963355067,46400,101757533,3551300,34038880,2102749180,93.37,6.63,1963355067,46400,101757533,3551300,34038880,2102749180
"Ashburnham","Worcester","MA",2003,403800950,218100,9003350,3489200,2920635,419432235,96.33,3.67,526712253,284487,11743843,4551263,3809635,547101481
"Ashburnham","Worcester","MA",2004,465824730,218100,8939770,3527800,2973795,481484195,96.79,3.21,591853870,277107,11358430,4482248,3778357,611750012
"Ashburnham","Worcester","MA",2005,542223490,301600,10331010,4113800,2708768,559678668,96.94,3.06,666346304,370641,12695928,5055508,3328844,687797225
"Ashburnham","Worcester","MA",2006,605246780,326600,11380820,4977300,3472418,625403918,96.83,3.17,720552896,388821,13548990,5925530,4133952,744550189
"Ashburnham","Worcester","MA",2007,638947400,327500,12644900,4638400,3686705,660244905,96.82,3.18,739608225,379095,14636998,5369141,4267515,764260974
"Ashburnham","Worcester","MA",2008,647193970,329100,12806830,4475700,4779135,669584735,96.71,3.29,721453408,366861,14276294,4989245,5327496,746413304
"Ashburnham","Worcester","MA",2009,663427825,0,15421075,5165700,7001494,691016094,96.01,3.99,742190494,0,17251877,5778976,7832717,773054064
"Ashburnham","Worcester","MA",2010,600605155,0,14494445,4947700,7492082,627539382,95.71,4.29,661066155,0,15953554,5445769,8246286,690711764
"Ashburnham","Worcester","MA",2011,578710815,0,14244685,5067900,8753465,606776865,95.37,4.63,617476945,0,15198894,5407384,9339834,647423057
"Ashburnham","Worcester","MA",2012,548559790,0,13708810,4772100,8730728,575771428,95.27,4.73,573439156,0,14330559,4988534,9126701,601884950
"Ashburnham","Worcester","MA",2013,545555920,0,13916830,4577100,8731825,572781675,95.25,4.75,562066131,0,14337996,4715617,8996077,590115822
"Ashburnham","Worcester","MA",2014,535366169,0,12962705,4261200,7837245,560427319,95.53,4.47,542763366,0,13141812,4320077,7945533,568170788
"Ashburnham","Worcester","MA",2015,536171494,0,12804080,4111300,10838623,563925497,95.08,4.92,542935366,0,12965605,4163165,10975354,571039490
"Ashburnham","Worcester","MA",2016,537984279,0,13294895,4131300,10435703,565846177,95.08,4.92,537984279,0,13294895,4131300,10435703,565846177
"Ashburnham","Worcester","MA",2017,545329574,0,13555600,4291300,10852315,574028789,95,5,545329574,0,13555600,4291300,10852315,574028789
"Athol","Worcester","MA",2003,327232147,0,31132453,12096600,13180824,383642024,85.3,14.7,426836989,0,40608732,15778634,17192881,500417235
"Athol","Worcester","MA",2004,516234334,0,43685766,15903700,13211250,589035050,87.64,12.36,655901820,0,55504974,20206455,16785561,748398810
"Athol","Worcester","MA",2005,619669493,0,47722907,16546100,13214648,697153148,88.89,11.11,761520819,0,58647372,20333742,16239672,856741606
"Athol","Worcester","MA",2006,671671818,0,48577782,16289300,12993950,749532850,89.61,10.39,799632629,0,57832380,19392589,15469439,892327037
"Athol","Worcester","MA",2007,771446362,0,54160738,16602300,14237145,856446545,90.08,9.92,892981292,0,62693310,19217854,16480088,991372544
"Athol","Worcester","MA",2008,768609132,0,53560868,16724500,14225971,853120471,90.09,9.91,856799821,0,59706475,18643480,15858268,951008044
"Athol","Worcester","MA",2009,730511653,0,52074147,16595000,18422517,817603317,89.35,10.65,817238566,0,58256430,18565171,20609653,914669821
"Athol","Worcester","MA",2010,639640253,0,50961347,15265600,18535838,724403038,88.3,11.7,704030791,0,56091463,16802339,20401782,797326375
"Athol","Worcester","MA",2011,618146631,0,49157169,15314100,19390432,702008332,88.05,11.95,659554450,0,52450063,16339946,20689340,749033799
"Athol","Worcester","MA",2012,579187096,0,48555204,15706000,19333898,662782198,87.39,12.61,605455532,0,50757375,16418329,20210767,692842004
"Athol","Worcester","MA",2013,551330371,0,48521011,15526200,19241022,634618604,86.88,13.12,568015335,0,49989407,15996071,19823315,653824128
"Athol","Worcester","MA",2014,530036331,0,47809717,14010169,23780507,615636724,86.1,13.9,537359885,0,48470308,14203749,24109084,624143025
"Athol","Worcester","MA",2015,529515971,0,55096002,13912669,23757816,622282458,85.09,14.91,536195883,0,55791045,14088179,24057524,630132631
"Athol","Worcester","MA",2016,530178571,0,56583327,13912669,24080765,624755332,84.86,15.14,530178571,0,56583327,13912669,24080765,624755332
"Athol","Worcester","MA",2017,556097035,0,61944486,14239000,25243833,657524354,84.57,15.43,556097035,0,61944486,14239000,25243833,657524354
"Auburn","Worcester","MA",2003,846233456,2855700,239204724,87033820,26423794,1201751494,70.65,29.35,1103814962,3724935,312015262,113525685,34466824,1567547668
"Auburn","Worcester","MA",2004,1136839666,3159300,250926446,102215580,32853310,1525994302,74.71,25.29,1444412270,4014050,318814735,129870062,41741791,1938852909
"Auburn","Worcester","MA",2005,1247284629,2884400,300305377,111763980,32770150,1695008536,73.76,26.24,1532806154,3544681,369049629,137348375,40271712,2083020551
"Auburn","Worcester","MA",2006,1427427261,3819000,333581440,121745180,38776140,1925349021,74.34,25.66,1699367731,4546561,397132345,144938965,46163418,2292149020
"Auburn","Worcester","MA",2007,1555529868,0,384141972,144161900,38840860,2122674600,73.28,26.72,1800590604,0,444660331,166873403,44959913,2457084251
"Auburn","Worcester","MA",2008,1557995634,0,375341260,140576300,48964560,2122877754,73.39,26.61,1736761021,0,418408149,156706112,54582784,2366458067
"Auburn","Worcester","MA",2009,1500360659,0,372353085,150513100,56739520,2079966364,72.13,27.87,1678484647,0,416559134,168382133,63475680,2326901593
"Auburn","Worcester","MA",2010,1326664929,0,341714197,140535600,53519260,1862433986,71.23,28.77,1460216044,0,376113472,154682869,58906873,2049919258
"Auburn","Worcester","MA",2011,1297388619,0,332213523,138807100,57133200,1825542442,71.07,28.93,1384296855,0,354467527,148105378,60960385,1947830145
"Auburn","Worcester","MA",2012,1289813934,0,331588017,140645800,60476300,1822524051,70.77,29.23,1348312120,0,346626851,147024646,63219140,1905182757
"Auburn","Worcester","MA",2013,1275580965,0,329718830,142020000,65380280,1812700075,70.37,29.63,1314183994,0,339697143,146317965,67358890,1867557991
"Auburn","Worcester","MA",2014,1281204881,0,347357208,139308300,58227740,1826098129,70.16,29.84,1298907390,0,352156670,141233134,59032277,1851329471
"Auburn","Worcester","MA",2015,1332100174,0,346344098,140389200,63969780,1882803252,70.75,29.25,1348904789,0,350713273,142160228,64776767,1906555058
"Auburn","Worcester","MA",2016,1361781137,0,355591771,140972700,72838010,1931183618,70.52,29.48,1361781137,0,355591771,140972700,72838010,1931183618
"Auburn","Worcester","MA",2017,1406148384,0,366841597,144064400,87760650,2004815031,70.14,29.86,1406148384,0,366841597,144064400,87760650,2004815031
"Barre","Worcester","MA",2003,215752152,0,17816028,4126300,9253165,246947645,87.37,12.63,281424058,0,23238975,5382287,12069698,322115019
"Barre","Worcester","MA",2004,297353474,0,21436193,4944500,9685074,333419241,89.18,10.82,377802622,0,27235767,6282237,12305376,423626002
"Barre","Worcester","MA",2005,354992483,0,21822759,4974100,10079770,391869112,90.59,9.41,436255406,0,26818305,6112744,12387175,481573630
"Barre","Worcester","MA",2006,393360257,0,24496719,5373200,10133068,433363244,90.77,9.23,468299679,0,29163611,6396853,12063528,515923671
"Barre","Worcester","MA",2007,430660047,0,27398592,6173100,10294722,474526461,90.76,9.24,498506940,0,31715011,7145620,11916569,549284141
"Barre","Worcester","MA",2008,453123163,0,27955320,6164900,10014056,497257439,91.12,8.88,505114796,0,31162931,6872264,11163075,554313067
"Barre","Worcester","MA",2009,437811994,0,27129809,5698000,11905801,482545604,90.73,9.27,489789375,0,30350681,6374471,13319267,539833795
"Barre","Worcester","MA",2010,408641210,0,24450643,5972100,12323665,451387618,90.53,9.47,449777813,0,26912011,6573292,13564249,496827366
"Barre","Worcester","MA",2011,389157165,0,24162625,5977100,12621939,431918829,90.1,9.9,415225655,0,25781208,6377488,13467445,460851797
"Barre","Worcester","MA",2012,360512738,0,24135524,6402400,15479994,406530656,88.68,11.32,376863423,0,25230166,6692774,16182073,424968436
"Barre","Worcester","MA",2013,349491135,0,23630850,6463500,21041168,400626653,87.24,12.76,360067819,0,24345993,6659106,21677939,412750856
"Barre","Worcester","MA",2014,330814603,0,24968090,6804300,23843701,386430694,85.61,14.39,335385494,0,25313076,6898316,24173151,391770037
"Barre","Worcester","MA",2015,329650477,0,24944281,7197300,24266774,386058832,85.39,14.61,333809060,0,25258956,7288095,24572902,390929014
"Barre","Worcester","MA",2016,336259733,0,24520469,8556100,31143611,400479913,83.96,16.04,336259733,0,24520469,8556100,31143611,400479913
"Barre","Worcester","MA",2017,347847225,0,25860915,9047400,29124578,411880118,84.45,15.55,347847225,0,25860915,9047400,29124578,411880118
"Berlin","Worcester","MA",2003,234450200,0,86822050,4965900,7512880,333751030,70.25,29.75,305813528,0,113249455,6477450,9799695,435340127
"Berlin","Worcester","MA",2004,323271550,0,103145210,6869100,8169640,441455500,73.23,26.77,410732848,0,131051204,8727539,10379941,560891531
"Berlin","Worcester","MA",2005,361543950,0,104707810,6378500,9297000,481927260,75.02,24.98,444306599,0,128676945,7838631,11425218,592247393
"Berlin","Worcester","MA",2006,402506700,0,105470800,9202200,10507380,527687080,76.28,23.72,479188619,0,125564138,10955320,12509151,628217227
"Berlin","Worcester","MA",2007,447489925,0,118132340,9678500,8262110,583562875,76.68,23.32,517988224,0,136743103,11203267,9563736,675498331
"Berlin","Worcester","MA",2008,454972525,0,121714210,9752600,9888080,596327415,76.3,23.7,507176355,0,135679774,10871619,11022644,664750393
"Berlin","Worcester","MA",2009,464983996,0,123156510,9752600,10649780,608542886,76.41,23.59,520187259,0,137777747,10910436,11914130,680789572
"Berlin","Worcester","MA",2010,419829150,0,118624830,9549600,11297920,559301500,75.06,24.94,462092008,0,130566412,10510928,12435245,615604593
"Berlin","Worcester","MA",2011,418439994,0,123269837,9689940,10248630,561648401,74.5,25.5,446470055,0,131527320,10339040,10935155,599271570
"Berlin","Worcester","MA",2012,417067064,1911515,111718360,9689940,11460300,551847179,75.92,24.08,435982712,1998210,116785231,10129417,11980070,576875641
"Berlin","Worcester","MA",2013,383189300,2138795,114052200,9125700,10923390,519429385,74.18,25.82,394785794,2203522,117503773,9401872,11253966,535148926
"Berlin","Worcester","MA",2014,366533640,2105440,112120172,8764000,10945080,500468332,73.66,26.34,371598064,2134531,113669345,8885093,11096309,507383342
"Berlin","Worcester","MA",2015,374720800,2095220,117656200,12378300,11611450,518461970,72.68,27.32,379447951,2121651,119140448,12534454,11757930,525002435
"Berlin","Worcester","MA",2016,395869045,2786808,135758344,12021700,11584320,558020217,71.44,28.56,395869045,2786808,135758344,12021700,11584320,558020217
"Berlin","Worcester","MA",2017,438146871,2273613,126527366,12078100,12488860,591514810,74.46,25.54,438146871,2273613,126527366,12078100,12488860,591514810
"Blackstone","Worcester","MA",2003,497727800,0,17937100,64415500,185724858,765805258,64.99,35.01,649229109,0,23396900,84022668,242256880,998905557
"Blackstone","Worcester","MA",2004,608598080,0,21580820,42576500,246069606,918825006,66.24,33.76,773254629,0,27419523,54095596,312643875,1167413622
"Blackstone","Worcester","MA",2005,658173769,0,21686431,42685800,234707466,957253466,68.76,31.24,808839282,0,26650769,52457198,288435406,1176382655
"Blackstone","Worcester","MA",2006,765723625,0,23963175,41627500,243248764,1074563064,71.26,28.74,911602332,0,28528421,49557993,289590308,1279279054
"Blackstone","Worcester","MA",2007,855574091,0,26153231,39088920,181004462,1101820704,77.65,22.35,990362642,0,30273454,45247053,209520203,1275403351
"Blackstone","Worcester","MA",2008,838669358,0,26301664,39088400,181080756,1085140178,77.29,22.71,934898801,0,29319533,43573427,201858074,1209649836
"Blackstone","Worcester","MA",2009,786180287,0,25797735,31497871,162500164,1005976057,78.15,21.85,879516224,0,28860462,35237323,181792310,1125406319
"Blackstone","Worcester","MA",2010,751945428,0,24621494,30227713,147913827,954708462,78.76,21.24,827641369,0,27100061,33270640,162803839,1050815909
"Blackstone","Worcester","MA",2011,693359204,0,23035918,28042472,138113172,882550766,78.56,21.44,739805292,0,24579026,29920954,147364966,941670238
"Blackstone","Worcester","MA",2012,653573219,0,22264103,25774378,129021095,830632795,78.68,21.32,683215361,0,23273869,26943348,134872714,868305292
"Blackstone","Worcester","MA",2013,641812029,0,22616593,25131574,125491199,815051395,78.74,21.26,661235248,0,23301041,25892133,129288951,839717373
"Blackstone","Worcester","MA",2014,636786690,0,26323132,24263458,120417740,807791020,78.83,21.17,645585222,0,26686841,24598708,122081561,818952332
"Blackstone","Worcester","MA",2015,645436898,0,26685902,23767066,119062633,814952499,79.2,20.8,653579168,0,27022548,24066891,120564623,825233230
"Blackstone","Worcester","MA",2016,678142522,0,26880478,24849533,122678221,852550754,79.54,20.46,678142522,0,26880478,24849533,122678221,852550754
"Blackstone","Worcester","MA",2017,711910421,0,25952479,24780974,124797358,887441232,80.22,19.78,711910421,0,25952479,24780974,124797358,887441232
"Bolton","Worcester","MA",2003,731199961,0,64239570,4780000,10896179,811115710,90.15,9.85,953766897,0,83793187,6234964,14212822,1058007871
"Bolton","Worcester","MA",2004,743111090,0,66089232,4862000,19850840,833913162,89.11,10.89,944160208,0,83969710,6177417,25221496,1059528832
"Bolton","Worcester","MA",2005,768516846,0,68937708,4893000,34699256,877046810,87.63,12.37,944441488,0,84718548,6013079,42642419,1077815534
"Bolton","Worcester","MA",2006,854484248,0,56980485,15409800,34503615,961378148,88.88,11.12,1017272822,0,67835889,18345535,41076930,1144531176
"Bolton","Worcester","MA",2007,886898663,0,53022737,15116700,32574631,987612731,89.8,10.2,1026622138,0,61376026,17498210,37706492,1143202866
"Bolton","Worcester","MA",2008,876647208,0,44343994,15147800,33211158,969350160,90.44,9.56,977234253,0,49432051,16885868,37021827,1080574000
"Bolton","Worcester","MA",2009,858466821,0,48112979,16245600,49122436,971947836,88.32,11.68,960384672,0,53824989,18174290,54954290,1087338241
"Bolton","Worcester","MA",2010,841525762,0,45727538,13091400,31179096,931523796,90.34,9.66,926239469,0,50330783,14409269,34317796,1025297317
"Bolton","Worcester","MA",2011,798205942,0,41290479,12190800,26447941,878135162,90.9,9.1,851675403,0,44056406,13007426,28219611,936958846
"Bolton","Worcester","MA",2012,806955779,0,40349181,11398100,21673179,880376239,91.66,8.34,843554429,0,42179177,11915049,22656144,920304799
"Bolton","Worcester","MA",2013,790516232,0,38847574,11210100,19170486,859744392,91.95,8.05,814439700,0,40023222,11549352,19750644,885762919
"Bolton","Worcester","MA",2014,804864689,0,40565856,11356000,16901084,873687629,92.12,7.88,815985568,0,41126358,11512907,17134608,885759440
"Bolton","Worcester","MA",2015,828163340,0,39549302,11209600,19879234,898801476,92.14,7.86,838610727,0,40048222,11351011,20130013,910139972
"Bolton","Worcester","MA",2016,863604907,0,40092272,11321600,19588177,934606956,92.4,7.6,863604907,0,40092272,11321600,19588177,934606956
"Bolton","Worcester","MA",2017,889443968,0,40197431,11069500,20801740,961512639,92.5,7.5,889443968,0,40197431,11069500,20801740,961512639
"Boylston","Worcester","MA",2003,387375254,339600,27058946,12780100,6122149,433676049,89.4,10.6,505286808,442969,35295307,16670182,7985645,565680910
"Boylston","Worcester","MA",2004,487243251,475300,31468349,15480600,9669396,544336896,89.6,10.4,619067183,603893,39982128,19668885,12285456,691607546
"Boylston","Worcester","MA",2005,572310582,712700,33398518,16573200,7843700,630838700,90.84,9.16,703320767,875847,41043923,20367046,9639237,775246820
"Boylston","Worcester","MA",2006,596793813,712700,33812587,16591100,8324000,656234200,91.05,8.95,710489547,848477,40254254,19751886,9909813,781253976
"Boylston","Worcester","MA",2007,653662622,712700,36063278,18230200,7434400,716103200,91.38,8.62,756641708,824980,41744746,21102216,8605628,828919277
"Boylston","Worcester","MA",2008,663921764,0,36688076,18943300,9501600,729054740,91.07,8.93,740100560,0,40897689,21116866,10591819,812706934
"Boylston","Worcester","MA",2009,622620121,0,36511119,18598500,14905900,692635640,89.89,10.11,696538067,0,40845748,20806528,16675540,774865884
"Boylston","Worcester","MA",2010,619934921,0,37255519,19153100,12654000,688997540,89.98,10.02,682341786,0,41005913,21081181,13927838,758356718
"Boylston","Worcester","MA",2011,529033814,0,32148826,16825500,12318700,590326840,89.62,10.38,564472228,0,34302381,17952591,13143893,629871093
"Boylston","Worcester","MA",2012,533662138,0,31767702,16381300,12977700,594788840,89.72,10.28,557865836,0,33208493,17124257,13566290,621764877
"Boylston","Worcester","MA",2013,531772498,0,32817602,16413600,13955700,594959400,89.38,10.62,547865580,0,33810764,16910326,14378043,612964713
"Boylston","Worcester","MA",2014,536902144,0,29288056,14158100,13798800,594147100,90.37,9.63,544320563,0,29692731,14353724,13989459,602356477
"Boylston","Worcester","MA",2015,544712764,0,29482436,14158100,11942100,600295400,90.74,9.26,551584386,0,29854361,14336706,12092751,607868204
"Boylston","Worcester","MA",2016,588599830,0,32723070,14631800,12272000,648226700,90.8,9.2,588599830,0,32723070,14631800,12272000,648226700
"Boylston","Worcester","MA",2017,635634838,0,33784562,15187600,11574200,696181200,91.3,8.7,635634838,0,33784562,15187600,11574200,696181200
"Brookfield","Worcester","MA",2003,127205260,0,7645523,760000,4120596,139731379,91.04,8.96,165924744,0,9972712,991333,5374847,182263636
"Brookfield","Worcester","MA",2004,179762496,0,8256831,984900,4593787,193598014,92.85,7.15,228397339,0,10490721,1251365,5836639,245976064
"Brookfield","Worcester","MA",2005,190151767,0,8261361,1062900,4647765,204123793,93.16,6.84,233680262,0,10152506,1306213,5711706,250850687
"Brookfield","Worcester","MA",2006,243154435,0,10111850,1476900,4673632,259416817,93.73,6.27,289478008,0,12038268,1758266,5564010,308838552
"Brookfield","Worcester","MA",2007,281587311,0,10929283,1821877,4563914,298902385,94.21,5.79,325949040,0,12651100,2108899,5282921,345991959
"Brookfield","Worcester","MA",2008,288930097,0,10659217,1883977,5186252,306659543,94.22,5.78,322082116,0,11882262,2100146,5781326,341845850
"Brookfield","Worcester","MA",2009,289521145,0,11049123,2254677,6205927,309030872,93.69,6.31,323893321,0,12360884,2522354,6942699,345719258
"Brookfield","Worcester","MA",2010,274153545,0,10704727,2155477,6119414,293133163,93.53,6.47,301751705,0,11782338,2372462,6735436,322641941
"Brookfield","Worcester","MA",2011,274556132,0,10694461,2210577,6733465,294194635,93.32,6.68,292947837,0,11410851,2358657,7184520,313901866
"Brookfield","Worcester","MA",2012,247214325,0,9683332,2052524,6592007,265542188,93.1,6.9,258426477,0,10122510,2145614,6890981,277585581
"Brookfield","Worcester","MA",2013,236258766,0,9172932,1968982,6123170,253523850,93.19,6.81,243408688,0,9450533,2028569,6308476,261196267
"Brookfield","Worcester","MA",2014,228487386,0,8889683,1928958,6691990,245998017,92.88,7.12,231644414,0,9012512,1955611,6784454,249396991
"Brookfield","Worcester","MA",2015,229781888,0,9573845,2193958,6352837,247902528,92.69,7.31,232680616,0,9694620,2221635,6432979,251029850
"Brookfield","Worcester","MA",2016,230979828,0,9419364,2430000,6241733,249070925,92.74,7.26,230979828,0,9419364,2430000,6241733,249070925
"Brookfield","Worcester","MA",2017,236419934,0,9370919,2317500,7702902,255811255,92.42,7.58,236419934,0,9370919,2317500,7702902,255811255
"Charlton","Worcester","MA",2003,680560003,0,46481408,36063165,40132822,803237398,84.73,15.27,887712851,0,60629692,47040283,52348686,1047731512
"Charlton","Worcester","MA",2004,704970893,0,49314322,36145765,46907710,837338690,84.19,15.81,895701160,0,62656339,45925022,59598617,1063881138
"Charlton","Worcester","MA",2005,1080300821,0,62265968,46152195,43885440,1232604424,87.64,12.36,1327597333,0,76519550,56717101,53931453,1514765438
"Charlton","Worcester","MA",2006,1200660941,0,63057899,46954960,44426520,1355100320,88.6,11.4,1429399953,0,75071117,55900392,52890257,1613261719
"Charlton","Worcester","MA",2007,1413734866,0,71391345,52526240,44318590,1581971041,89.37,10.63,1636456984,0,82638455,60801310,51300614,1831197363
"Charlton","Worcester","MA",2008,1469608943,0,82349572,52995170,45991920,1650945605,89.02,10.98,1638232786,0,91798413,59075869,51269061,1840376130
"Charlton","Worcester","MA",2009,1407132102,0,81541602,53530975,51064520,1593269199,88.32,11.68,1574187923,0,91222285,59886214,57126940,1782423361
"Charlton","Worcester","MA",2010,1296650232,0,81880605,53305855,50278250,1482114942,87.49,12.51,1427179863,0,90123264,58671985,55339601,1631314712
"Charlton","Worcester","MA",2011,1196184577,0,82802529,53895740,50850380,1383733226,86.45,13.55,1276313453,0,88349226,57506057,54256697,1476425433
"Charlton","Worcester","MA",2012,1195666644,0,81593462,53117250,51946270,1382323626,86.5,13.5,1249894876,0,85294050,55526328,54302240,1445017494
"Charlton","Worcester","MA",2013,1198429814,0,82749638,54664905,54483170,1390327527,86.2,13.8,1234698010,0,85253898,56319234,56131999,1432403142
"Charlton","Worcester","MA",2014,1204786429,0,86130747,52417005,53858150,1397192331,86.23,13.77,1221433058,0,87320822,53141255,54602312,1416497448
"Charlton","Worcester","MA",2015,1197681618,0,76252650,49027730,58381570,1381343568,86.7,13.3,1212790526,0,77214587,49646221,59118061,1398769395
"Charlton","Worcester","MA",2016,1198412768,0,75983072,54112980,79394480,1407903300,85.12,14.88,1198412768,0,75983072,54112980,79394480,1407903300
"Charlton","Worcester","MA",2017,1204649448,0,76856755,56445990,77444910,1415397103,85.11,14.89,1204649448,0,76856755,56445990,77444910,1415397103
"Clinton","Worcester","MA",2003,677474525,0,43100775,54807600,16837610,792220510,85.52,14.48,883688197,0,56220042,71490259,21962741,1033361239
"Clinton","Worcester","MA",2004,700342997,0,46924503,57013200,17076792,821357492,85.27,14.73,889821184,0,59619953,72438153,21696928,1043576218
"Clinton","Worcester","MA",2005,899128019,0,52150281,63521900,15507220,1030307420,87.27,12.73,1104951451,0,64088236,78062983,19057047,1266159718
"Clinton","Worcester","MA",2006,1058650456,0,58095444,63185700,16498996,1196430596,88.48,11.52,1260334921,0,69163260,75223265,19642235,1424363681
"Clinton","Worcester","MA",2007,1091062237,0,57907363,63580000,22847738,1235397338,88.32,11.68,1262949978,0,67030184,73596498,26447208,1430023868
"Clinton","Worcester","MA",2008,1112461602,0,59533868,63108300,24567869,1259671639,88.31,11.69,1240106137,0,66364821,70349386,27386802,1404207146
"Clinton","Worcester","MA",2009,1057344675,0,61600295,64161000,27100037,1210206007,87.37,12.63,1182873460,0,68913530,71778244,30317375,1353882608
"Clinton","Worcester","MA",2010,1007095178,0,67432292,62616900,27649167,1164793537,86.46,13.54,1108476228,0,74220485,68920343,30432520,1282049576
"Clinton","Worcester","MA",2011,942155254,0,67092116,62439100,34964480,1106650950,85.14,14.86,1005267455,0,71586419,66621711,37306647,1180782232
