JURISDICTIONCODE,NAME,Year,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total,Res_as_a___of_Total,CIP
281,Springfield,2010,"5,252,153,800",0,"1,052,016,750","229,288,700","461,359,650","6,994,818,900",75.09,24.91
281,Springfield,2011,"5,155,722,500",0,"1,045,580,000","184,851,100","463,175,130","6,849,328,730",75.27,24.73
281,Springfield,2012,"5,038,856,200",0,"1,009,971,300","166,822,500","560,357,950","6,776,007,950",74.36,25.64
281,Springfield,2013,"4,858,355,700",0,"1,047,246,800","159,725,600","631,025,200","6,696,353,300",72.55,27.45
281,Springfield,2014,"5,025,199,000",0,"1,064,979,700","162,566,500","665,647,970","6,918,393,170",72.64,27.36
281,Springfield,2015,"5,079,607,100",0,"1,156,136,600","168,230,700","640,954,110","7,044,928,510",72.10,27.90
281,Springfield,2016,"5,225,634,600",0,"1,200,394,800","171,773,800","678,618,930","7,276,422,130",71.82,28.18
281,Springfield,2017,"5,553,040,400",0,"1,210,558,400","174,399,800","719,957,490","7,657,956,090",72.51,27.49
282,Sterling,2003,"695,372,905",0,"40,674,395","38,622,800","27,215,952","801,886,052",86.72,13.28
282,Sterling,2004,"742,375,560",0,"47,769,140","40,229,100","30,304,732","860,678,532",86.25,13.75
282,Sterling,2005,"786,656,960",0,"48,813,640","40,717,100","27,089,197","903,276,897",87.09,12.91
282,Sterling,2006,"985,746,665",0,"51,527,635","45,560,400","26,037,777","1,108,872,477",88.90,11.10
282,Sterling,2007,"999,411,315",0,"45,726,185","57,525,000","26,737,346","1,129,399,846",88.49,11.51
282,Sterling,2008,"959,123,705",0,"46,689,195","59,975,400","29,466,323","1,095,254,623",87.57,12.43
282,Sterling,2009,"957,781,435",0,"47,410,565","60,217,100","31,878,355","1,097,287,455",87.29,12.71
282,Sterling,2010,"880,724,285",0,"44,790,115","59,833,000","31,888,701","1,017,236,101",86.58,13.42
282,Sterling,2011,"840,864,470",0,"45,511,230","58,406,900","36,167,338","980,949,938",85.72,14.28
282,Sterling,2012,"822,114,165",0,"39,731,635","54,140,500","37,876,440","953,862,740",86.19,13.81
282,Sterling,2013,"800,512,730",0,"39,819,970","51,795,200","36,993,178","929,121,078",86.16,13.84
282,Sterling,2014,"797,058,365",0,"38,515,235","50,736,000","41,606,788","927,916,388",85.90,14.10
282,Sterling,2015,"811,538,775",0,"38,547,125","50,737,700","41,726,534","942,550,134",86.10,13.90
282,Sterling,2016,"816,488,775",0,"41,213,725","53,865,600","43,641,093","955,209,193",85.48,14.52
282,Sterling,2017,"849,217,529",0,"40,842,571","53,121,700","42,603,592","985,785,392",86.15,13.85
283,Stockbridge,2003,"372,463,500","3,397,000","23,805,300","2,621,500","28,499,588","430,786,888",87.25,12.75
283,Stockbridge,2004,"376,760,500","3,446,100","23,244,600","2,621,500","29,488,136","435,560,836",87.29,12.71
283,Stockbridge,2005,"645,899,100",0,"36,806,500","3,664,600","27,789,224","714,159,424",90.44,9.56
283,Stockbridge,2006,"669,608,500",0,"43,123,400","3,645,000","28,686,284","745,063,184",89.87,10.13
283,Stockbridge,2007,"734,072,100",0,"44,268,400","3,634,000","30,644,077","812,618,577",90.33,9.67
283,Stockbridge,2008,"782,589,300",0,"57,798,300","3,885,600","31,377,237","875,650,437",89.37,10.63
283,Stockbridge,2009,"789,383,400",0,"48,690,100","3,866,200","33,446,385","875,386,085",90.18,9.82
283,Stockbridge,2010,"776,766,100",0,"48,199,000","3,846,800","33,944,491","862,756,391",90.03,9.97
283,Stockbridge,2011,"749,168,700",0,"46,323,900","3,827,300","33,965,127","833,285,027",89.91,10.09
283,Stockbridge,2012,"746,865,500",0,"44,002,200","3,582,300","29,491,547","823,941,547",90.65,9.35
283,Stockbridge,2013,"723,798,500",0,"43,379,100","3,562,900","33,155,932","803,896,432",90.04,9.96
283,Stockbridge,2014,"705,664,100",0,"43,748,200","3,543,600","33,720,220","786,676,120",89.70,10.30
283,Stockbridge,2015,"761,692,220",0,"49,116,400","3,581,800","35,559,051","849,949,471",89.62,10.38
283,Stockbridge,2016,"762,944,320",0,"47,261,000","3,564,400","36,115,958","849,885,678",89.77,10.23
283,Stockbridge,2017,"765,678,220",0,"47,436,400","3,463,600","36,473,116","853,051,336",89.76,10.24
284,Stoneham,2003,"2,098,769,757",0,"253,789,875","22,820,100","29,807,670","2,405,187,402",87.26,12.74
284,Stoneham,2004,"2,107,816,447",0,"256,684,285","22,318,200","33,520,490","2,420,339,422",87.09,12.91
284,Stoneham,2005,"2,553,105,831",0,"265,794,841","22,703,200","33,868,780","2,875,472,652",88.79,11.21
284,Stoneham,2006,"2,842,213,244",0,"284,398,231","24,625,000","32,034,040","3,183,270,515",89.29,10.71
284,Stoneham,2007,"2,911,276,319",0,"286,953,856","25,044,100","32,057,710","3,255,331,985",89.43,10.57
284,Stoneham,2008,"2,865,548,844",0,"283,517,831","24,888,200","35,984,016","3,209,938,891",89.27,10.73
284,Stoneham,2009,"2,794,318,688",0,"280,061,587","25,866,600","47,173,986","3,147,420,861",88.78,11.22
284,Stoneham,2010,"2,719,699,682",0,"278,835,841","25,444,300","43,864,962","3,067,844,785",88.65,11.35
284,Stoneham,2011,"2,609,753,569",0,"279,131,154","23,925,800","45,316,506","2,958,127,029",88.22,11.78
284,Stoneham,2012,"2,607,923,631",0,"274,219,457","22,683,200","46,648,835","2,951,475,123",88.36,11.64
284,Stoneham,2013,"2,572,763,550",0,"276,956,838","22,513,300","47,012,057","2,919,245,745",88.13,11.87
284,Stoneham,2014,"2,644,809,073",0,"274,226,315","22,513,300","48,125,639","2,989,674,327",88.46,11.54
284,Stoneham,2015,"2,840,052,875",0,"286,029,707","23,720,700","44,986,580","3,194,789,862",88.90,11.10
284,Stoneham,2016,"2,987,366,793",0,"284,253,935","24,329,600","48,752,066","3,344,702,394",89.32,10.68
284,Stoneham,2017,"3,153,620,615",0,"281,613,213","25,027,500","52,172,552","3,512,433,880",89.78,10.22
285,Stoughton,2003,"1,916,844,559",0,"254,459,066","124,233,115","38,105,250","2,333,641,990",82.14,17.86
285,Stoughton,2004,"2,079,339,943",0,"256,679,260","124,394,637","37,757,920","2,498,171,760",83.23,16.77
285,Stoughton,2005,"2,577,300,284",0,"305,509,752","153,891,650","36,416,710","3,073,118,396",83.87,16.13
285,Stoughton,2006,"2,825,419,841",0,"332,899,642","157,498,866","38,953,850","3,354,772,199",84.22,15.78
285,Stoughton,2007,"2,989,073,830",0,"385,534,287","163,347,171","41,756,660","3,579,711,948",83.50,16.50
285,Stoughton,2008,"3,076,942,018",0,"426,497,703","181,788,942","64,361,920","3,749,590,583",82.06,17.94
285,Stoughton,2009,"2,832,466,011",0,"432,618,639","175,394,540","80,031,260","3,520,510,450",80.46,19.54
285,Stoughton,2010,"2,572,143,074",0,"433,495,118","174,986,695","100,233,960","3,280,858,847",78.40,21.60
285,Stoughton,2011,"2,417,003,686",0,"409,094,110","161,015,405","106,445,250","3,093,558,451",78.13,21.87
285,Stoughton,2012,"2,344,859,588",0,"388,589,578","153,965,335","105,396,750","2,992,811,251",78.35,21.65
285,Stoughton,2013,"2,340,949,219",0,"381,152,953","154,378,666","106,368,660","2,982,849,498",78.48,21.52
285,Stoughton,2014,"2,366,661,593",0,"389,753,567","162,377,886","105,591,900","3,024,384,946",78.25,21.75
285,Stoughton,2015,"2,580,813,689",0,"401,231,975","163,096,581","107,317,670","3,252,459,915",79.35,20.65
285,Stoughton,2016,"2,683,745,436",0,"433,850,435","181,496,353","120,324,840","3,419,417,064",78.49,21.51
285,Stoughton,2017,"2,879,927,683",0,"444,990,489","196,114,164","122,083,390","3,643,115,726",79.05,20.95
286,Stow,2003,"787,210,000",0,"41,171,400","22,612,100","9,915,300","860,908,800",91.44,8.56
286,Stow,2004,"862,906,400",0,"46,340,100","22,297,500","11,617,800","943,161,800",91.49,8.51
286,Stow,2005,"947,087,300",0,"46,932,200","20,839,600","12,017,400","1,026,876,500",92.23,7.77
286,Stow,2006,"1,041,489,400",0,"51,381,600","25,408,000","15,056,400","1,133,335,400",91.90,8.10
286,Stow,2007,"1,120,947,300",0,"56,224,500","25,204,500","15,740,980","1,218,117,280",92.02,7.98
286,Stow,2008,"1,106,095,200",0,"57,333,900","25,655,600","17,804,470","1,206,889,170",91.65,8.35
286,Stow,2009,"1,102,196,200",0,"57,501,300","26,435,600","22,869,290","1,209,002,390",91.17,8.83
286,Stow,2010,"1,067,468,095",0,"55,462,300","25,181,200","21,996,850","1,170,108,445",91.23,8.77
286,Stow,2011,"1,039,470,800",0,"53,714,700","22,580,400","22,713,770","1,138,479,670",91.30,8.70
286,Stow,2012,"1,042,382,200",0,"56,037,000","22,799,800","23,205,530","1,144,424,530",91.08,8.92
286,Stow,2013,"1,035,226,960",0,"56,261,000","22,869,300","21,274,290","1,135,631,550",91.16,8.84
286,Stow,2014,"1,041,032,700",0,"56,795,500","22,802,600","23,945,420","1,144,576,220",90.95,9.05
286,Stow,2015,"1,051,954,700",0,"58,230,900","23,210,600","23,514,350","1,156,910,550",90.93,9.07
286,Stow,2016,"1,092,512,050",0,"56,643,100","22,521,000","27,826,840","1,199,502,990",91.08,8.92
286,Stow,2017,"1,111,475,300",0,"56,794,950","22,545,300","27,203,560","1,218,019,110",91.25,8.75
287,Sturbridge,2003,"520,218,887",0,"122,935,313","26,285,900","24,483,800","693,923,900",74.97,25.03
287,Sturbridge,2004,"552,363,787",0,"123,742,613","27,336,500","27,651,600","731,094,500",75.55,24.45
287,Sturbridge,2005,"862,458,624",0,"141,153,676","32,514,500","26,632,900","1,062,759,700",81.15,18.85
287,Sturbridge,2006,"961,403,644",0,"157,048,556","33,614,200","31,499,149","1,183,565,549",81.23,18.77
287,Sturbridge,2007,"1,066,412,392",0,"158,764,508","32,783,600","30,912,841","1,288,873,341",82.74,17.26
287,Sturbridge,2008,"1,109,173,767",0,"171,575,845","33,539,088","38,762,800","1,353,051,500",81.98,18.02
287,Sturbridge,2009,"1,069,381,181",0,"166,193,431","30,786,588","47,676,400","1,314,037,600",81.38,18.62
287,Sturbridge,2010,"979,346,271","642,700","148,557,249","29,011,799","48,020,600","1,205,578,619",81.29,18.71
287,Sturbridge,2011,"949,273,439","555,800","139,479,669","28,745,992","43,753,600","1,161,808,500",81.75,18.25
287,Sturbridge,2012,"915,496,376","590,600","140,784,724","28,360,541","39,647,000","1,124,879,241",81.44,18.56
287,Sturbridge,2013,"899,725,159","670,000","138,700,741","28,376,745","40,488,600","1,107,961,245",81.27,18.73
287,Sturbridge,2014,"852,616,171","803,200","137,251,779","28,105,951","44,203,300","1,062,980,401",80.29,19.71
287,Sturbridge,2015,"901,376,299","902,426","136,634,759","27,772,814","45,689,500","1,112,375,798",81.11,18.89
287,Sturbridge,2016,"920,569,610","1,047,473","141,013,194","28,984,052","44,188,800","1,135,803,129",81.14,18.86
287,Sturbridge,2017,"944,220,698","1,075,238","142,343,824","29,841,200","45,669,700","1,163,150,660",81.27,18.73
288,Sudbury,2003,"2,661,438,000",0,"101,686,500","47,094,900","29,563,578","2,839,782,978",93.72,6.28
288,Sudbury,2004,"3,345,758,101",0,"116,426,964","50,564,200","33,246,870","3,545,996,135",94.35,5.65
288,Sudbury,2005,"3,389,867,806",0,"123,810,145","50,571,100","36,724,221","3,600,973,272",94.14,5.86
288,Sudbury,2006,"3,734,317,130",0,"128,328,335","52,194,100","42,090,996","3,956,930,561",94.37,5.63
288,Sudbury,2007,"3,990,378,334",0,"140,407,383","56,780,100","43,965,520","4,231,531,337",94.30,5.70
288,Sudbury,2008,"3,892,876,521",0,"159,918,858","62,039,300","48,125,120","4,162,959,799",93.51,6.49
288,Sudbury,2009,"3,785,653,765",0,"156,972,044","62,036,600","59,772,570","4,064,434,979",93.14,6.86
288,Sudbury,2010,"3,719,642,603",0,"156,881,214","64,300,000","62,837,650","4,003,661,467",92.91,7.09
288,Sudbury,2011,"3,599,570,656",0,"145,535,412","60,872,200","68,303,560","3,874,281,828",92.91,7.09
288,Sudbury,2012,"3,566,779,121",0,"145,365,519","59,764,900","66,426,000","3,838,335,540",92.93,7.07
288,Sudbury,2013,"3,590,745,895",0,"146,995,002","59,403,300","66,938,910","3,864,083,107",92.93,7.07
288,Sudbury,2014,"3,695,489,903",0,"146,588,764","51,549,800","66,955,670","3,960,584,137",93.31,6.69
288,Sudbury,2015,"3,825,857,903",0,"147,618,442","51,552,200","63,887,360","4,088,915,905",93.57,6.43
288,Sudbury,2016,"3,953,667,699",0,"153,832,208","52,641,600","70,742,800","4,230,884,307",93.45,6.55
288,Sudbury,2017,"4,128,077,415",0,"161,710,160","28,896,800","90,269,320","4,408,953,695",93.63,6.37
289,Sunderland,2003,"194,319,752",0,"19,090,722","3,641,900","5,578,310","222,630,684",87.28,12.72
289,Sunderland,2004,"196,302,911",0,"19,853,889","3,543,400","5,626,110","225,326,310",87.12,12.88
289,Sunderland,2005,"247,209,808",0,"21,865,348","3,878,000","5,505,020","278,458,176",88.78,11.22
289,Sunderland,2006,"272,749,613",0,"24,362,771","3,975,800","5,259,461","306,347,645",89.03,10.97
289,Sunderland,2007,"309,241,143",0,"25,786,808","4,357,700","5,525,530","344,911,181",89.66,10.34
289,Sunderland,2008,"312,705,428",0,"25,776,484","5,111,100","6,387,470","349,980,482",89.35,10.65
289,Sunderland,2009,"314,060,828",0,"25,238,400","5,113,400","7,575,190","351,987,818",89.22,10.78
289,Sunderland,2010,"304,465,519",0,"24,343,484","5,063,800","7,737,650","341,610,453",89.13,10.87
289,Sunderland,2011,"304,368,888",0,"24,435,972","5,225,200","8,421,320","342,451,380",88.88,11.12
289,Sunderland,2012,"304,512,998",0,"24,418,723","5,503,900","12,801,870","347,237,491",87.70,12.30
289,Sunderland,2013,"303,797,073",0,"24,289,069","5,501,900","11,519,030","345,107,072",88.03,11.97
289,Sunderland,2014,"301,463,617",0,"23,642,436","5,267,200","11,544,783","341,918,036",88.17,11.83
289,Sunderland,2015,"302,386,617",0,"23,342,799","5,267,200","7,078,798","338,075,414",89.44,10.56
289,Sunderland,2016,"303,633,617",0,"23,307,366","5,267,600","7,106,768","339,315,351",89.48,10.52
289,Sunderland,2017,"310,326,624",0,"24,252,927","5,395,100","7,237,993","347,212,644",89.38,10.62
290,Sutton,2003,"757,056,159",0,"36,904,141","20,223,600","19,806,806","833,990,706",90.78,9.22
290,Sutton,2004,"782,646,359",0,"36,237,441","21,930,200","22,264,978","863,078,978",90.68,9.32
290,Sutton,2005,"996,410,138",0,"39,745,562","22,421,500","22,462,196","1,081,039,396",92.17,7.83
290,Sutton,2006,"1,123,480,823",0,"48,976,597","28,643,900","27,187,102","1,228,288,422",91.47,8.53
290,Sutton,2007,"1,199,934,298",0,"52,306,222","31,856,000","27,648,733","1,311,745,253",91.48,8.52
290,Sutton,2008,"1,150,916,648",0,"52,705,502","35,345,200","30,844,157","1,269,811,507",90.64,9.36
290,Sutton,2009,"1,173,154,091",0,"56,458,019","35,776,850","33,639,306","1,299,028,266",90.31,9.69
290,Sutton,2010,"1,138,367,051",0,"60,269,239","36,163,200","33,938,296","1,268,737,786",89.72,10.28
290,Sutton,2011,"1,085,934,695",0,"57,612,765","40,883,900","35,483,418","1,219,914,778",89.02,10.98
290,Sutton,2012,"1,054,704,593",0,"55,429,857","40,021,300","37,702,014","1,187,857,764",88.79,11.21
290,Sutton,2013,"1,043,142,929",0,"55,652,841","40,820,400","41,426,698","1,181,042,868",88.32,11.68
290,Sutton,2014,"1,021,168,014",0,"56,036,236","41,114,800","42,099,548","1,160,418,598",88.00,12.00
290,Sutton,2015,"1,062,914,259",0,"57,680,531","42,116,200","44,247,220","1,206,958,210",88.07,11.93
290,Sutton,2016,"1,107,051,302",0,"57,842,731","42,905,500","43,530,419","1,251,329,952",88.47,11.53
290,Sutton,2017,"1,144,995,105",0,"65,381,708","50,508,100","74,580,586","1,335,465,499",85.74,14.26
291,Swampscott,2003,"1,760,236,899",0,"108,555,889","10,047,400","14,003,320","1,892,843,508",92.99,7.01
291,Swampscott,2004,"2,046,066,984",0,"115,800,412","11,787,000","14,323,490","2,187,977,886",93.51,6.49
291,Swampscott,2005,"2,269,689,997",0,"126,659,036","13,846,100","21,085,920","2,431,281,053",93.35,6.65
291,Swampscott,2006,"2,374,962,110",0,"128,626,923","13,950,200","21,521,350","2,539,060,583",93.54,6.46
291,Swampscott,2007,"2,440,589,491",0,"131,425,942","13,778,000","23,665,500","2,609,458,933",93.53,6.47
291,Swampscott,2008,"2,406,792,988",0,"135,582,098","14,283,200","23,511,720","2,580,170,006",93.28,6.72
291,Swampscott,2009,"2,362,240,359",0,"138,249,820","14,182,800","29,690,950","2,544,363,929",92.84,7.16
291,Swampscott,2010,"2,137,083,093",0,"117,564,459","13,000,300","31,131,380","2,298,779,232",92.97,7.03
291,Swampscott,2011,"2,117,429,264",0,"115,652,324","11,194,200","33,503,530","2,277,779,318",92.96,7.04
291,Swampscott,2012,"2,054,011,117",0,"113,608,908","11,102,000","33,591,190","2,212,313,215",92.84,7.16
291,Swampscott,2013,"2,010,736,009",0,"113,064,616","10,714,600","33,556,820","2,168,072,045",92.74,7.26
291,Swampscott,2014,"2,057,750,774",0,"120,256,551","10,931,900","33,849,520","2,222,788,745",92.58,7.42
291,Swampscott,2015,"2,347,019,493",0,"124,326,233","11,331,300","33,914,490","2,516,591,516",93.26,6.74
291,Swampscott,2016,"2,388,163,338",0,"125,027,888","11,336,700","36,142,200","2,560,670,126",93.26,6.74
291,Swampscott,2017,"2,447,445,742",0,"123,980,284","11,429,600","33,291,050","2,616,146,676",93.55,6.45
292,Swansea,2003,"906,175,599","91,400","196,333,835","14,269,200","28,097,776","1,144,967,810",79.15,20.85
292,Swansea,2004,"929,379,863","91,400","194,970,537","14,211,300","35,183,894","1,173,836,994",79.18,20.82
292,Swansea,2005,"1,647,088,641",0,"232,723,959","16,007,400","46,316,129","1,942,136,129",84.81,15.19
292,Swansea,2006,"1,841,187,895",0,"244,708,305","16,920,700","46,890,785","2,149,707,685",85.65,14.35
292,Swansea,2007,"1,929,777,487",0,"257,522,813","16,370,800","48,707,320","2,252,378,420",85.68,14.32
292,Swansea,2008,"1,956,154,354",0,"248,181,314","15,046,500","45,722,110","2,265,104,278",86.36,13.64
292,Swansea,2009,"1,879,932,587",0,"253,021,352","14,733,200","52,822,800","2,200,509,939",85.43,14.57
292,Swansea,2010,"1,756,920,399",0,"251,293,588","13,774,800","54,953,740","2,076,942,527",84.59,15.41
292,Swansea,2011,"1,710,984,995",0,"210,535,405","9,096,400","56,839,680","1,987,456,480",86.09,13.91
292,Swansea,2012,"1,646,746,918",0,"231,886,782","9,353,400","51,761,920","1,939,749,020",84.89,15.11
292,Swansea,2013,"1,601,141,675",0,"228,698,425","9,143,800","62,267,154","1,901,251,054",84.22,15.78
292,Swansea,2014,"1,562,792,921",0,"247,999,579","15,860,200","58,610,147","1,885,262,847",82.90,17.10
292,Swansea,2015,"1,596,257,687",0,"239,031,713","14,896,400","59,993,229","1,910,179,029",83.57,16.43
292,Swansea,2016,"1,661,183,217",0,"241,877,683","14,896,400","62,032,608","1,979,989,908",83.90,16.10
292,Swansea,2017,"1,795,041,295",0,"245,628,905","14,944,300","62,391,214","2,118,005,714",84.75,15.25
293,Taunton,2003,"2,181,668,287",0,"448,059,563","172,818,400","47,773,022","2,850,319,272",76.54,23.46
293,Taunton,2004,"3,438,710,628",0,"529,800,408","198,653,100","109,466,540","4,276,630,676",80.41,19.59
293,Taunton,2005,"4,035,751,681",0,"615,474,029","210,740,900","60,045,110","4,922,011,720",81.99,18.01
293,Taunton,2006,"4,687,377,008",0,"714,170,370","256,320,700","62,958,010","5,720,826,088",81.94,18.06
293,Taunton,2007,"4,941,468,046",0,"729,981,848","257,108,000","78,879,180","6,007,437,074",82.26,17.74
293,Taunton,2008,"4,743,781,591",0,"758,805,952","258,626,100","136,876,560","5,898,090,203",80.43,19.57
293,Taunton,2009,"4,476,697,250",0,"773,045,254","256,335,100","140,035,200","5,646,112,804",79.29,20.71
293,Taunton,2010,"4,030,415,720",0,"713,834,971","240,618,300","136,641,510","5,121,510,501",78.70,21.30
293,Taunton,2011,"3,650,416,831",0,"669,578,097","227,742,700","157,296,300","4,705,033,928",77.59,22.41
293,Taunton,2012,"3,600,627,624",0,"637,256,064","216,705,300","155,590,390","4,610,179,378",78.10,21.90
293,Taunton,2013,"3,454,481,491",0,"623,631,529","195,341,500","157,286,460","4,430,740,980",77.97,22.03
293,Taunton,2014,"3,452,063,689",0,"617,044,305","193,296,800","160,578,250","4,422,983,044",78.05,21.95
293,Taunton,2015,"3,478,810,733",0,"626,968,094","190,990,800","155,919,810","4,452,689,437",78.13,21.87
293,Taunton,2016,"3,504,082,238",0,"661,857,987","192,559,175","155,847,720","4,514,347,120",77.62,22.38
293,Taunton,2017,"3,662,334,340",0,"651,128,339","210,252,920","168,115,520","4,691,831,119",78.06,21.94
294,Templeton,2003,"299,660,590",0,"16,593,110","12,046,500","4,593,073","332,893,273",90.02,9.98
294,Templeton,2004,"403,379,346",0,"22,051,060","14,763,900","5,835,032","446,029,338",90.44,9.56
294,Templeton,2005,"473,858,309",0,"22,374,945","15,693,100","4,210,748","516,137,102",91.81,8.19
294,Templeton,2006,"549,882,849",0,"27,276,400","16,160,500","4,263,924","597,583,673",92.02,7.98
294,Templeton,2007,"654,883,180",0,"37,566,470","22,154,000","5,004,862","719,608,512",91.01,8.99
294,Templeton,2008,"680,058,249",0,"38,138,989","21,642,000","6,284,954","746,124,192",91.15,8.85
294,Templeton,2009,"620,756,241",0,"42,255,173","22,587,800","10,055,256","695,654,470",89.23,10.77
294,Templeton,2010,"550,021,477",0,"36,887,365","19,263,300","10,284,332","616,456,474",89.22,10.78
294,Templeton,2011,"534,579,349",0,"36,749,381","18,819,700","11,017,408","601,165,838",88.92,11.08
294,Templeton,2012,"514,683,267",0,"36,450,168","18,573,500","11,649,619","581,356,554",88.53,11.47
294,Templeton,2013,"479,629,638",0,"34,159,934","18,214,600","10,836,553","542,840,725",88.36,11.64
294,Templeton,2014,"478,369,138",0,"34,556,708","17,993,800","9,703,859","540,623,505",88.48,11.52
294,Templeton,2015,"489,950,380",0,"34,684,011","18,068,100","10,134,203","552,836,694",88.62,11.38
294,Templeton,2016,"492,912,833",0,"35,442,442","18,488,000","9,816,172","556,659,447",88.55,11.45
294,Templeton,2017,"532,374,551",0,"35,647,890","18,571,900","11,144,796","597,739,137",89.06,10.94
295,Tewksbury,2003,"1,972,715,200","4,568,300","263,377,400","250,510,800","97,098,230","2,588,269,930",76.39,23.61
295,Tewksbury,2004,"2,788,132,061","4,957,300","308,044,639","287,900,100","106,443,240","3,495,477,340",79.91,20.09
295,Tewksbury,2005,"3,076,067,654","4,415,400","344,037,646","261,642,000","104,535,430","3,790,698,130",81.26,18.74
295,Tewksbury,2006,"3,325,236,688","4,658,200","329,072,812","246,793,400","105,103,390","4,010,864,490",83.02,16.98
295,Tewksbury,2007,"3,540,154,464","4,838,200","334,541,736","237,319,700","113,826,680","4,230,680,780",83.79,16.21
295,Tewksbury,2008,"3,489,169,813","4,852,700","324,401,987","233,200,300","126,477,920","4,178,102,720",83.63,16.37
295,Tewksbury,2009,"3,321,690,446","712,200","327,207,154","229,747,800","154,555,240","4,033,912,840",82.36,17.64
295,Tewksbury,2010,"3,096,717,771",0,"338,782,329","248,548,200","167,651,760","3,851,700,060",80.40,19.60
295,Tewksbury,2011,"3,010,013,842",0,"329,887,958","233,095,900","169,542,730","3,742,540,430",80.43,19.57
295,Tewksbury,2012,"3,085,180,696",0,"319,542,004","221,166,500","163,638,340","3,789,527,540",81.41,18.59
295,Tewksbury,2013,"3,063,903,096",0,"375,205,114","206,961,040","157,198,370","3,803,267,620",80.56,19.44
295,Tewksbury,2014,"3,058,927,010",0,"357,097,675","206,575,285","158,974,670","3,781,574,640",80.89,19.11
295,Tewksbury,2015,"3,174,313,439",0,"346,909,486","195,098,045","163,305,340","3,879,626,310",81.82,18.18
295,Tewksbury,2016,"3,375,581,212",0,"350,383,783","195,067,205","176,584,070","4,097,616,270",82.38,17.62
295,Tewksbury,2017,"3,548,734,929",0,"352,992,961","194,901,510","195,119,530","4,291,748,930",82.69,17.31
296,Tisbury,2003,"1,394,112,061",0,"134,424,439","3,190,300","37,239,446","1,568,966,246",88.86,11.14
296,Tisbury,2004,"1,412,976,400",0,"133,428,200","3,215,400","39,176,942","1,588,796,942",88.93,11.07
296,Tisbury,2005,"1,974,896,851",0,"175,139,649","3,566,300","38,103,713","2,191,706,513",90.11,9.89
296,Tisbury,2006,"2,292,061,806",0,"235,691,894","4,311,100","40,798,516","2,572,863,316",89.09,10.91
296,Tisbury,2007,"2,377,584,785",0,"233,760,615","4,568,800","44,678,081","2,660,592,281",89.36,10.64
296,Tisbury,2008,"2,589,409,226",0,"263,141,674","4,921,400","49,145,749","2,906,618,049",89.09,10.91
296,Tisbury,2009,"2,509,021,908",0,"259,951,092","4,695,700","50,967,063","2,824,635,763",88.83,11.17
296,Tisbury,2010,"2,402,939,893",0,"261,986,607","4,695,700","47,837,331","2,717,459,531",88.43,11.57
296,Tisbury,2011,"2,250,878,176",0,"258,837,624","4,040,100","45,210,937","2,558,966,837",87.96,12.04
296,Tisbury,2012,"2,281,507,189",0,"234,320,792","4,005,000","39,408,164","2,559,241,145",89.15,10.85
296,Tisbury,2013,"2,196,677,965",0,"233,030,335","4,007,200","38,345,969","2,472,061,469",88.86,11.14
296,Tisbury,2014,"2,225,110,491",0,"239,427,709","4,008,800","38,085,233","2,506,632,233",88.77,11.23
296,Tisbury,2015,"2,299,904,169",0,"242,077,873","4,053,300","42,983,649","2,589,018,991",88.83,11.17
296,Tisbury,2016,"2,291,624,882",0,"242,187,460","5,831,300","45,474,875","2,585,118,517",88.65,11.35
296,Tisbury,2017,"2,418,792,851",0,"245,529,784","5,918,400","47,367,130","2,717,608,165",89.00,11.00
297,Tolland,2003,"102,356,800",0,"2,163,600","246,200","5,953,548","110,720,148",92.45,7.55
297,Tolland,2004,"105,859,600",0,"2,276,100","318,600","6,326,752","114,781,052",92.23,7.77
297,Tolland,2005,"107,591,606",0,"2,297,800","318,600","5,891,143","116,099,149",92.67,7.33
297,Tolland,2006,"150,723,500",0,"3,710,300","348,300","6,412,050","161,194,150",93.50,6.50
297,Tolland,2007,"167,693,800",0,"4,198,700","348,300","6,624,080","178,864,880",93.75,6.25
297,Tolland,2008,"170,735,100",0,"3,844,300","349,100","7,053,092","181,981,592",93.82,6.18
297,Tolland,2009,"181,648,080",0,"4,235,020","349,000","7,448,260","193,680,360",93.79,6.21
297,Tolland,2010,"183,180,780",0,"4,215,220","372,700","7,076,862","194,845,562",94.01,5.99
297,Tolland,2011,"181,364,520",0,"4,150,380","334,200","7,456,492","193,305,592",93.82,6.18
297,Tolland,2012,"169,446,661",0,"4,050,650","648,973","8,242,603","182,388,887",92.90,7.10
297,Tolland,2013,"163,735,760",0,"4,341,310","936,100","9,610,929","178,624,099",91.66,8.34
297,Tolland,2014,"162,698,660",0,"3,729,580","936,100","9,937,930","177,302,270",91.76,8.24
297,Tolland,2015,"168,801,218",0,"3,977,220","1,412,302","10,499,960","184,690,700",91.40,8.60
297,Tolland,2016,"174,440,869",0,"4,307,152","2,182,891","12,967,736","193,898,648",89.96,10.04
297,Tolland,2017,"167,204,679",0,"4,256,761","1,963,961","12,854,536","186,279,937",89.76,10.24
298,Topsfield,2003,"887,718,109",0,"47,221,491","11,484,500","10,767,778","957,191,878",92.74,7.26
298,Topsfield,2004,"987,506,510",0,"51,021,640","13,565,000","11,419,447","1,063,512,597",92.85,7.15
298,Topsfield,2005,"1,071,730,041",0,"53,536,289","14,020,000","10,591,009","1,149,877,339",93.20,6.80
