Municipal,Fiscal_Year,Total_Budget,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total_Levy,Inflation_Adjusted_Residential,Inflation_Adjusted_Open_Space,Inflation_Adjusted_Commercial,Inflation_Adjusted_Industrial,Inflation_Adjusted_Personal_Property,Inflation_Adjusted_Total_Levy,Percentage_of_Residential,Percentage_of_Open_Space,Percentage_of_Commercial,Percentage_of_Industrial,Percentage_of_Personal_Property,Total_Levy_Pct_Change,Total_Levy_Million,Residential_Million,Open_Space_Million,Commercial_Million,Industrial_Million,Personal_Property_Million
Rochester,2006,14968785.72,6587274,0,371919,344911,186913,7491017,8204914,0,463251,429611,232813,9330589,87.94,0,4.96,4.6,2.5,19.2,9.33,8.2,0,0.46,0.43,0.23
Rochester,2007,15885387.37,6955782,0,372196,349966,183570,7861514,8423983,0,450758,423836,222317,9520894,88.48,0,4.73,4.45,2.34,21.6,9.52,8.42,0,0.45,0.42,0.22
Rochester,2008,16322122.74,7122228,0,396950,368581,207688,8095447,8306625,0,462961,429874,242226,9441686,87.98,0,4.9,4.55,2.57,20.6,9.44,8.31,0,0.46,0.43,0.24
Rochester,2009,16393013.98,7182972,0,389725,344281,287427,8204405,8407382,0,456158,402967,336422,9602929,87.55,0,4.75,4.2,3.5,22.7,9.6,8.41,0,0.46,0.4,0.34
Rochester,2010,16410735.21,7709967,0,427761,386481,363940,8888149,8878576,0,492597,445060,419103,10235336,86.74,0,4.81,4.35,4.09,30.7,10.24,8.88,0,0.49,0.45,0.42
Rochester,2011,17548179.16,8539534,0,452635,479187,452352,9923708,9532970,0,505292,534933,504976,11078170,86.05,0,4.56,4.83,4.56,41.5,11.08,9.53,0,0.51,0.53,0.5
Rochester,2012,18135736.36,8872260,0,463460,486650,425358,10247728,9703592,0,506886,532249,465214,11207942,86.58,0,4.52,4.75,4.15,43.2,11.21,9.7,0,0.51,0.53,0.47
Rochester,2013,18311318.53,9137764,0,472367,463343,446227,10519701,9849700,0,509170,499443,480993,11339305,86.86,0,4.49,4.4,4.24,44.8,11.34,9.85,0,0.51,0.5,0.48
Rochester,2014,19321674,9595580,0,462726,483587,466580,11008473,10178077,0,490816,512943,494904,11676740,87.17,0,4.2,4.39,4.24,49.2,11.68,10.18,0,0.49,0.51,0.49
Rochester,2015,19996126,9957197,0,486811,494788,508168,11446964,10549125,0,515751,524202,538377,12127454,86.99,0,4.25,4.32,4.44,54.9,12.13,10.55,0,0.52,0.52,0.54
Rochester,2016,20334650,10338487,0,506169,507156,520921,11872733,12361809,0,605230,606410,622869,14196319,87.08,0,4.26,4.27,4.39,81.3,14.2,12.36,0,0.61,0.61,0.62
Rochester,2017,20793488,10611010,0,522237,519791,628955,12281993,10870181,0,534993,532487,644317,12581978,86.39,0,4.25,4.23,5.12,60.7,12.58,10.87,0,0.53,0.53,0.64
Rochester,2018,21476415,11000450,0,529295,633207,679529,12842481,11000450,0,529295,633207,679529,12842481,85.66,0,4.12,4.93,5.29,64,12.84,11,0,0.53,0.63,0.68
Rockland,2003,39939153.01,14405744,0,2100837,1202048,398954,18107583,19659691,0,2867037,1640449,544457,24711635,79.56,0,11.6,6.64,2.2,0,24.71,19.66,0,2.87,1.64,0.54
Rockland,2004,40134109.89,14730189,0,2141483,1277398,420838,18569908,19581014,0,2846699,1698060,559425,24685198,79.32,0,11.53,6.88,2.27,-0.1,24.69,19.58,0,2.85,1.7,0.56
Rockland,2005,41287577.83,15455046,0,1853201,1089171,342615,18740033,19871327,0,2382753,1400402,440517,24095000,82.47,0,9.89,5.81,1.83,-2.5,24.09,19.87,0,2.38,1.4,0.44
Rockland,2006,44902828.82,15970654,0,1899398,1209819,308074,19387945,19892574,0,2365834,1506915,383728,24149051,82.37,0,9.8,6.24,1.59,-2.3,24.15,19.89,0,2.37,1.51,0.38
Rockland,2007,45976363.48,16361947,0,1949282,1161713,302754,19775696,19815568,0,2360729,1406923,366658,23949878,82.74,0,9.86,5.87,1.53,-3.1,23.95,19.82,0,2.36,1.41,0.37
Rockland,2008,44171778.87,16585299,0,2085924,1271587,352788,20295598,19343366,0,2432805,1483047,411455,23670672,81.72,0,10.28,6.27,1.74,-4.2,23.67,19.34,0,2.43,1.48,0.41
Rockland,2009,46790016.61,16356511,0,2262638,1455189,490352,20564690,19144644,0,2648328,1703241,573937,24070149,79.54,0,11,7.08,2.38,-2.6,24.07,19.14,0,2.65,1.7,0.57
Rockland,2010,48462375.22,19294762,0,2702892,1806765,623084,24427503,22219291,0,3112572,2080618,717526,28130008,78.99,0,11.06,7.4,2.55,13.8,28.13,22.22,0,3.11,2.08,0.72
Rockland,2011,48688014.91,20211742,0,2934641,1652711,671552,25470646,22563050,0,3276039,1844977,749676,28433742,79.35,0,11.52,6.49,2.64,15.1,28.43,22.56,0,3.28,1.84,0.75
Rockland,2012,50684439.96,21459032,0,3242492,1698532,671788,27071844,23469747,0,3546314,1857685,734735,29608481,79.27,0,11.98,6.27,2.48,19.8,29.61,23.47,0,3.55,1.86,0.73
Rockland,2013,52988946.24,22970329,0,3487542,1855708,747449,29061028,24759979,0,3759261,2000289,805684,31325213,79.04,0,12,6.39,2.57,26.8,31.33,24.76,0,3.76,2,0.81
Rockland,2014,54692650,23997219,0,3562035,1933709,750732,30243695,25453964,0,3778267,2051094,796305,32079631,79.35,0,11.78,6.39,2.48,29.8,32.08,25.45,0,3.78,2.05,0.8
Rockland,2015,59103770,25693052,0,3655121,2056574,721414,32126161,27220432,0,3872408,2178832,764300,34035972,79.98,0,11.38,6.4,2.25,37.7,34.04,27.22,0,3.87,2.18,0.76
Rockland,2016,63383995,26676253,0,4150188,2132729,758483,33717653,31897003,0,4962412,2550121,906924,40316459,79.12,0,12.31,6.33,2.25,63.1,40.32,31.9,0,4.96,2.55,0.91
Rockland,2017,65411021,27837663,0,4515625,1913427,735212,35001927,28517592,0,4625918,1960162,753169,35856841,79.53,0,12.9,5.47,2.1,45.1,35.86,28.52,0,4.63,1.96,0.75
Rockland,2018,70473745,28952451,0,4479774,1950702,703717,36086644,28952451,0,4479774,1950702,703717,36086644,80.23,0,12.41,5.41,1.95,46,36.09,28.95,0,4.48,1.95,0.7
Rockport,2003,22611734.83,12077771,0,771732,44561,124360,13018424,16482678,0,1053192,60813,169716,17766399,92.77,0,5.93,0.34,0.96,0,17.77,16.48,0,1.05,0.06,0.17
Rockport,2004,23025896.09,13042006,0,759249,41445,99631,13942331,17336893,0,1009279,55093,132441,18533705,93.54,0,5.45,0.3,0.71,4.3,18.53,17.34,0,1.01,0.06,0.13
Rockport,2005,25606699.11,14024711,0,799491,43004,89767,14956973,18032274,0,1027946,55292,115418,19230930,93.77,0,5.35,0.29,0.6,8.2,19.23,18.03,0,1.03,0.06,0.12
Rockport,2006,26860489.91,14366212,0,828528,43421,90329,15328490,17894129,0,1031990,54084,112511,19092714,93.72,0,5.41,0.28,0.59,7.5,19.09,17.89,0,1.03,0.05,0.11
Rockport,2007,27088146.72,14688190,0,918224,48956,91337,15746707,17788520,0,1112039,59289,110616,19070465,93.28,0,5.83,0.31,0.58,7.3,19.07,17.79,0,1.11,0.06,0.11
Rockport,2008,28773398.7,15114123,0,1002727,47345,117185,16281380,17627539,0,1169476,55218,136672,18988906,92.83,0,6.16,0.29,0.72,6.9,18.99,17.63,0,1.17,0.06,0.14
Rockport,2009,29515964.86,15117754,0,973062,46905,137887,16275608,17694728,0,1138930,54900,161391,19049950,92.89,0,5.98,0.29,0.85,7.2,19.05,17.69,0,1.14,0.05,0.16
Rockport,2010,29363833.97,15487592,0,1013440,49617,129462,16680111,17835064,0,1167048,57138,149085,19208335,92.85,0,6.08,0.3,0.78,8.1,19.21,17.84,0,1.17,0.06,0.15
Rockport,2011,30082081.57,16784283,0,1090122,54182,146940,18075527,18736862,0,1216940,60485,164034,20178321,92.86,0,6.03,0.3,0.81,13.6,20.18,18.74,0,1.22,0.06,0.16
Rockport,2012,29478495.71,16776009,0,1040573,53303,142890,18012775,18347924,0,1138075,58298,156279,19700575,93.13,0,5.78,0.3,0.79,10.9,19.7,18.35,0,1.14,0.06,0.16
Rockport,2013,30117142.09,17623471,0,1039224,55562,158049,18876306,18996540,0,1120191,59891,170363,20346985,93.36,0,5.51,0.29,0.84,14.5,20.35,19,0,1.12,0.06,0.17
Rockport,2014,32600963,18027778,0,1011785,53944,186583,19280090,19122150,0,1073205,57219,197909,20450483,93.5,0,5.25,0.28,0.97,15.1,20.45,19.12,0,1.07,0.06,0.2
Rockport,2015,34315802,18648965,0,960024,52951,179094,19841034,19757594,0,1017095,56099,189741,21020528,93.99,0,4.84,0.27,0.9,18.3,21.02,19.76,0,1.02,0.06,0.19
Rockport,2016,34594889,19359189,0,993809,54648,169472,20577118,23147933,0,1188305,65343,202639,24604220,94.08,0,4.83,0.27,0.82,38.5,24.6,23.15,0,1.19,0.07,0.2
Rockport,2017,35667392,19962557,0,1044113,60115,208218,21275003,20450138,0,1069615,61583,213304,21794640,93.83,0,4.91,0.28,0.98,22.7,21.79,20.45,0,1.07,0.06,0.21
Rockport,2018,36293592,20632152,0,914689,53744,180242,21780827,20632152,0,914689,53744,180242,21780827,94.73,0,4.2,0.25,0.83,22.6,21.78,20.63,0,0.91,0.05,0.18
Rowe,2003,3160493.71,105654,0,744,1719368,439875,2265641,144187,0,1015,2346442,600303,3091947,4.66,0,0.03,75.89,19.42,0,3.09,0.14,0,0,2.35,0.6
Rowe,2004,3146864.17,109966,0,837,1765759,452758,2329320,146179,0,1113,2347244,601857,3096393,4.72,0,0.04,75.81,19.44,0.1,3.1,0.15,0,0,2.35,0.6
Rowe,2005,3174612.11,121885,0,940,1804609,461380,2388814,156714,0,1209,2320276,593219,3071418,5.1,0,0.04,75.54,19.31,-0.7,3.07,0.16,0,0,2.32,0.59
Rowe,2006,2992334.03,174261,0,2553,1353271,920706,2450791,217054,0,3180,1685594,1146804,3052633,7.11,0,0.1,55.22,37.57,-1.3,3.05,0.22,0,0,1.69,1.15
Rowe,2007,3220427.05,195320,0,2799,1383692,940886,2522697,236547,0,3390,1675757,1139485,3055179,7.74,0,0.11,54.85,37.3,-1.2,3.06,0.24,0,0,1.68,1.14
Rowe,2008,4442191.63,217611,0,3088,1510618,1018893,2750210,253799,0,3602,1761828,1188331,3207559,7.91,0,0.11,54.93,37.05,3.7,3.21,0.25,0,0,1.76,1.19
Rowe,2009,3524026.26,223782,0,4158,1472321,1124724,2824985,261928,0,4867,1723293,1316445,3306532,7.92,0,0.15,52.12,39.81,6.9,3.31,0.26,0,0,1.72,1.32
Rowe,2010,4048728.09,257549,0,3846,1492049,1147808,2901252,296586,0,4429,1718201,1321783,3340998,8.88,0,0.13,51.43,39.56,8.1,3.34,0.3,0,0,1.72,1.32
Rowe,2011,3833174.14,272342,0,3834,1527731,1186597,2990504,304025,0,4280,1705458,1324638,3338401,9.11,0,0.13,51.09,39.68,8,3.34,0.3,0,0,1.71,1.32
Rowe,2012,4247215.27,276090,0,3598,2086273,719120,3085081,301960,0,3935,2281757,786502,3374154,8.95,0,0.12,67.62,23.31,9.1,3.37,0.3,0,0,2.28,0.79
Rowe,2013,4456925.26,331406,0,4424,2300788,846440,3483058,357226,0,4769,2480046,912387,3754428,9.51,0,0.13,66.06,24.3,21.4,3.75,0.36,0,0,2.48,0.91
Rowe,2014,3902206,289126,0,3793,2186397,820511,3299827,306677,0,4023,2319122,870320,3500142,8.76,0,0.11,66.26,24.87,13.2,3.5,0.31,0,0,2.32,0.87
Rowe,2015,4562330,293457,0,3203,2274519,850104,3421283,310902,0,3393,2409733,900640,3624669,8.58,0,0.09,66.48,24.85,17.2,3.62,0.31,0,0,2.41,0.9
Rowe,2016,4215907,309375,0,3337,2326967,909956,3549635,369922,0,3990,2782373,1088041,4244326,8.72,0,0.09,65.56,25.64,37.3,4.24,0.37,0,0,2.78,1.09
Rowe,2017,5605783,318258,0,3324,2389906,941133,3652621,326031,0,3405,2448279,964120,3741835,8.71,0,0.09,65.43,25.77,21,3.74,0.33,0,0,2.45,0.96
Rowe,2018,4806520,361006,0,6791,1687055,1708541,3763393,361006,0,6791,1687055,1708541,3763393,9.59,0,0.18,44.83,45.4,21.7,3.76,0.36,0,0.01,1.69,1.71
Rowley,2003,11759028,6328638,4089,610835,338567,102675,7384804,8636768,5580,833614,462046,140122,10078130,85.7,0.06,8.27,4.58,1.39,0,10.08,8.64,0.01,0.83,0.46,0.14
Rowley,2004,12249050.53,6744621,3523,606612,338415,111398,7804569,8965704,4683,806376,449859,148083,10374706,86.42,0.05,7.77,4.34,1.43,2.9,10.37,8.97,0,0.81,0.45,0.15
Rowley,2005,12598049,7080440,6064,658077,348171,107730,8200482,9103677,7797,846123,447661,138514,10543771,86.34,0.07,8.02,4.25,1.31,4.6,10.54,9.1,0.01,0.85,0.45,0.14
Rowley,2006,13675169.44,7683813,5931,638354,358665,113457,8800220,9570730,7387,795115,446743,141319,10961294,87.31,0.07,7.25,4.08,1.29,8.8,10.96,9.57,0.01,0.8,0.45,0.14
Rowley,2007,14515394.56,8001075,5880,644633,353535,111658,9116781,9689913,7121,780700,428158,135226,11041118,87.76,0.06,7.07,3.88,1.22,9.6,11.04,9.69,0.01,0.78,0.43,0.14
Rowley,2008,15084819,8605703,2711,811409,441375,125080,9986278,10036796,3162,946343,514774,145880,11646955,86.18,0.03,8.13,4.42,1.25,15.6,11.65,10.04,0,0.95,0.51,0.15
Rowley,2009,14748191.88,8964016,1624,850197,467264,217017,10500118,10492023,1901,995122,546914,254010,12289969,85.37,0.02,8.1,4.45,2.07,21.9,12.29,10.49,0,1,0.55,0.25
Rowley,2010,14972710.63,9347838,1730,886381,518738,221738,10976425,10764701,1992,1020731,597364,255347,12640134,85.16,0.02,8.08,4.73,2.02,25.4,12.64,10.76,0,1.02,0.6,0.26
Rowley,2011,15516366,9646412,1701,908183,564508,257393,11378197,10768615,1899,1013835,630179,287336,12701865,84.78,0.01,7.98,4.96,2.26,26,12.7,10.77,0,1.01,0.63,0.29
Rowley,2012,15703641,9906500,1782,1082511,459253,248214,11698260,10834741,1949,1183942,502285,271472,12794389,84.68,0.02,9.25,3.93,2.12,27,12.79,10.83,0,1.18,0.5,0.27
Rowley,2013,17054028.39,10191941,1726,1119330,482453,255256,12050706,10986009,1860,1206539,520042,275143,12989593,84.58,0.01,9.29,4,2.12,28.9,12.99,10.99,0,1.21,0.52,0.28
Rowley,2014,18220371,10540799,1565,1146337,499207,251738,12439646,11180676,1660,1215925,529511,267020,13194792,84.74,0.01,9.22,4.01,2.02,30.9,13.19,11.18,0,1.22,0.53,0.27
Rowley,2015,21457891,11241368,1512,1113215,478491,207417,13042003,11909636,1602,1179393,506936,219747,13817314,86.19,0.01,8.54,3.67,1.59,37.1,13.82,11.91,0,1.18,0.51,0.22
Rowley,2016,20549914,11855830,1512,1105315,486886,225120,13674663,14176108,1808,1321634,582173,269178,16350901,86.7,0.01,8.08,3.56,1.65,62.2,16.35,14.18,0,1.32,0.58,0.27
Rowley,2017,22261577,12091064,1676,1216649,532667,242594,14084650,12386385,1717,1246365,545677,248519,14428664,85.85,0.01,8.64,3.78,1.72,43.2,14.43,12.39,0,1.25,0.55,0.25
Rowley,2018,21840963,12647283,1728,1229380,541926,223708,14644025,12647283,1728,1229380,541926,223708,14644025,86.36,0.01,8.4,3.7,1.53,45.3,14.64,12.65,0,1.23,0.54,0.22
Royalston,2003,1580436.5,941704,0,11425,6299,42708,1002136,1285155,0,15592,8596,58284,1367627,93.97,0,1.14,0.63,4.26,0,1.37,1.29,0,0.02,0.01,0.06
Royalston,2004,1533201.11,981520,0,12553,5678,43724,1043475,1304746,0,16687,7548,58123,1387104,94.06,0,1.2,0.54,4.19,1.4,1.39,1.3,0,0.02,0.01,0.06
Royalston,2005,2066223.66,1042813,0,10443,4720,27433,1085409,1340797,0,13427,6069,35272,1395565,96.08,0,0.96,0.43,2.53,2,1.4,1.34,0,0.01,0.01,0.04
Royalston,2006,2033027.02,1011778,0,9834,4482,28968,1055062,1260241,0,12249,5583,36082,1314154,95.9,0,0.93,0.42,2.75,-3.9,1.31,1.26,0,0.01,0.01,0.04
Royalston,2007,1984125.04,1176191,0,11440,4508,31797,1223936,1424457,0,13855,5460,38509,1482280,96.1,0,0.93,0.37,2.6,8.4,1.48,1.42,0,0.01,0.01,0.04
Royalston,2008,2069913.95,1208682,0,11842,4665,31134,1256323,1409681,0,13811,5441,36311,1465244,96.21,0,0.94,0.37,2.48,7.1,1.47,1.41,0,0.01,0.01,0.04
Royalston,2009,2219278.05,1211056,0,13451,1411,44240,1270158,1417493,0,15744,1652,51781,1486669,95.35,0,1.06,0.11,3.48,8.7,1.49,1.42,0,0.02,0,0.05
Royalston,2010,2008790.12,1238281,0,13142,1441,46499,1299363,1425969,0,15134,1659,53547,1496309,95.3,0,1.01,0.11,3.58,9.4,1.5,1.43,0,0.02,0,0.05
Royalston,2011,2001939.14,1275175,0,12077,1440,47939,1336631,1423521,0,13482,1608,53516,1492126,95.4,0,0.9,0.11,3.59,9.1,1.49,1.42,0,0.01,0,0.05
Royalston,2012,2125735.37,1300721,0,11606,1468,52520,1366315,1422599,0,12693,1606,57441,1494339,95.2,0,0.85,0.11,3.84,9.3,1.49,1.42,0,0.01,0,0.06
Royalston,2013,2107795.86,1283455,0,11143,685,55063,1350346,1383451,0,12011,738,59353,1455553,95.05,0,0.83,0.05,4.08,6.4,1.46,1.38,0,0.01,0,0.06
Royalston,2014,2422402,1367666,0,14355,1481,78523,1462025,1450690,0,15226,1571,83290,1550777,93.55,0,0.98,0.1,5.37,13.4,1.55,1.45,0,0.02,0,0.08
Royalston,2015,2343720,1471006,0,15258,1580,82373,1570217,1558453,0,16165,1674,87270,1663562,93.68,0,0.97,0.1,5.25,21.6,1.66,1.56,0,0.02,0,0.09
Royalston,2016,2423530,1513899,0,13959,1624,80474,1609956,1810181,0,16691,1942,96223,1925037,94.03,0,0.87,0.1,5,40.8,1.93,1.81,0,0.02,0,0.1
Royalston,2017,2662899,1607110,0,15785,1720,92020,1716635,1646363,0,16171,1762,94268,1758563,93.62,0,0.92,0.1,5.36,28.6,1.76,1.65,0,0.02,0,0.09
Royalston,2018,2696305,1626632,0,17366,1749,97823,1743570,1626632,0,17366,1749,97823,1743570,93.29,0,1,0.1,5.61,27.5,1.74,1.63,0,0.02,0,0.1
Russell,2003,3097668,1251919,14542,64993,129806,92977,1554237,1708509,19846,88697,177148,126887,2121086,80.55,0.94,4.18,8.35,5.98,0,2.12,1.71,0.02,0.09,0.18,0.13
Russell,2004,3034070.93,1329651,0,58279,112847,111653,1612430,1767521,0,77471,150009,148422,2143422,82.46,0,3.61,7,6.92,1.1,2.14,1.77,0,0.08,0.15,0.15
Russell,2005,3333843.27,1371048,0,60583,107599,100912,1640142,1762825,0,77895,138345,129748,2108813,83.59,0,3.69,6.56,6.15,-0.6,2.11,1.76,0,0.08,0.14,0.13
Russell,2006,4153491.69,1540887,0,50187,104853,104692,1800619,1919283,0,62511,130602,130401,2242798,85.58,0,2.79,5.82,5.81,5.7,2.24,1.92,0,0.06,0.13,0.13
Russell,2007,4205437.16,1707175,0,44683,68822,76545,1897225,2067519,0,54115,83349,92702,2297684,89.98,0,2.36,3.63,4.03,8.3,2.3,2.07,0,0.05,0.08,0.09
Russell,2008,4671234.04,1979102,0,51349,79193,97344,2206988,2308218,0,59888,92362,113532,2574001,89.67,0,2.33,3.59,4.41,21.4,2.57,2.31,0,0.06,0.09,0.11
Russell,2009,5702772.8,2113036,0,59822,123482,114367,2410707,2473224,0,70019,144531,133862,2821636,87.65,0,2.48,5.12,4.74,33,2.82,2.47,0,0.07,0.14,0.13
Russell,2010,4910121.72,2170928,0,61692,121069,115783,2469472,2499978,0,71043,139420,133332,2843773,87.91,0,2.5,4.9,4.69,34.1,2.84,2.5,0,0.07,0.14,0.13
Russell,2011,4900705.02,2214133,0,65625,126179,122209,2528146,2471711,0,73259,140858,136426,2822255,87.58,0,2.6,4.99,4.83,33.1,2.82,2.47,0,0.07,0.14,0.14
Russell,2012,4955906.21,2237974,0,61533,99906,116897,2516310,2447673,0,67299,109267,127850,2752089,88.94,0,2.45,3.97,4.65,29.7,2.75,2.45,0,0.07,0.11,0.13
Russell,2013,5109064.74,2270531,0,72519,141295,152959,2637304,2447431,0,78169,152303,164876,2842780,86.09,0,2.75,5.36,5.8,34,2.84,2.45,0,0.08,0.15,0.16
Russell,2014,5288505,2278260,0,71402,134656,167328,2651646,2416561,0,75736,142830,177486,2812614,85.92,0,2.69,5.08,6.31,32.6,2.81,2.42,0,0.08,0.14,0.18
Russell,2015,5193792,2285509,0,71177,133373,178421,2668480,2421376,0,75408,141302,189028,2827114,85.65,0,2.67,5,6.69,33.3,2.83,2.42,0,0.08,0.14,0.19
Russell,2016,4819485,2351503,0,75987,166289,179062,2772841,2811710,0,90858,198833,214106,3315508,84.8,0,2.74,6,6.46,56.3,3.32,2.81,0,0.09,0.2,0.21
Russell,2017,4920038,2485905,0,79825,174521,183907,2924158,2546623,0,81775,178784,188399,2995580,85.01,0,2.73,5.97,6.29,41.2,3,2.55,0,0.08,0.18,0.19
Russell,2018,4775946,2665040,0,90888,180193,202092,3138213,2665040,0,90888,180193,202092,3138213,84.92,0,2.9,5.74,6.44,48,3.14,2.67,0,0.09,0.18,0.2
Rutland,2003,11706662.13,5308207,0,142661,37683,102373,5590924,7244174,0,194691,51426,139710,7630001,94.94,0,2.55,0.67,1.83,0,7.63,7.24,0,0.19,0.05,0.14
Rutland,2004,11665806.93,5792781,0,131434,35641,102568,6062424,7700412,0,174717,47378,136345,8058852,95.55,0,2.17,0.59,1.69,5.6,8.06,7.7,0,0.17,0.05,0.14
Rutland,2005,13370910.02,6862234,0,158502,38664,99464,7158864,8823118,0,203794,49712,127886,9204510,95.86,0,2.21,0.54,1.39,20.6,9.2,8.82,0,0.2,0.05,0.13
Rutland,2006,13440073.12,7017778,0,154671,33644,102443,7308536,8741137,0,192654,41906,127600,9103296,96.02,0,2.12,0.46,1.4,19.3,9.1,8.74,0,0.19,0.04,0.13
Rutland,2007,16031695.08,8217704,0,168150,39090,102628,8527572,9952267,0,203642,47341,124290,10327541,96.37,0,1.97,0.46,1.2,35.4,10.33,9.95,0,0.2,0.05,0.12
Rutland,2008,15660650.09,8902583,0,194460,36147,112653,9245843,10383046,0,226798,42158,131387,10783389,96.29,0,2.1,0.39,1.22,41.3,10.78,10.38,0,0.23,0.04,0.13
Rutland,2009,15746510.92,9320367,0,203000,38439,151478,9713284,10909118,0,237603,44991,177299,11369011,95.95,0,2.09,0.4,1.56,49,11.37,10.91,0,0.24,0.04,0.18
Rutland,2010,15916330.21,9752213,0,211099,39835,178423,10181570,11230367,0,243096,45873,205467,11724802,95.78,0,2.07,0.39,1.75,53.7,11.72,11.23,0,0.24,0.05,0.21
Rutland,2011,16588133.58,10142771,0,231521,32915,247344,10654551,11322718,0,258455,36744,276118,11894035,95.2,0,2.17,0.31,2.32,55.9,11.89,11.32,0,0.26,0.04,0.28
Rutland,2012,17705320.89,10660121,0,246502,35150,299771,11241544,11658976,0,269599,38444,327860,12294879,94.83,0,2.19,0.31,2.67,61.1,12.29,11.66,0,0.27,0.04,0.33
Rutland,2013,18498231.6,11239647,0,263528,38848,316963,11858986,12115343,0,284060,41875,341658,12782936,94.78,0,2.22,0.33,2.67,67.5,12.78,12.12,0,0.28,0.04,0.34
Rutland,2014,18851091,11692417,0,279587,39622,324998,12336624,12402202,0,296559,42027,344727,13085516,94.78,0,2.27,0.32,2.63,71.5,13.09,12.4,0,0.3,0.04,0.34
Rutland,2015,19962902,12261426,0,306308,35568,333442,12936744,12990334,0,324517,37682,353264,13705797,94.78,0,2.37,0.27,2.58,79.6,13.71,12.99,0,0.32,0.04,0.35
Rutland,2016,20696890,12857398,0,294182,35070,425638,13612288,15373691,0,351756,41933,508939,16276318,94.45,0,2.16,0.26,3.13,113.3,16.28,15.37,0,0.35,0.04,0.51
Rutland,2017,22404715,13985458,0,332618,55339,427538,14800953,14327050,0,340742,56691,437981,15162463,94.49,0,2.25,0.37,2.89,98.7,15.16,14.33,0,0.34,0.06,0.44
Rutland,2018,23569415,14449036,0,340132,70087,562322,15421577,14449036,0,340132,70087,562322,15421577,93.69,0,2.21,0.45,3.65,102.1,15.42,14.45,0,0.34,0.07,0.56
Salem,2003,102374665.4,33142855,0,8887063,3531878,6635048,52196844,45230450,0,12128281,4819996,9054929,71233657,63.5,0,17.03,6.77,12.71,0,71.23,45.23,0,12.13,4.82,9.05
Salem,2004,102885929,38033259,0,8354881,3165363,4820719,54374222,50558060,0,11106242,4207754,6408239,72280295,69.95,0,15.37,5.82,8.87,1.5,72.28,50.56,0,11.11,4.21,6.41
Salem,2005,105024556.4,40242911,0,8376051,3107959,5112407,56839328,51742328,0,10769509,3996059,6573278,73081173,70.8,0,14.74,5.47,8.99,2.6,73.08,51.74,0,10.77,4,6.57
Salem,2006,113268028.2,42680920,0,8392261,3058466,5160590,59292237,53162092,0,10453152,3809535,6427878,73852658,71.98,0,14.15,5.16,8.7,3.7,73.85,53.16,0,10.45,3.81,6.43
Salem,2007,113594665.3,44555724,0,8923960,3077231,5228599,61785514,53960385,0,10807597,3726762,6332233,74826977,72.11,0,14.44,4.98,8.46,5,74.83,53.96,0,10.81,3.73,6.33
Salem,2008,120756252.7,46780076,0,9930234,2982029,4707326,64399665,54559410,0,11581591,3477928,5490135,75109063,72.64,0,15.42,4.63,7.31,5.4,75.11,54.56,0,11.58,3.48,5.49
Salem,2009,125133649,48500251,0,10956077,3271628,4367958,67095914,56767609,0,12823651,3829310,5112521,78533091,72.28,0,16.33,4.88,6.51,10.2,78.53,56.77,0,12.82,3.83,5.11
Salem,2010,124161501.9,49414819,0,11653891,3421772,5591843,70082325,56904680,0,13420285,3940414,6439405,80704784,70.51,0,16.63,4.88,7.98,13.3,80.7,56.9,0,13.42,3.94,6.44
Salem,2011,128166683.9,50588803,0,12145788,3586800,6210845,72532236,56473989,0,13558753,4004066,6933376,80970184,69.75,0,16.75,4.95,8.56,13.7,80.97,56.47,0,13.56,4,6.93
Salem,2012,133463815.7,51442526,0,12243097,3518893,4583851,71788367,56262700,0,13390277,3848614,5013359,78514950,71.66,0,17.05,4.9,6.39,10.2,78.51,56.26,0,13.39,3.85,5.01
Salem,2013,136792744.1,52867347,0,13226941,3650295,5134633,74879216,56986315,0,14257470,3934694,5534679,80713159,70.6,0,17.66,4.87,6.86,13.3,80.71,56.99,0,14.26,3.93,5.53
Salem,2014,143248498,54635571,0,13515626,3701942,5128070,76981209,57952210,0,14336089,3926667,5439368,81654334,70.97,0,17.56,4.81,6.66,14.6,81.65,57.95,0,14.34,3.93,5.44
Salem,2015,142881816,57816052,0,13929893,3150909,4161451,79058305,61253055,0,14757986,3338222,4408838,83758101,73.13,0,17.62,3.99,5.26,17.6,83.76,61.25,0,14.76,3.34,4.41
Salem,2016,149988692,59588437,0,14163233,3191646,4257147,81200463,71250357,0,16935088,3816276,5090304,97092024,73.38,0,17.44,3.93,5.24,36.3,97.09,71.25,0,16.94,3.82,5.09
Salem,2017,154864358,62474745,0,14364918,3252186,5508702,85600551,64000676,0,14715778,3331620,5643251,87691325,72.98,0,16.78,3.8,6.44,23.1,87.69,64,0,14.72,3.33,5.64
Salem,2018,165164669,65364831,0,14498832,3926681,6077781,89868125,65364831,0,14498832,3926681,6077781,89868125,72.73,0,16.13,4.37,6.76,26.2,89.87,65.36,0,14.5,3.93,6.08
Salisbury,2003,16087855.46,7863467,0,1626226,226067,189238,9904998,10731367,0,2219330,308516,258255,13517469,79.39,0,16.42,2.28,1.91,0,13.52,10.73,0,2.22,0.31,0.26
